,Название,Код,Срок(месяца),Цена,Рейтинг,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
146,Балтийский лизинг БО-П08,RU000A106EM8,20,938.1,17.06.2025,7.57,1000.0,12,90.84,12.62,9.68,https://www.tinkoff.ru/invest/bonds/RU000A106EM8/
147,Элит Строй выпуск 1,RU000A103M85,10,993.0,Средний,10.0,1000.0,12,120.0,8.33,12.08,https://www.tinkoff.ru/invest/bonds/RU000A103M85/
148,Росагролизинг выпуск 1,RU000A101R09,19,888.3,Высокий,31.84,1000.0,2,63.68,302.48,7.17,https://www.tinkoff.ru/invest/bonds/RU000A101R09/
149,Ритейл Бел Финанс 001P-01,RU000A101QF7,19,955.6,Высокий,20.45,1000.0,4,81.8,97.14,8.56,https://www.tinkoff.ru/invest/bonds/RU000A101QF7/
150,МигКредит об01,RU000A103DA2,8,356.58,Низкий,3.13,360.0,12,37.56,2.09,10.53,https://www.tinkoff.ru/invest/bonds/RU000A103DA2/
151,ВИС Финанс выпуск 1,RU000A102952,12,998.7,18.10.2024,19.49,1000.0,4,77.96,58.47,7.81,https://www.tinkoff.ru/invest/bonds/RU000A102952/
152,Нафтатранс Плюс выпуск 3,RU000A102V51,4,953.6,Низкий,8.53,1000.0,12,102.36,2.84,10.73,https://www.tinkoff.ru/invest/bonds/RU000A102V51/
153,Эталон-Финанс выпуск 3,RU000A103QH9,35,903.5,Средний,19.66,1000.0,4,78.64,172.03,8.7,https://www.tinkoff.ru/invest/bonds/RU000A103QH9/
154,АйДи Коллект выпуск 1,RU000A103HG0,9,975.0,Низкий,8.53,1000.0,12,102.36,6.4,10.5,https://www.tinkoff.ru/invest/bonds/RU000A103HG0/
155,ТФН выпуск 1,RU000A102QY6,3,397.32,Низкий,10.35,400.0,4,41.4,7.76,10.42,https://www.tinkoff.ru/invest/bonds/RU000A102QY6/
156,Лизинг-Трейд выпуск 4,RU000A104XE0,44,1001.0,Средний,10.7,1000.0,12,128.4,39.23,12.83,https://www.tinkoff.ru/invest/bonds/RU000A104XE0/
157,Маныч-Агро выпуск 1,RU000A1032D7,18,967.0,Средний,26.01,1000.0,4,104.04,117.05,10.76,https://www.tinkoff.ru/invest/bonds/RU000A1032D7/
158,Аэрофьюэлз выпуск 2,RU000A103SZ7,11,955.5,Средний,21.4,1000.0,4,85.6,58.85,8.96,https://www.tinkoff.ru/invest/bonds/RU000A103SZ7/
159,Реиннольц,RU000A105LS2,37,1062.9,Низкий,38.98,1000.0,4,155.92,360.56,14.67,https://www.tinkoff.ru/invest/bonds/RU000A105LS2/
160,Маныч-Агро,RU000A103K20,28,951.3,Средний,26.01,1000.0,4,104.04,182.07,10.94,https://www.tinkoff.ru/invest/bonds/RU000A103K20/
161,Лайфстрим БО-П02,RU000A1068S9,55,957.2,Средний,29.23,1000.0,4,116.92,401.91,12.21,https://www.tinkoff.ru/invest/bonds/RU000A1068S9/
162,Лизинг-Трейд 001P-05,RU000A1053H4,45,998.7,Средний,10.7,1000.0,12,128.4,40.12,12.86,https://www.tinkoff.ru/invest/bonds/RU000A1053H4/
163,Верхнебаканский цементный завод 001P выпуск 1,RU000A0ZYLK7,50,975.0,Средний,1.57,1000.0,4,6.28,19.62,0.64,https://www.tinkoff.ru/invest/bonds/RU000A0ZYLK7/
164,Асфальтобетонный завод № 1 выпуск 4,RU000A1065B1,30,981.7,Средний,29.75,1000.0,4,119.0,223.12,12.12,https://www.tinkoff.ru/invest/bonds/RU000A1065B1/
165,ТЕХНО Лизинг выпуск 3,RU000A102234,21,969.8,Средний,8.87,1000.0,12,106.44,15.52,10.98,https://www.tinkoff.ru/invest/bonds/RU000A102234/
166,Асфальтобетонный завод № 1 выпуск 3,RU000A105SX7,27,992.8,Средний,30.88,1000.0,4,123.52,208.44,12.44,https://www.tinkoff.ru/invest/bonds/RU000A105SX7/
167,Вита Лайн 001Р выпуск 3,RU000A1036X6,7,971.5,06.06.2024,21.66,1000.0,4,86.64,37.91,8.92,https://www.tinkoff.ru/invest/bonds/RU000A1036X6/
168,Софтлайн выпуск 002Р-01,RU000A106A78,28,954.0,Средний,26.88,1000.0,4,107.52,188.16,11.27,https://www.tinkoff.ru/invest/bonds/RU000A106A78/
169,ЭнергоТехСервис выпуск 4,RU000A103828,19,632.681,Высокий,14.27,665.0,4,57.08,67.78,9.02,https://www.tinkoff.ru/invest/bonds/RU000A103828/
170,Бизнес-Недвижимость выпуск 1,RU000A1022G1,10,579.78,Средний,13.57,600.0,4,54.28,33.92,9.36,https://www.tinkoff.ru/invest/bonds/RU000A1022G1/
171,ЧЗПСН-Профнастил БО-П2,RU000A101NJ6,1,962.4,Средний,26.01,1000.0,4,104.04,6.5,10.81,https://www.tinkoff.ru/invest/bonds/RU000A101NJ6/
172,ДиректЛизинг выпуск 7,RU000A103S30,35,803.93,Средний,21.14,850.0,4,84.56,184.97,10.52,https://www.tinkoff.ru/invest/bonds/RU000A103S30/
173,ГК Пионер-001Р выпуск 5,RU000A102KG6,14,806.944,Средний,17.4,835.0,4,69.6,60.9,8.63,https://www.tinkoff.ru/invest/bonds/RU000A102KG6/
174,ВИС Финанс выпуск 4,RU000A106EZ0,34,959.9,Средний,27.93,1000.0,4,111.72,237.41,11.64,https://www.tinkoff.ru/invest/bonds/RU000A106EZ0/
175,Сибнефтехимтрейд выпуск 1,RU000A1028H6,5,996.5,Низкий,9.57,1000.0,12,114.84,3.99,11.52,https://www.tinkoff.ru/invest/bonds/RU000A1028H6/
176,Аренза-Про выпуск 2,RU000A106GC4,32,975.2,Средний,9.22,1000.0,12,110.64,24.59,11.35,https://www.tinkoff.ru/invest/bonds/RU000A106GC4/
177,Пионер-Лизинг-БО-П04,RU000A102LF6,86,994.5,Низкий,31.41,1000.0,4,125.64,675.32,12.63,https://www.tinkoff.ru/invest/bonds/RU000A102LF6/
178,СФО ВТБ РКС-1 выпуск 1,RU000A1032P1,85,893.5,Высокий,5.83,1000.0,12,69.96,41.3,7.83,https://www.tinkoff.ru/invest/bonds/RU000A1032P1/
179,Ритейл Бел Финанс 001P-02,RU000A102TR4,16,914.6,Средний,21.75,1000.0,4,87.0,87.0,9.51,https://www.tinkoff.ru/invest/bonds/RU000A102TR4/
180,Электрощит-Стройсистема выпуск 2,RU000A101UD4,2,971.0,Средний,28.19,1000.0,4,112.76,14.1,11.61,https://www.tinkoff.ru/invest/bonds/RU000A101UD4/
181,РЕСОЛиБП22,RU000A106DP3,32,911.7,17.06.2026,47.24,1000.0,2,94.48,755.84,10.36,https://www.tinkoff.ru/invest/bonds/RU000A106DP3/
182,Сегежа 002P выпуск 3,RU000A104FG2,158,989.4,Средний,23.58,1000.0,4,94.32,931.41,9.53,https://www.tinkoff.ru/invest/bonds/RU000A104FG2/
183,ГК ЕКС выпуск 1,RU000A104BU2,14,983.0,Средний,28.19,1000.0,4,112.76,98.67,11.47,https://www.tinkoff.ru/invest/bonds/RU000A104BU2/
184,ТрансФин-М 001Р-07,RU000A103M36,10,961.8,29.08.2024,21.23,1000.0,4,84.92,53.08,8.83,https://www.tinkoff.ru/invest/bonds/RU000A103M36/
185,Охта Групп выпуск 2,RU000A1040V2,13,979.9,Низкий,27.06,1000.0,4,108.24,87.94,11.05,https://www.tinkoff.ru/invest/bonds/RU000A1040V2/
186,Делимобиль 1Р-02,RU000A106A86,31,961.8,Высокий,27.49,1000.0,4,109.96,213.05,11.43,https://www.tinkoff.ru/invest/bonds/RU000A106A86/
187,Сэтл Групп 2Р-01,RU000A1053A9,22,963.0,Высокий,26.27,1000.0,4,105.08,144.48,10.91,https://www.tinkoff.ru/invest/bonds/RU000A1053A9/
188,Автодом выпуск 1,RU000A104CJ3,14,975.8,Средний,26.54,1000.0,4,106.16,92.89,10.88,https://www.tinkoff.ru/invest/bonds/RU000A104CJ3/
189,Гарант-Инвест 2Р выпуск 5,RU000A105GV6,25,1005.2,Средний,31.93,1000.0,4,127.72,199.56,12.71,https://www.tinkoff.ru/invest/bonds/RU000A105GV6/
190,ГК Пионер-001P выпуск 6,RU000A104735,25,958.6,Средний,25.4,1000.0,4,101.6,158.75,10.6,https://www.tinkoff.ru/invest/bonds/RU000A104735/
191,Инкаб выпуск 1,RU000A1049M2,14,988.5,Средний,29.23,1000.0,4,116.92,102.31,11.83,https://www.tinkoff.ru/invest/bonds/RU000A1049M2/
192,МБЭС выпуск 2,RU000A101RJ7,8,947.4,14.06.2024,26.88,1000.0,2,53.76,107.52,5.67,https://www.tinkoff.ru/invest/bonds/RU000A101RJ7/
193,ГТЛК выпуск 4,RU000A0JXPG2,30,956.9,17.04.2026,26.71,1000.0,4,106.84,200.33,11.17,https://www.tinkoff.ru/invest/bonds/RU000A0JXPG2/
194,Вита Лайн 001Р выпуск 2,RU000A102B97,15,954.9,27.01.2025,21.14,1000.0,4,84.56,79.28,8.86,https://www.tinkoff.ru/invest/bonds/RU000A102B97/
195,РЕСО-Лизинг БО-П выпуск 11,RU000A103C53,8,959.2,03.07.2024,37.06,1000.0,2,74.12,148.24,7.73,https://www.tinkoff.ru/invest/bonds/RU000A103C53/
196,ТД РКС-Сочи 002Р-2,RU000A104KS7,16,1007.1,Средний,32.19,1000.0,4,128.76,128.76,12.79,https://www.tinkoff.ru/invest/bonds/RU000A104KS7/
197,Сбербанк 002СУБ-03R,RU000A103Q24,37,8800000.0,Средний,368736.45,10000000.0,2,737472.9,6821624.33,8.38,https://www.tinkoff.ru/invest/bonds/RU000A103Q24/
198,О'КЕЙ 001P выпуск 1,RU000A105FM7,31,938.5,14.05.2026,24.88,1000.0,4,99.52,192.82,10.6,https://www.tinkoff.ru/invest/bonds/RU000A105FM7/
199,ГК Самолет выпуск 11,RU000A104JQ3,16,977.0,14.02.2025,55.07,1000.0,2,110.14,440.56,11.27,https://www.tinkoff.ru/invest/bonds/RU000A104JQ3/
200,ГТЛК 002Р-02,RU000A105KB0,37,934.3,04.12.2026,25.32,1000.0,4,101.28,234.21,10.84,https://www.tinkoff.ru/invest/bonds/RU000A105KB0/
201,МСБ-Лизинг 002Р-06,RU000A105658,10,667.63996,Средний,6.87,666.64,12,82.44,5.73,12.35,https://www.tinkoff.ru/invest/bonds/RU000A105658/
202,Ренессанс Кредит выпуск 4,RU000A102H83,2,988.9,22.12.2023,36.8,1000.0,2,73.6,36.8,7.44,https://www.tinkoff.ru/invest/bonds/RU000A102H83/
203,О'КЕЙ выпуск 2,RU000A1009Z8,18,942.3,16.04.2025,21.4,1000.0,4,85.6,96.3,9.08,https://www.tinkoff.ru/invest/bonds/RU000A1009Z8/
204,ДиректЛизинг выпуск 6,RU000A102M45,2,993.6,Низкий,24.88,1000.0,4,99.52,12.44,10.02,https://www.tinkoff.ru/invest/bonds/RU000A102M45/
205,ГТЛК выпуск 18,RU000A101SC0,43,818.1,07.06.2027,16.96,1000.0,4,67.84,182.32,8.29,https://www.tinkoff.ru/invest/bonds/RU000A101SC0/
206,ТрансФин-М 001Р выпуск 4,RU000A0ZYEB1,30,906.9,21.04.2026,43.33,1000.0,2,86.66,649.95,9.56,https://www.tinkoff.ru/invest/bonds/RU000A0ZYEB1/
207,КЛВЗ Кристалл выпуск 1,RU000A105Y14,29,986.2,Средний,29.23,1000.0,4,116.92,211.92,11.86,https://www.tinkoff.ru/invest/bonds/RU000A105Y14/
208,Балтийский лизинг БО-П06,RU000A1058M3,23,954.0,Высокий,47.24,1000.0,2,94.48,543.26,9.9,https://www.tinkoff.ru/invest/bonds/RU000A1058M3/
209,ЯТЭК выпуск 2,RU000A102ZH2,17,946.8,Высокий,39.67,1000.0,2,79.34,337.19,8.38,https://www.tinkoff.ru/invest/bonds/RU000A102ZH2/
210,АПРИ Флай Плэнинг БО-П4,RU000A102KR3,2,249.375,Низкий,6.96,250.0,4,27.84,3.48,11.16,https://www.tinkoff.ru/invest/bonds/RU000A102KR3/
211,МСБ-Лизинг 002P выпуск 5,RU000A103VD8,35,976.0,Средний,8.7,1000.0,12,104.4,25.37,10.7,https://www.tinkoff.ru/invest/bonds/RU000A103VD8/
212,СГ-транс выпуск 1,RU000A103YP6,12,958.2,31.10.2024,21.4,1000.0,4,85.6,64.2,8.93,https://www.tinkoff.ru/invest/bonds/RU000A103YP6/
213,Эталон выпуск 002Р-01,RU000A105VU7,28,988.5,20.02.2026,29.67,1000.0,4,118.68,207.69,12.01,https://www.tinkoff.ru/invest/bonds/RU000A105VU7/
214,ГТЛК выпуск 15,RU000A100Z91,24,564.0,Средний,9.57,600.0,4,38.28,57.42,6.79,https://www.tinkoff.ru/invest/bonds/RU000A100Z91/
215,Whoosh выпуск 2,RU000A106HB4,32,946.5,Высокий,25.58,1000.0,4,102.32,204.64,10.81,https://www.tinkoff.ru/invest/bonds/RU000A106HB4/
216,Сэтл Групп 2Р-02,RU000A105X64,28,959.9,Высокий,26.45,1000.0,4,105.8,185.15,11.02,https://www.tinkoff.ru/invest/bonds/RU000A105X64/
217,Балтийский лизинг БО-П04,RU000A103M10,10,650.905,Высокий,12.18,670.0,4,48.72,30.45,7.48,https://www.tinkoff.ru/invest/bonds/RU000A103M10/
218,Нафтатранс Плюс выпуск 2,RU000A100YD8,11,3996.6003,Низкий,42.8,3997.0,12,513.6,39.23,12.85,https://www.tinkoff.ru/invest/bonds/RU000A100YD8/
219,Кармани выпуск 1,RU000A103R98,10,594.6,Низкий,5.39,600.0,12,64.68,4.49,10.88,https://www.tinkoff.ru/invest/bonds/RU000A103R98/
220,Центральная ППК выпуск 3,RU000A103F27,9,964.7,Высокий,41.15,1000.0,2,82.3,185.17,8.53,https://www.tinkoff.ru/invest/bonds/RU000A103F27/
221,ГТЛК выпуск 13,RU000A1003A4,39,881.0,03.02.2027,20.71,1000.0,4,82.84,201.92,9.4,https://www.tinkoff.ru/invest/bonds/RU000A1003A4/
222,Автодор БО-3 выпуск 1,RU000A102H91,26,807.147,Средний,26.97,930.0,2,53.94,350.61,6.68,https://www.tinkoff.ru/invest/bonds/RU000A102H91/
223,БЭЛТИ-ГРАНД выпуск 4,RU000A103DY2,40,902.1,Средний,8.09,930.0,12,97.08,26.97,10.76,https://www.tinkoff.ru/invest/bonds/RU000A103DY2/
224,ИС петролеум выпуск 1,RU000A1013C9,14,420.0,Средний,4.26,420.0,12,51.12,4.97,12.17,https://www.tinkoff.ru/invest/bonds/RU000A1013C9/
225,Балтийский лизинг БО-П03,RU000A101Z66,9,486.0,Высокий,7.74,500.0,4,30.96,17.41,6.37,https://www.tinkoff.ru/invest/bonds/RU000A101Z66/
226,Заслон выпуск 1,RU000A1064X8,30,961.0,Средний,54.2,1000.0,2,108.4,813.0,11.28,https://www.tinkoff.ru/invest/bonds/RU000A1064X8/
227,HENDERSON выпуск 1,RU000A103Q08,17,726.75,Высокий,17.05,750.0,4,68.2,72.46,9.38,https://www.tinkoff.ru/invest/bonds/RU000A103Q08/
228,ФЭС-Агро выпуск 1,RU000A106P63,33,997.0,Средний,29.58,1000.0,4,118.32,244.03,11.87,https://www.tinkoff.ru/invest/bonds/RU000A106P63/
229,Автодор БО-5P-01,RU000A106FR4,32,927.0,Высокий,44.72,1000.0,2,89.44,715.52,9.65,https://www.tinkoff.ru/invest/bonds/RU000A106FR4/
230,АО Авто Финанс Банк выпуск 10,RU000A105HN1,25,932.5,Высокий,46.2,1000.0,2,92.4,577.5,9.91,https://www.tinkoff.ru/invest/bonds/RU000A105HN1/
231,Джи-групп 2Р-02,RU000A105Q97,8,1002.3,Средний,31.41,1000.0,4,125.64,62.82,12.54,https://www.tinkoff.ru/invest/bonds/RU000A105Q97/
232,Делимобиль 1Р-03,RU000A106UW3,46,992.5,Высокий,9.74,1000.0,12,116.88,37.34,11.78,https://www.tinkoff.ru/invest/bonds/RU000A106UW3/
233,Синара - Транспортные Машины выпуск 2,RU000A103G00,33,873.2,Средний,37.67,1000.0,2,75.34,621.56,8.63,https://www.tinkoff.ru/invest/bonds/RU000A103G00/
234,Новотранс выпуск 2,RU000A103133,30,929.0,Высокий,19.84,1000.0,4,79.36,148.8,8.54,https://www.tinkoff.ru/invest/bonds/RU000A103133/
235,РЕСО-Лизинг БО-П выпуск 8,RU000A102K39,2,986.0,21.12.2023,29.67,1000.0,2,59.34,29.67,6.02,https://www.tinkoff.ru/invest/bonds/RU000A102K39/
236,Домодедово Фьюэл Фасилитис,RU000A105MP6,26,971.1,Средний,55.51,1000.0,2,111.02,721.63,11.43,https://www.tinkoff.ru/invest/bonds/RU000A105MP6/
237,ЭР-Телеком Холдинг выпуск 5,RU000A1030K6,6,972.0,Высокий,18.18,1000.0,4,72.72,27.27,7.48,https://www.tinkoff.ru/invest/bonds/RU000A1030K6/
238,Татнефтехим 001P выпуск 1,RU000A103UL3,35,1008.8,Средний,21.4,1000.0,6,128.4,124.83,12.73,https://www.tinkoff.ru/invest/bonds/RU000A103UL3/
239,ГТЛК выпуск 14,RU000A100FE5,34,936.8,08.09.2026,24.36,1000.0,4,97.44,207.06,10.4,https://www.tinkoff.ru/invest/bonds/RU000A100FE5/
240,АФК Система выпуск 12,RU000A101012,12,938.4,01.11.2024,34.02,1000.0,2,68.04,204.12,7.25,https://www.tinkoff.ru/invest/bonds/RU000A101012/
241,ПРОМОМЕД ДМ 2P-01,RU000A1061A2,29,952.6,Высокий,52.2,1000.0,2,104.4,756.9,10.96,https://www.tinkoff.ru/invest/bonds/RU000A1061A2/
242,О'КЕЙ выпуск 5,RU000A106AH6,115,948.5,Высокий,25.4,1000.0,4,101.6,730.25,10.71,https://www.tinkoff.ru/invest/bonds/RU000A106AH6/
243,Группа Продовольствие 001P-01,RU000A103455,6,986.1,Средний,8.53,1000.0,12,102.36,4.26,10.38,https://www.tinkoff.ru/invest/bonds/RU000A103455/
244,ГТЛК выпуск 6,RU000A0JVWJ6,24,958.3,Средний,25.23,1000.0,4,100.92,151.38,10.53,https://www.tinkoff.ru/invest/bonds/RU000A0JVWJ6/
245,Группа Продовольствие 001P-02,RU000A105EP3,24,1004.0,Средний,10.7,1000.0,12,128.4,21.4,12.79,https://www.tinkoff.ru/invest/bonds/RU000A105EP3/
246,АФК Система выпуск 10,RU000A1008J4,23,927.3,01.10.2025,42.89,1000.0,2,85.78,493.24,9.25,https://www.tinkoff.ru/invest/bonds/RU000A1008J4/
247,АФК Система выпуск 23,RU000A104693,28,919.0,04.03.2026,21.58,1000.0,4,86.32,151.06,9.39,https://www.tinkoff.ru/invest/bonds/RU000A104693/
248,АФК Система выпуск 17,RU000A102FT9,19,893.1,05.06.2025,29.23,1000.0,2,58.46,277.69,6.55,https://www.tinkoff.ru/invest/bonds/RU000A102FT9/
249,ЛСР выпуск 7,RU000A103PX8,35,904.8,Высокий,18.7,1000.0,4,74.8,163.62,8.27,https://www.tinkoff.ru/invest/bonds/RU000A103PX8/
250,Новотранс выпуск 1,RU000A1014S3,13,605.5625,Высокий,11.83,625.0,4,47.32,38.45,7.81,https://www.tinkoff.ru/invest/bonds/RU000A1014S3/
251,Первое коллекторское бюро 001Р выпуск 2,RU000A103RJ3,23,773.76,Средний,18.62,800.0,4,74.48,107.07,9.63,https://www.tinkoff.ru/invest/bonds/RU000A103RJ3/
252,РедСофт2P4,RU000A106CR1,31,1000.5,Средний,29.58,1000.0,4,118.32,229.24,11.83,https://www.tinkoff.ru/invest/bonds/RU000A106CR1/
253,Европлан 001Р-03,RU000A103KJ8,16,930.0,19.02.2025,37.06,1000.0,2,74.12,296.48,7.97,https://www.tinkoff.ru/invest/bonds/RU000A103KJ8/
254,АФК Система выпуск 20,RU000A103372,30,873.9,11.05.2026,35.5,1000.0,2,71.0,532.5,8.12,https://www.tinkoff.ru/invest/bonds/RU000A103372/
255,АФК Система выпуск 13,RU000A101Q26,7,955.0,27.05.2024,28.62,1000.0,2,57.24,100.17,5.99,https://www.tinkoff.ru/invest/bonds/RU000A101Q26/
256,АФК Система выпуск 24,RU000A105L27,25,927.6,08.12.2025,21.66,1000.0,4,86.64,135.38,9.34,https://www.tinkoff.ru/invest/bonds/RU000A105L27/
257,СЕЛЛ-Сервис БО-П02,RU000A106C50,19,1008.5,Средний,10.7,1000.0,12,128.4,16.94,12.73,https://www.tinkoff.ru/invest/bonds/RU000A106C50/
258,Неолизинг выпуск 1,RU000A106PY9,33,1030.5,Средний,12.09,1000.0,12,145.08,33.25,14.08,https://www.tinkoff.ru/invest/bonds/RU000A106PY9/
259,Аренза-Про 001P-01,RU000A105TR7,27,1000.4,Средний,10.35,1000.0,12,124.2,23.29,12.42,https://www.tinkoff.ru/invest/bonds/RU000A105TR7/
260,ГТЛК выпуск 16,RU000A101GD3,52,540.4375,17.02.2028,9.4,625.0,4,37.6,122.2,6.96,https://www.tinkoff.ru/invest/bonds/RU000A101GD3/
261,ОбъединениеАгроЭлита выпуск 3,RU000A100CG7,7,500.0,Средний,5.05,500.0,12,60.6,2.95,12.12,https://www.tinkoff.ru/invest/bonds/RU000A100CG7/
262,Бифорком Тек выпуск 1,RU000A1037L9,7,977.1,Средний,22.71,1000.0,4,90.84,39.74,9.3,https://www.tinkoff.ru/invest/bonds/RU000A1037L9/
263,ГТЛК выпуск 7,RU000A0ZYNY4,39,940.7,13.01.2027,25.32,1000.0,4,101.28,246.87,10.77,https://www.tinkoff.ru/invest/bonds/RU000A0ZYNY4/
264,ПР-Лизинг выпуск 2,RU000A106EP1,32,972.6,15.06.2026,8.87,1000.0,12,106.44,23.65,10.94,https://www.tinkoff.ru/invest/bonds/RU000A106EP1/
265,Онлайн Микрофинанс выпуск 1,RU000A103406,6,974.3,Средний,8.87,1000.0,12,106.44,4.43,10.92,https://www.tinkoff.ru/invest/bonds/RU000A103406/
266,Сэтл Групп выпуск 4,RU000A103WQ8,18,940.6,Средний,20.45,1000.0,4,81.8,92.02,8.7,https://www.tinkoff.ru/invest/bonds/RU000A103WQ8/
267,Южуралзолото ГК оббП03,RU000A106656,24,930.0,Высокий,43.59,1000.0,2,87.18,523.08,9.37,https://www.tinkoff.ru/invest/bonds/RU000A106656/
268,ЛСР выпуск 6,RU000A102T63,28,919.5,Высокий,17.31,1000.0,4,69.24,121.17,7.53,https://www.tinkoff.ru/invest/bonds/RU000A102T63/
269,О'КЕЙ выпуск 3,RU000A1014B9,13,602.75,Высокий,10.61,625.0,4,42.44,34.48,7.04,https://www.tinkoff.ru/invest/bonds/RU000A1014B9/
270,СУЭК-Финанс выпуск 5,RU000A101CQ4,15,917.5,27.01.2025,29.93,1000.0,2,59.86,224.47,6.52,https://www.tinkoff.ru/invest/bonds/RU000A101CQ4/
271,АФК Система выпуск 8,RU000A0ZYWU3,10,951.1,02.09.2024,38.98,1000.0,2,77.96,194.9,8.2,https://www.tinkoff.ru/invest/bonds/RU000A0ZYWU3/
272,Атомстройкомплекс выпуск 1,RU000A100VS2,11,960.0,Средний,41.15,1000.0,2,82.3,226.32,8.57,https://www.tinkoff.ru/invest/bonds/RU000A100VS2/
273,ГК Самолет выпуск 6,RU000A100QA0,10,980.0,12.08.2024,24.36,1000.0,4,97.44,60.9,9.94,https://www.tinkoff.ru/invest/bonds/RU000A100QA0/
274,Первое коллекторское бюро 001Р выпуск 3,RU000A1047S3,25,878.85,Средний,23.84,900.0,4,95.36,149.0,10.85,https://www.tinkoff.ru/invest/bonds/RU000A1047S3/
275,NexTouch выпуск 1,RU000A103WZ9,12,977.0,Средний,24.88,1000.0,4,99.52,74.64,10.19,https://www.tinkoff.ru/invest/bonds/RU000A103WZ9/
276,Европлан выпуск 6,RU000A106F40,20,950.0,Высокий,22.18,1000.0,4,88.72,110.9,9.34,https://www.tinkoff.ru/invest/bonds/RU000A106F40/
277,Медси выпуск 001Р-02,RU000A105YB1,29,929.7,16.03.2026,21.75,1000.0,4,87.0,157.69,9.36,https://www.tinkoff.ru/invest/bonds/RU000A105YB1/
278,СУЭК-Финанс выпуск 3,RU000A100VG7,5,950.0,26.03.2024,8.61,1000.0,2,17.22,21.52,1.81,https://www.tinkoff.ru/invest/bonds/RU000A100VG7/
279,Новотранс выпуск 3,RU000A105CM4,48,945.1,Высокий,25.32,1000.0,4,101.28,303.84,10.72,https://www.tinkoff.ru/invest/bonds/RU000A105CM4/
280,АФК Система выпуск 7,RU000A0ZYQY7,21,890.0,30.07.2025,29.93,1000.0,2,59.86,314.26,6.73,https://www.tinkoff.ru/invest/bonds/RU000A0ZYQY7/
281,Балтийский лизинг БО-П07,RU000A106144,29,947.4,26.03.2026,47.68,1000.0,2,95.36,691.36,10.07,https://www.tinkoff.ru/invest/bonds/RU000A106144/
282,ВИС Финанс выпуск 3,RU000A1060Y4,29,982.1,Высокий,27.93,1000.0,4,111.72,202.49,11.38,https://www.tinkoff.ru/invest/bonds/RU000A1060Y4/
283,АФК Система выпуск 9,RU000A1005L6,28,946.8,02.03.2026,48.98,1000.0,2,97.96,685.72,10.35,https://www.tinkoff.ru/invest/bonds/RU000A1005L6/
284,ГТЛК 1P-08,RU000A0ZYR91,45,929.4,30.07.2027,24.53,1000.0,4,98.12,275.96,10.56,https://www.tinkoff.ru/invest/bonds/RU000A0ZYR91/
285,ЕвроТранс БО-001P-03,RU000A1061K1,41,1001.0,Средний,9.66,1000.0,12,115.92,33.01,11.58,https://www.tinkoff.ru/invest/bonds/RU000A1061K1/
286,Завод КЭС выпуск 3,RU000A105AW7,36,1115.9,Средний,43.33,1000.0,4,173.32,389.97,15.53,https://www.tinkoff.ru/invest/bonds/RU000A105AW7/
287,Соколов выпуск 1,RU000A105PK0,26,994.1,Средний,29.06,1000.0,4,116.24,188.89,11.69,https://www.tinkoff.ru/invest/bonds/RU000A105PK0/
288,Европлан БО 05,RU000A1004K1,16,920.8,25.02.2025,33.32,1000.0,2,66.64,266.56,7.24,https://www.tinkoff.ru/invest/bonds/RU000A1004K1/
289,Асфальтобетонный завод № 1 выпуск 2,RU000A1046N6,13,989.8,Средний,27.58,1000.0,4,110.32,89.63,11.15,https://www.tinkoff.ru/invest/bonds/RU000A1046N6/
290,Уральская Сталь БО-1Р-2,RU000A1066A1,30,934.5,Высокий,22.97,1000.0,4,91.88,172.27,9.83,https://www.tinkoff.ru/invest/bonds/RU000A1066A1/
291,Синара - Транспортные Машины выпуск 1,RU000A1035D0,7,966.0,Высокий,35.06,1000.0,2,70.12,122.71,7.26,https://www.tinkoff.ru/invest/bonds/RU000A1035D0/
292,Почта России,RU000A1055Y4,46,861.3,06.09.2027,40.11,1000.0,2,80.22,922.53,9.31,https://www.tinkoff.ru/invest/bonds/RU000A1055Y4/
293,Восточная Стивидорная Компания выпуск 4,RU000A106P06,57,934.5,Высокий,52.03,1000.0,2,104.06,1482.86,11.14,https://www.tinkoff.ru/invest/bonds/RU000A106P06/
294,Сэтл Групп выпуск 3,RU000A1030X9,6,974.4,Высокий,18.36,1000.0,4,73.44,27.54,7.54,https://www.tinkoff.ru/invest/bonds/RU000A1030X9/
295,Тинькофф Ипотечный Агент выпуск 1,RU000A103D37,125,226.158915,Высокий,3.92,228.79,4,15.68,122.5,6.93,https://www.tinkoff.ru/invest/bonds/RU000A103D37/
296,ХКФ Банк выпуск 7,RU000A102RF3,4,977.9,14.02.2024,14.79,1000.0,4,59.16,14.79,6.05,https://www.tinkoff.ru/invest/bonds/RU000A102RF3/
297,Борец Капитал 1P-01,RU000A105ZX2,29,964.0,Высокий,25.66,1000.0,4,102.64,186.03,10.65,https://www.tinkoff.ru/invest/bonds/RU000A105ZX2/
298,АФК Система выпуск 19,RU000A102SX4,16,921.9,27.02.2025,15.92,1000.0,4,63.68,63.68,6.91,https://www.tinkoff.ru/invest/bonds/RU000A102SX4/
299,Азбука Вкуса выпуск 1,RU000A100HE1,8,982.5,26.06.2024,23.84,1000.0,4,95.36,47.68,9.71,https://www.tinkoff.ru/invest/bonds/RU000A100HE1/
