,Название,Код,Срок(месяца),Цена,Рейтинг,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
444,Республика Башкортостан 34011,RU000A1026B3,23.0,635.18,Высокий,8.7,700.0,4.0,34.8,50.02,5.48,https://www.tinkoff.ru/invest/bonds/RU000A1026B3/
445,АФК Система выпуск 5,RU000A0JWZY6,4.0,979.8,21.02.2024,14.79,1000.0,4.0,59.16,14.79,6.04,https://www.tinkoff.ru/invest/bonds/RU000A0JWZY6/
446,Совкомбанк БО-П4,RU000A103NZ8,10.0,961.0,Высокий,17.49,1000.0,4.0,69.96,43.72,7.28,https://www.tinkoff.ru/invest/bonds/RU000A103NZ8/
447,Банк ДОМ.РФ Зеленые облигации 001Р-01,RU000A105VR3,16.0,961.0,Высокий,42.02,1000.0,2.0,84.04,336.16,8.75,https://www.tinkoff.ru/invest/bonds/RU000A105VR3/
448,Ростелеком,RU000A1051E5,27.0,915.1,Высокий,37.93,1000.0,2.0,75.86,512.05,8.29,https://www.tinkoff.ru/invest/bonds/RU000A1051E5/
449,ВЭБ.РФ ПБО-001P-18,RU000A1013P1,37.0,860.0,Высокий,31.49,1000.0,2.0,62.98,582.56,7.32,https://www.tinkoff.ru/invest/bonds/RU000A1013P1/
450,Автодор выпуск 1,RU000A103NU9,34.0,883.0,Высокий,34.45,1000.0,2.0,68.9,585.65,7.8,https://www.tinkoff.ru/invest/bonds/RU000A103NU9/
451,ПАО НК Роснефть 002P-05,RU000A0ZYVU5,4.0,980.0,28.02.2024,31.32,1000.0,2.0,62.64,62.64,6.39,https://www.tinkoff.ru/invest/bonds/RU000A0ZYVU5/
452,Альфа-Банк выпуск 40,RU000A0ZYU21,4.0,975.4,28.02.2024,26.8,1000.0,2.0,53.6,53.6,5.5,https://www.tinkoff.ru/invest/bonds/RU000A0ZYU21/
453,Газпром капитал БО-001Р выпуск 3,RU000A101QM3,19.0,897.5,Высокий,24.71,1000.0,2.0,49.42,234.75,5.51,https://www.tinkoff.ru/invest/bonds/RU000A101QM3/
454,МОЭК выпуск 3,RU000A101228,24.0,955.2,Высокий,40.28,1000.0,2.0,80.56,483.36,8.43,https://www.tinkoff.ru/invest/bonds/RU000A101228/
455,Московская область,RU000A102CR0,37.0,910.0,Высокий,12.88,1000.0,4.0,51.52,119.14,5.66,https://www.tinkoff.ru/invest/bonds/RU000A102CR0/
456,ПРОМОМЕД ДМ выпуск 2,RU000A103G91,1.0,974.8,27.11.2023,40.98,1000.0,2.0,81.96,20.49,8.41,https://www.tinkoff.ru/invest/bonds/RU000A103G91/
457,ТомскАдм 8,RU000A102LR1,26.0,556.68,Средний,8.7,600.0,4.0,34.8,56.55,6.25,https://www.tinkoff.ru/invest/bonds/RU000A102LR1/
458,СЭЗ им. Серго Орджоникидзе выпуск 2,RU000A102556,47.0,942.2,Средний,22.62,1000.0,4.0,90.48,265.79,9.6,https://www.tinkoff.ru/invest/bonds/RU000A102556/
459,Металлоинвест БО выпуск 4,RU000A101EF3,28.0,877.0,09.02.2026,28.36,1000.0,2.0,56.72,397.04,6.47,https://www.tinkoff.ru/invest/bonds/RU000A101EF3/
460,РЖД 001Р выпуск 1,RU000A0JXN05,103.0,946.0,Высокий,39.24,1000.0,2.0,78.48,2020.86,8.3,https://www.tinkoff.ru/invest/bonds/RU000A0JXN05/
461,Всеинструменты.ру выпуск 4,RU000A1034M4,7.0,983.6,Средний,21.23,1000.0,4.0,84.92,37.15,8.63,https://www.tinkoff.ru/invest/bonds/RU000A1034M4/
462,СУЭК-Финанс выпуск 6,RU000A102986,6.0,965.1,23.04.2024,29.06,1000.0,2.0,58.12,87.18,6.02,https://www.tinkoff.ru/invest/bonds/RU000A102986/
463,Вымпелком 001Р-06,RU000A105TY3,52.0,932.7,14.02.2028,22.62,1000.0,4.0,90.48,294.06,9.7,https://www.tinkoff.ru/invest/bonds/RU000A105TY3/
464,Трансмашхолдинг ПБО-06,RU000A1038D4,31.0,897.9,Высокий,34.89,1000.0,2.0,69.78,540.79,7.77,https://www.tinkoff.ru/invest/bonds/RU000A1038D4/
465,АО Авто Финанс Банк БО-1P выпуск 9,RU000A103NY1,11.0,958.0,Высокий,34.19,1000.0,2.0,68.38,188.04,7.14,https://www.tinkoff.ru/invest/bonds/RU000A103NY1/
466,Газпромбанк 001Р-22Р,RU000A105GW4,19.0,943.0,28.05.2025,39.85,1000.0,2.0,79.7,378.57,8.45,https://www.tinkoff.ru/invest/bonds/RU000A105GW4/
467,Роснефть БО-05,RU000A0JUCS1,2.0,992.5,Высокий,36.37,1000.0,2.0,72.74,36.37,7.33,https://www.tinkoff.ru/invest/bonds/RU000A0JUCS1/
468,Карачаево-Черкесская республика выпуск 1,RU000A0ZYL22,14.0,730.575,Высокий,14.09,750.0,4.0,56.36,49.31,7.71,https://www.tinkoff.ru/invest/bonds/RU000A0ZYL22/
469,Газпром БО-22,RU000A0ZZES2,21.0,927.6,29.07.2025,35.06,1000.0,2.0,70.12,368.13,7.56,https://www.tinkoff.ru/invest/bonds/RU000A0ZZES2/
470,МТС выпуск 6,RU000A0ZYWY5,16.0,932.0,Высокий,31.41,1000.0,2.0,62.82,251.28,6.74,https://www.tinkoff.ru/invest/bonds/RU000A0ZYWY5/
471,МТС 001Р-24,RU000A105ZP8,17.0,954.3,Средний,19.57,1000.0,4.0,78.28,83.17,8.2,https://www.tinkoff.ru/invest/bonds/RU000A105ZP8/
472,ИНК-Капитал выпуск 1,RU000A104A39,38.0,931.5,Высокий,44.46,1000.0,2.0,88.92,844.74,9.55,https://www.tinkoff.ru/invest/bonds/RU000A104A39/
473,Казахстан выпуск 13,RU000A101S16,92.0,767.2,Средний,34.28,1000.0,2.0,68.56,1576.88,8.94,https://www.tinkoff.ru/invest/bonds/RU000A101S16/
474,МТС выпуск 10,RU000A100HU7,20.0,931.4,Высокий,17.31,1000.0,4.0,69.24,86.55,7.43,https://www.tinkoff.ru/invest/bonds/RU000A100HU7/
475,РЖД 001Р выпуск 21,RU000A102QP4,44.0,828.3,Высокий,29.67,1000.0,2.0,59.34,652.74,7.16,https://www.tinkoff.ru/invest/bonds/RU000A102QP4/
476,Почта России,RU000A101ZH4,9.0,949.0,02.08.2024,25.58,1000.0,2.0,51.16,115.11,5.39,https://www.tinkoff.ru/invest/bonds/RU000A101ZH4/
477,Газпром капитал БО-001Р выпуск 10,RU000A106672,54.0,923.7,Высокий,21.23,1000.0,4.0,84.92,286.61,9.19,https://www.tinkoff.ru/invest/bonds/RU000A106672/
478,Санкт-Петербург выпуск 2,RU000A0ZYKJ1,37.0,692.55,Высокий,24.88,750.0,2.0,49.76,460.28,7.19,https://www.tinkoff.ru/invest/bonds/RU000A0ZYKJ1/
479,Санкт-Петербург,RU000A102A15,42.0,889.0,Высокий,26.19,1000.0,2.0,52.38,549.99,5.89,https://www.tinkoff.ru/invest/bonds/RU000A102A15/
480,СФО ВТБ РКС Эталон,RU000A105G99,77.0,967.5,Высокий,8.09,1000.0,12.0,97.08,51.91,10.03,https://www.tinkoff.ru/invest/bonds/RU000A105G99/
481,Ульяновская область выпуск 4,RU000A1040S8,37.0,712.425,Средний,15.49,750.0,4.0,61.96,143.28,8.7,https://www.tinkoff.ru/invest/bonds/RU000A1040S8/
482,Томск выпуск 7,RU000A1018A2,14.0,382.08,Средний,6.35,400.0,4.0,25.4,22.22,6.65,https://www.tinkoff.ru/invest/bonds/RU000A1018A2/
483,Казахстан выпуск 11,RU000A101RZ3,83.0,742.6,Средний,29.58,1000.0,2.0,59.16,1227.57,7.97,https://www.tinkoff.ru/invest/bonds/RU000A101RZ3/
484,АльфаБанк 002Р выпуск 12,RU000A1036E6,7.0,965.9,Высокий,31.15,1000.0,2.0,62.3,109.02,6.45,https://www.tinkoff.ru/invest/bonds/RU000A1036E6/
485,Софтлайн выпуск 4,RU000A1029T9,2.0,744.6,Высокий,14.44,750.0,4.0,57.76,7.22,7.76,https://www.tinkoff.ru/invest/bonds/RU000A1029T9/
486,Черкизово выпуск 4,RU000A102LD1,2.0,988.4,27.12.2023,13.83,1000.0,4.0,55.32,6.92,5.6,https://www.tinkoff.ru/invest/bonds/RU000A102LD1/
487,МТС 001P-23,RU000A105NA6,14.0,955.5,Высокий,18.18,1000.0,4.0,72.72,63.63,7.61,https://www.tinkoff.ru/invest/bonds/RU000A105NA6/
488,Санкт-Петербург выпуск 1,RU000A0ZYHX8,19.0,949.0,Высокий,33.32,1000.0,2.0,66.64,316.54,7.02,https://www.tinkoff.ru/invest/bonds/RU000A0ZYHX8/
489,Газпром Капитал БО-001Р-08,RU000A105U00,27.0,931.9,Высокий,39.85,1000.0,2.0,79.7,537.98,8.55,https://www.tinkoff.ru/invest/bonds/RU000A105U00/
490,Свердловская область выпуск 4,RU000A0ZYDU3,24.0,573.6,Высокий,10.0,600.0,4.0,40.0,60.0,6.97,https://www.tinkoff.ru/invest/bonds/RU000A0ZYDU3/
491,РусГидро БО-П09,RU000A105SL2,27.0,932.5,Высокий,39.85,1000.0,2.0,79.7,537.98,8.55,https://www.tinkoff.ru/invest/bonds/RU000A105SL2/
492,РЖД 001Р выпуск 2,RU000A0JXQ44,30.0,913.0,21.04.2026,36.8,1000.0,2.0,73.6,552.0,8.06,https://www.tinkoff.ru/invest/bonds/RU000A0JXQ44/
493,Ростелеком 002P выпуск 8,RU000A104VS4,20.0,964.0,Высокий,44.2,1000.0,2.0,88.4,442.0,9.17,https://www.tinkoff.ru/invest/bonds/RU000A104VS4/
494,Альфа-Банк 2Р-21,RU000A105UW5,16.0,956.0,Высокий,40.72,1000.0,2.0,81.44,325.76,8.52,https://www.tinkoff.ru/invest/bonds/RU000A105UW5/
495,МОЭСК 001P выпуск 2,RU000A101FY1,16.0,918.2,Высокий,26.62,1000.0,2.0,53.24,212.96,5.8,https://www.tinkoff.ru/invest/bonds/RU000A101FY1/
496,ДОМ.РФ 001P-15R,RU000A1065K2,18.0,944.6,Высокий,38.37,1000.0,2.0,76.74,345.33,8.12,https://www.tinkoff.ru/invest/bonds/RU000A1065K2/
497,ПЮДМ БО-П2,RU000A1020K7,21.0,10118.0,Средний,92.92,10000.0,12.0,1115.04,162.61,11.02,https://www.tinkoff.ru/invest/bonds/RU000A1020K7/
498,Газпром капитал выпуск 5,RU000A0JXFS8,4.0,988.0,12.02.2024,38.54,1000.0,2.0,77.08,77.08,7.8,https://www.tinkoff.ru/invest/bonds/RU000A0JXFS8/
499,РСХБ выпуск БО-12-002Р,RU000A106FV6,32.0,935.1,Высокий,43.15,1000.0,2.0,86.3,690.4,9.23,https://www.tinkoff.ru/invest/bonds/RU000A106FV6/
500,МегаФон БО-2 выпуск 3,RU000A1065S5,18.0,951.5,Высокий,19.23,1000.0,4.0,76.92,86.53,8.08,https://www.tinkoff.ru/invest/bonds/RU000A1065S5/
501,ФосАгро БО-П01,RU000A106516,30.0,932.5,Высокий,40.72,1000.0,2.0,81.44,610.8,8.73,https://www.tinkoff.ru/invest/bonds/RU000A106516/
502,Автобан-Финанс выпуск 2,RU000A100733,5.0,974.5,Высокий,31.41,1000.0,2.0,62.82,78.53,6.45,https://www.tinkoff.ru/invest/bonds/RU000A100733/
503,Ростелеком 2P-10R,RU000A105UU9,28.0,935.8,Высокий,19.92,1000.0,4.0,79.68,139.44,8.51,https://www.tinkoff.ru/invest/bonds/RU000A105UU9/
504,ПКТ выпуск 2,RU000A0JW5E3,27.0,754.9,Высокий,0.0,1000.0,2.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JW5E3/
505,Омская область выпуск 4,RU000A102DR8,25.0,912.0,Высокий,13.92,1000.0,4.0,55.68,87.0,6.11,https://www.tinkoff.ru/invest/bonds/RU000A102DR8/
506,ФПК выпуск 3,RU000A0ZYX69,10.0,945.1,02.09.2024,30.45,1000.0,2.0,60.9,152.25,6.44,https://www.tinkoff.ru/invest/bonds/RU000A0ZYX69/
507,ГК Самолет выпуск 9,RU000A102RX6,4.0,987.9,Высокий,39.24,1000.0,2.0,78.48,78.48,7.94,https://www.tinkoff.ru/invest/bonds/RU000A102RX6/
508,ЧТПЗ выпуск 3,RU000A0JXME4,5.0,987.0,Высокий,20.97,1000.0,4.0,83.88,26.21,8.5,https://www.tinkoff.ru/invest/bonds/RU000A0JXME4/
509,Вымпелком 1Р-07,RU000A105WP5,64.0,902.3,12.02.2029,21.32,1000.0,4.0,85.28,341.12,9.45,https://www.tinkoff.ru/invest/bonds/RU000A105WP5/
510,Северсталь выпуск 6,RU000A1008W7,5.0,982.2,04.04.2024,37.5,1000.0,2.0,75.0,93.75,7.64,https://www.tinkoff.ru/invest/bonds/RU000A1008W7/
511,Хэдхантер выпуск 1,RU000A102GY7,2.0,990.0,Высокий,13.92,1000.0,4.0,55.68,6.96,5.62,https://www.tinkoff.ru/invest/bonds/RU000A102GY7/
512,НОВАТЭК выпуск 1,RU000A106938,31.0,928.0,Высокий,19.66,1000.0,4.0,78.64,152.37,8.47,https://www.tinkoff.ru/invest/bonds/RU000A106938/
513,ЭкономЛизинг выпуск 3,RU000A1030U5,6.0,993.3,Средний,24.88,1000.0,4.0,99.52,37.32,10.02,https://www.tinkoff.ru/invest/bonds/RU000A1030U5/
514,Экспобанк БО выпуск 3,RU000A102WL1,5.0,982.1,Высокий,18.62,1000.0,4.0,74.48,23.28,7.58,https://www.tinkoff.ru/invest/bonds/RU000A102WL1/
515,Казахстан выпуск 7,RU000A101RV2,47.0,818.2,Высокий,28.36,1000.0,2.0,56.72,666.46,6.93,https://www.tinkoff.ru/invest/bonds/RU000A101RV2/
516,ТрансмхПБ7,RU000A106CU5,31.0,948.7,05.06.2026,44.2,1000.0,2.0,88.4,685.1,9.32,https://www.tinkoff.ru/invest/bonds/RU000A106CU5/
517,МФ ЯО выпуск 16,RU000A0ZZEM5,23.0,666.4,Высокий,12.01,700.0,4.0,48.04,69.06,7.21,https://www.tinkoff.ru/invest/bonds/RU000A0ZZEM5/
518,РусГидро БО-П06,RU000A1057P8,35.0,900.2,Высокий,36.8,1000.0,2.0,73.6,644.0,8.18,https://www.tinkoff.ru/invest/bonds/RU000A1057P8/
519,Роснефть БО-06,RU000A0JUCR3,2.0,992.9,Высокий,36.37,1000.0,2.0,72.74,36.37,7.33,https://www.tinkoff.ru/invest/bonds/RU000A0JUCR3/
520,Газпромбанк выпуск 16,RU000A101Z74,3.0,980.0,05.02.2024,25.58,1000.0,2.0,51.16,38.37,5.22,https://www.tinkoff.ru/invest/bonds/RU000A101Z74/
521,МТС выпуск 9,RU000A100A66,12.0,964.9,Высокий,18.62,1000.0,4.0,74.48,55.86,7.72,https://www.tinkoff.ru/invest/bonds/RU000A100A66/
522,Казахстан выпуск 8,RU000A101RW0,56.0,832.6,Средний,33.32,1000.0,2.0,66.64,932.96,8.0,https://www.tinkoff.ru/invest/bonds/RU000A101RW0/
523,Магнит БО-004Р-01,RU000A105KQ8,25.0,932.6,Высокий,39.67,1000.0,2.0,79.34,495.88,8.51,https://www.tinkoff.ru/invest/bonds/RU000A105KQ8/
524,Ростелеком выпуск 3,RU000A0ZYG52,25.0,934.5,14.11.2025,39.85,1000.0,2.0,79.7,498.12,8.53,https://www.tinkoff.ru/invest/bonds/RU000A0ZYG52/
525,ОФЗ 26229,SU26229RMFS3,25.0,904.0,Высокий,30.97,1000.0,2.0,61.94,387.12,6.85,https://www.tinkoff.ru/invest/bonds/SU26229RMFS3/
526,МТС выпуск 14,RU000A101FH6,40.0,845.2,Высокий,14.27,1000.0,4.0,57.08,142.7,6.75,https://www.tinkoff.ru/invest/bonds/RU000A101FH6/
527,Газпромбанк выпуск 18,RU000A102GJ8,2.0,989.0,14.12.2023,25.66,1000.0,2.0,51.32,25.66,5.19,https://www.tinkoff.ru/invest/bonds/RU000A102GJ8/
528,Сбербанк,RU000A103WV8,13.0,964.5,Высокий,38.98,1000.0,2.0,77.96,253.37,8.08,https://www.tinkoff.ru/invest/bonds/RU000A103WV8/
529,АФК Система выпуск 16,RU000A102FS1,43.0,942.4,03.06.2027,22.27,1000.0,4.0,89.08,239.4,9.45,https://www.tinkoff.ru/invest/bonds/RU000A102FS1/
530,Гарант-Инвест БО 001P-05,RU000A1005T9,5.0,199.6,Низкий,5.22,200.0,4.0,20.88,6.52,10.46,https://www.tinkoff.ru/invest/bonds/RU000A1005T9/
531,РЖД 001Р выпуск 16,RU000A100HY9,32.0,895.3,Высокий,34.19,1000.0,2.0,68.38,547.04,7.64,https://www.tinkoff.ru/invest/bonds/RU000A100HY9/
532,Альфа-Банк 002Р выпуск 11,RU000A1030D1,6.0,973.0,Высокий,30.45,1000.0,2.0,60.9,91.35,6.26,https://www.tinkoff.ru/invest/bonds/RU000A1030D1/
533,ОФЗ 26234,SU26234RMFS3,21.0,876.96,Высокий,19.49,1000.0,2.0,38.98,204.64,4.44,https://www.tinkoff.ru/invest/bonds/SU26234RMFS3/
534,Селектел выпуск 1,RU000A102SG9,4.0,986.0,Высокий,36.8,1000.0,2.0,73.6,73.6,7.46,https://www.tinkoff.ru/invest/bonds/RU000A102SG9/
535,Альфа-Банк 002Р-18,RU000A105HJ9,13.0,967.0,Высокий,40.28,1000.0,2.0,80.56,261.82,8.33,https://www.tinkoff.ru/invest/bonds/RU000A105HJ9/
536,ПАО НК Роснефть 001P-04,RU000A0JXQK2,42.0,979.7,Высокий,36.8,1000.0,2.0,73.6,772.8,7.51,https://www.tinkoff.ru/invest/bonds/RU000A0JXQK2/
537,Полюс ПБО-03,RU000A105VC5,52.0,933.0,Высокий,45.07,1000.0,2.0,90.14,1171.82,9.66,https://www.tinkoff.ru/invest/bonds/RU000A105VC5/
538,СИБУР Холдинг 001Р выпуск 1,RU000A104XW2,27.0,939.2,Высокий,19.84,1000.0,4.0,79.36,133.92,8.45,https://www.tinkoff.ru/invest/bonds/RU000A104XW2/
539,Саратовская область выпуск 1,RU000A0ZYG60,13.0,681.31,Высокий,12.27,700.0,4.0,49.08,39.88,7.2,https://www.tinkoff.ru/invest/bonds/RU000A0ZYG60/
540,Свердловская область 35009,RU000A102CT6,49.0,897.2,Высокий,13.48,1000.0,4.0,53.92,165.13,6.01,https://www.tinkoff.ru/invest/bonds/RU000A102CT6/
541,Ростелеком 002P выпуск 2,RU000A101FG8,40.0,844.6,Средний,28.8,1000.0,2.0,57.6,576.0,6.82,https://www.tinkoff.ru/invest/bonds/RU000A101FG8/
542,ГК Пионер-001P выпуск 4,RU000A1016F5,2.0,174.475,Средний,3.92,175.0,4.0,15.68,1.96,8.99,https://www.tinkoff.ru/invest/bonds/RU000A1016F5/
543,Автодор БО-5 выпуск 3,RU000A106R53,34.0,998.6,Средний,26.36,1000.0,4.0,105.44,224.06,10.56,https://www.tinkoff.ru/invest/bonds/RU000A106R53/
544,Леди&Джентльмен выпуск 1,RU000A1014V7,1.0,1001.8,Средний,10.0,1000.0,12.0,120.0,0.83,11.98,https://www.tinkoff.ru/invest/bonds/RU000A1014V7/
545,Сбербанк 2P-SBER44,RU000A1069P3,31.0,932.9,Высокий,40.54,1000.0,2.0,81.08,628.37,8.69,https://www.tinkoff.ru/invest/bonds/RU000A1069P3/
546,ИКС 5 Финанс выпуск 12,RU000A101UQ6,14.0,952.1,27.12.2024,38.8,1000.0,2.0,77.6,271.6,8.15,https://www.tinkoff.ru/invest/bonds/RU000A101UQ6/
547,Москва выпуск 74,RU000A1033Z8,55.0,827.5,Высокий,31.32,1000.0,2.0,62.64,861.3,7.57,https://www.tinkoff.ru/invest/bonds/RU000A1033Z8/
548,ИНАРКТИКА выпуск 1,RU000A102TT0,4.0,988.6,Высокий,41.15,1000.0,2.0,82.3,82.3,8.32,https://www.tinkoff.ru/invest/bonds/RU000A102TT0/
549,Почта России выпуск 5,RU000A0ZZ5J9,54.0,947.0,Высокий,42.89,1000.0,2.0,85.78,1158.03,9.06,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ5J9/
550,РЖД выпуск 19,RU000A0JQ7Z2,8.0,968.2,Высокий,34.02,1000.0,2.0,68.04,136.08,7.03,https://www.tinkoff.ru/invest/bonds/RU000A0JQ7Z2/
551,Росагролизинг выпуск 2,RU000A102TA0,28.0,909.6,Высокий,34.19,1000.0,2.0,68.38,478.66,7.52,https://www.tinkoff.ru/invest/bonds/RU000A102TA0/
552,Казахстан выпуск 12,RU000A101S08,92.0,781.0,Средний,34.28,1000.0,2.0,68.56,1576.88,8.78,https://www.tinkoff.ru/invest/bonds/RU000A101S08/
553,Альфа-Банк 002Р выпуск 10,RU000A102S80,4.0,977.9,Высокий,26.97,1000.0,2.0,53.94,53.94,5.52,https://www.tinkoff.ru/invest/bonds/RU000A102S80/
554,Сбер Банк 001P-SBER42,RU000A105SD9,16.0,955.0,Высокий,38.11,1000.0,2.0,76.22,304.88,7.98,https://www.tinkoff.ru/invest/bonds/RU000A105SD9/
555,МТС 001P-22,RU000A1051T3,9.0,968.0,Высокий,17.92,1000.0,4.0,71.68,40.32,7.4,https://www.tinkoff.ru/invest/bonds/RU000A1051T3/
556,ХК Финанс выпуск 6,RU000A102W68,5.0,975.4,Средний,15.66,1000.0,4.0,62.64,19.57,6.42,https://www.tinkoff.ru/invest/bonds/RU000A102W68/
557,Позитив Текнолоджиз выпуск 2,RU000A105JG1,25.0,969.7,Высокий,22.62,1000.0,4.0,90.48,141.38,9.33,https://www.tinkoff.ru/invest/bonds/RU000A105JG1/
558,ОФЗ 26227,SU26227RMFS7,9.0,964.1,Высокий,31.32,1000.0,2.0,62.64,140.94,6.5,https://www.tinkoff.ru/invest/bonds/SU26227RMFS7/
559,Норильский Никель БО-001Р выпуск 1,RU000A100VQ6,11.0,954.9,Высокий,30.45,1000.0,2.0,60.9,167.47,6.38,https://www.tinkoff.ru/invest/bonds/RU000A100VQ6/
560,ОФЗ 26222,SU26222RMFS8,12.0,951.6,Высокий,30.45,1000.0,2.0,60.9,182.7,6.4,https://www.tinkoff.ru/invest/bonds/SU26222RMFS8/
561,Сбербанк выпуск SbD1R,RU000A103KG4,16.0,850.0,Высокий,0.0,1000.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103KG4/
562,Нафтатранс Плюс выпуск 1,RU000A100303,3.0,9992.0,Средний,84.3,10000.0,12.0,1011.6,21.07,10.12,https://www.tinkoff.ru/invest/bonds/RU000A100303/
563,Газпром Капитал БО-001Р-07,RU000A105GE2,25.0,942.9,Высокий,39.67,1000.0,2.0,79.34,495.88,8.41,https://www.tinkoff.ru/invest/bonds/RU000A105GE2/
564,Газпромбанк 001P выпуск 14,RU000A101350,13.0,942.0,Высокий,30.19,1000.0,2.0,60.38,196.24,6.41,https://www.tinkoff.ru/invest/bonds/RU000A101350/
565,РЖД 001Р выпуск 20,RU000A101M04,41.0,862.2,Средний,31.84,1000.0,2.0,63.68,652.72,7.39,https://www.tinkoff.ru/invest/bonds/RU000A101M04/
566,ВЭБ.РФ ПБО-001Р-34,RU000A105JU2,13.0,968.9,Высокий,40.54,1000.0,2.0,81.08,263.51,8.37,https://www.tinkoff.ru/invest/bonds/RU000A105JU2/
567,Газпром нефть 003P-01R,RU000A101137,12.0,948.1,Высокий,14.79,1000.0,4.0,59.16,44.37,6.24,https://www.tinkoff.ru/invest/bonds/RU000A101137/
568,Сбер Банк,RU000A101QW2,7.0,960.0,Высокий,24.45,1000.0,2.0,48.9,85.58,5.09,https://www.tinkoff.ru/invest/bonds/RU000A101QW2/
569,ВТБ Б-1-320,RU000A106M25,9.0,978.0,Высокий,6.44,1000.0,12.0,77.28,4.83,7.9,https://www.tinkoff.ru/invest/bonds/RU000A106M25/
570,Газпром Капитал,RU000A101QN1,43.0,818.1,Высокий,25.58,1000.0,2.0,51.16,549.97,6.25,https://www.tinkoff.ru/invest/bonds/RU000A101QN1/
571,Атомэнергопром 001P-02,RU000A105K85,25.0,939.1,Высокий,38.8,1000.0,2.0,77.6,485.0,8.26,https://www.tinkoff.ru/invest/bonds/RU000A105K85/
572,Ростелеком выпуск 2,RU000A0JXPN8,14.0,998.6,23.10.2023,39.85,1000.0,2.0,79.7,278.95,7.98,https://www.tinkoff.ru/invest/bonds/RU000A0JXPN8/
573,РЖД выпуск 23,RU000A0JQRD9,15.0,949.4,Высокий,34.02,1000.0,2.0,68.04,255.15,7.17,https://www.tinkoff.ru/invest/bonds/RU000A0JQRD9/
574,Газпром нефть 003P-05R,RU000A105KP0,25.0,941.4,Средний,19.49,1000.0,4.0,77.96,121.81,8.28,https://www.tinkoff.ru/invest/bonds/RU000A105KP0/
575,Новосибирская область выпуск 21,RU000A102895,24.0,924.6,Высокий,12.62,1000.0,4.0,50.48,75.72,5.46,https://www.tinkoff.ru/invest/bonds/RU000A102895/
576,Промсвязьбанк 003Р-05,RU000A1038F9,7.0,971.3,Высокий,32.19,1000.0,2.0,64.38,112.66,6.63,https://www.tinkoff.ru/invest/bonds/RU000A1038F9/
577,ОФЗ 26232,SU26232RMFS7,47.0,808.71,Высокий,26.01,1000.0,2.0,52.02,611.24,6.43,https://www.tinkoff.ru/invest/bonds/SU26232RMFS7/
578,Сбербанк,RU000A103661,32.0,893.0,Высокий,31.32,1000.0,2.0,62.64,501.12,7.01,https://www.tinkoff.ru/invest/bonds/RU000A103661/
579,МОЭК выпуск 4,RU000A101XS6,33.0,965.6,Высокий,43.15,1000.0,2.0,86.3,711.98,8.94,https://www.tinkoff.ru/invest/bonds/RU000A101XS6/
580,Газпром Капитал БО-001Р-06,RU000A106AT1,55.0,930.0,Средний,21.66,1000.0,4.0,86.64,297.82,9.32,https://www.tinkoff.ru/invest/bonds/RU000A106AT1/
581,Свердловская область 35008,RU000A101Z17,45.0,867.7,Высокий,13.22,1000.0,4.0,52.88,148.72,6.09,https://www.tinkoff.ru/invest/bonds/RU000A101Z17/
582,Киви выпуск 1,RU000A1028C7,1.0,999.8,Средний,18.18,1000.0,4.0,72.72,4.54,7.27,https://www.tinkoff.ru/invest/bonds/RU000A1028C7/
583,Озон выпуск 2,RU000A106RJ6,34.0,1024.7,Высокий,28.19,1000.0,4.0,112.76,239.62,11.0,https://www.tinkoff.ru/invest/bonds/RU000A106RJ6/
584,АО Авто Финанс Банк БО-1P выпуск 8,RU000A1030Y7,6.0,976.4,Высокий,32.19,1000.0,2.0,64.38,96.57,6.59,https://www.tinkoff.ru/invest/bonds/RU000A1030Y7/
585,ОФЗ 26212,SU26212RMFS9,51.0,833.9,Высокий,30.54,1000.0,2.0,61.08,778.77,7.32,https://www.tinkoff.ru/invest/bonds/SU26212RMFS9/
586,Краснодарский край выпуск 2,RU000A0ZZ8X4,19.0,475.05,Высокий,8.27,500.0,4.0,33.08,39.28,6.96,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ8X4/
587,Газпром нефть ПАО 003P-02R,RU000A1017J5,73.0,793.0,Высокий,15.49,1000.0,4.0,61.96,282.69,7.81,https://www.tinkoff.ru/invest/bonds/RU000A1017J5/
588,Республика Якутия,RU000A1033B9,54.0,798.48,Высокий,14.09,900.0,4.0,56.36,190.22,7.06,https://www.tinkoff.ru/invest/bonds/RU000A1033B9/
589,Мираторг выпуск 1,RU000A103KA7,10.0,970.0,Высокий,35.93,1000.0,2.0,71.86,179.65,7.41,https://www.tinkoff.ru/invest/bonds/RU000A103KA7/
590,ОФЗ 26237,SU26237RMFS6,65.0,788.86,Высокий,29.06,1000.0,2.0,58.12,944.45,7.37,https://www.tinkoff.ru/invest/bonds/SU26237RMFS6/
591,ОФЗ 26226,SU26226RMFS9,35.0,898.5,Высокий,34.45,1000.0,2.0,68.9,602.88,7.67,https://www.tinkoff.ru/invest/bonds/SU26226RMFS9/
