,Название,Код,Срок(месяца),Цена,Рейтинг,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
592,СДЭК-Глобал выпуск 1,RU000A102SM7,4.0,955.0,Средний,6.79,1000.0,12.0,81.48,2.26,8.53,https://www.tinkoff.ru/invest/bonds/RU000A102SM7/
593,РусГидро выпуск 11,RU000A106GD2,29.0,942.3,Высокий,20.53,1000.0,4.0,82.12,148.84,8.71,https://www.tinkoff.ru/invest/bonds/RU000A106GD2/
594,ОФЗ 26236,SU26236RMFS8,55.0,779.47,Высокий,24.71,1000.0,2.0,49.42,679.52,6.34,https://www.tinkoff.ru/invest/bonds/SU26236RMFS8/
595,РУСАЛ Братск выпуск 1,RU000A0JWDN6,29.0,746.1,Высокий,0.0,1000.0,2.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWDN6/
596,ПРОМОМЕД ДМ выпуск 1,RU000A102LB5,1.0,994.7,27.11.2023,41.15,1000.0,2.0,82.3,20.57,8.27,https://www.tinkoff.ru/invest/bonds/RU000A102LB5/
597,Сбербанк,RU000A103G42,33.0,892.3,Высокий,32.19,1000.0,2.0,64.38,531.13,7.22,https://www.tinkoff.ru/invest/bonds/RU000A103G42/
598,ОФЗ 26224,SU26224RMFS4,67.0,794.35,Высокий,29.93,1000.0,2.0,59.86,1002.65,7.54,https://www.tinkoff.ru/invest/bonds/SU26224RMFS4/
599,ХК Финанс выпуск 5,RU000A102CD0,1.0,996.2,Средний,15.66,1000.0,4.0,62.64,3.92,6.29,https://www.tinkoff.ru/invest/bonds/RU000A102CD0/
600,ХКФ Банк выпуск 4,RU000A103760,31.0,913.6,Средний,17.31,1000.0,4.0,69.24,134.15,7.58,https://www.tinkoff.ru/invest/bonds/RU000A103760/
601,Трансмашхолдинг ПБО-04,RU000A1018C8,14.0,943.7,Высокий,30.1,1000.0,2.0,60.2,210.7,6.38,https://www.tinkoff.ru/invest/bonds/RU000A1018C8/
602,ОФЗ 26207,SU26207RMFS9,39.0,895.99,Высокий,35.32,1000.0,2.0,70.64,688.74,7.88,https://www.tinkoff.ru/invest/bonds/SU26207RMFS9/
603,Краснодар,RU000A102KT9,26.0,949.9,Высокий,13.92,1000.0,4.0,55.68,90.48,5.86,https://www.tinkoff.ru/invest/bonds/RU000A102KT9/
604,Альфа-Банк 002Р выпуск 9,RU000A102JZ8,2.0,987.7,Высокий,25.93,1000.0,2.0,51.86,25.93,5.25,https://www.tinkoff.ru/invest/bonds/RU000A102JZ8/
605,ОФЗ 26241,SU26241RMFS8,109.0,864.2,Высокий,41.15,1000.0,2.0,82.3,2242.67,9.52,https://www.tinkoff.ru/invest/bonds/SU26241RMFS8/
606,Газпромбанк выпуск 10,RU000A0JUV08,11.0,965.9,Высокий,35.32,1000.0,2.0,70.64,194.26,7.31,https://www.tinkoff.ru/invest/bonds/RU000A0JUV08/
607,ОФЗ 26242,SU26242RMFS6,70.0,877.06,Высокий,38.98,1000.0,2.0,77.96,1364.3,8.89,https://www.tinkoff.ru/invest/bonds/SU26242RMFS6/
608,Магаданская область 34002,RU000A105NT6,50.0,969.7,Средний,22.97,1000.0,4.0,91.88,287.12,9.48,https://www.tinkoff.ru/invest/bonds/RU000A105NT6/
609,ЕвразХолдинг Финанс 002P-01R,RU000A100P85,9.0,969.8,Высокий,34.45,1000.0,2.0,68.9,155.03,7.1,https://www.tinkoff.ru/invest/bonds/RU000A100P85/
610,Курская область выпуск 1,RU000A0ZYCD1,24.0,285.75,Высокий,5.13,300.0,4.0,20.52,30.78,7.18,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCD1/
611,ОФЗ 26240,SU26240RMFS0,153.0,679.39,Высокий,29.58,1000.0,2.0,59.16,2262.87,8.71,https://www.tinkoff.ru/invest/bonds/SU26240RMFS0/
612,ОФЗ 26239,SU26239RMFS2,93.0,748.5,Высокий,29.93,1000.0,2.0,59.86,1391.74,8.0,https://www.tinkoff.ru/invest/bonds/SU26239RMFS2/
613,Газпром нефть 003P-03R,RU000A101GJ0,16.0,925.9,Высокий,13.4,1000.0,4.0,53.6,53.6,5.79,https://www.tinkoff.ru/invest/bonds/RU000A101GJ0/
614,Республика Башкортостан 34013,RU000A106FT0,32.0,948.0,Высокий,20.27,1000.0,4.0,81.08,162.16,8.55,https://www.tinkoff.ru/invest/bonds/RU000A106FT0/
615,Газпромбанк,RU000A0JUMH3,7.0,969.0,Высокий,29.14,1000.0,2.0,58.28,101.99,6.01,https://www.tinkoff.ru/invest/bonds/RU000A0JUMH3/
616,ОФЗ 26228,SU26228RMFS5,78.0,810.46,Высокий,33.15,1000.0,2.0,66.3,1292.85,8.18,https://www.tinkoff.ru/invest/bonds/SU26228RMFS5/
617,МТС 1P-20,RU000A104SU6,30.0,999.9,Высокий,25.4,1000.0,4.0,101.6,190.5,10.16,https://www.tinkoff.ru/invest/bonds/RU000A104SU6/
618,ОФЗ 26221,SU26221RMFS0,113.0,765.0,Высокий,33.32,1000.0,2.0,66.64,1882.58,8.71,https://www.tinkoff.ru/invest/bonds/SU26221RMFS0/
619,ФСК Россети БО-4,RU000A0ZYJ91,1.0,993.1,06.12.2023,16.44,1000.0,4.0,65.76,4.11,6.62,https://www.tinkoff.ru/invest/bonds/RU000A0ZYJ91/
620,Белгородская область выпуск 14,RU000A101PA0,19.0,826.35,Высокий,11.14,875.0,4.0,44.56,52.92,5.39,https://www.tinkoff.ru/invest/bonds/RU000A101PA0/
621,Нижегородская область выпуск 16,RU000A1043K9,43.0,935.0,Высокий,20.01,1000.0,4.0,80.04,215.11,8.56,https://www.tinkoff.ru/invest/bonds/RU000A1043K9/
622,Гарант-Инвест БО 002P-3,RU000A102X18,5.0,994.1,Средний,22.71,1000.0,4.0,90.84,28.39,9.14,https://www.tinkoff.ru/invest/bonds/RU000A102X18/
623,РЖД,RU000A104SX0,42.0,999.0,Высокий,51.42,1000.0,2.0,102.84,1079.82,10.29,https://www.tinkoff.ru/invest/bonds/RU000A104SX0/
624,РусГидро,RU000A105HC4,25.0,940.7,Высокий,38.98,1000.0,2.0,77.96,487.25,8.29,https://www.tinkoff.ru/invest/bonds/RU000A105HC4/
625,Novabev Group БО-П02,RU000A100L63,9.0,491.65,Высокий,20.53,500.0,2.0,41.06,92.39,8.35,https://www.tinkoff.ru/invest/bonds/RU000A100L63/
626,ПР-Лизинг выпуск 3,RU000A100Q35,32.0,992.0,Средний,7.83,1000.0,12.0,93.96,20.88,9.47,https://www.tinkoff.ru/invest/bonds/RU000A100Q35/
627,ОФЗ 26235,SU26235RMFS0,89.0,710.44,Высокий,25.58,1000.0,2.0,51.16,1138.31,7.2,https://www.tinkoff.ru/invest/bonds/SU26235RMFS0/
628,ОФЗ 26225,SU26225RMFS1,127.0,725.29,Высокий,31.41,1000.0,2.0,62.82,1994.54,8.66,https://www.tinkoff.ru/invest/bonds/SU26225RMFS1/
629,ОФЗ 26218,SU26218RMFS6,95.0,829.59,Высокий,36.8,1000.0,2.0,73.6,1748.0,8.87,https://www.tinkoff.ru/invest/bonds/SU26218RMFS6/
630,ОФЗ 26233,SU26233RMFS5,141.0,639.99,Высокий,26.45,1000.0,2.0,52.9,1864.72,8.27,https://www.tinkoff.ru/invest/bonds/SU26233RMFS5/
631,Банк ВТБ Б-1-319,RU000A106DN8,8.0,975.0,Высокий,5.83,1000.0,12.0,69.96,3.89,7.18,https://www.tinkoff.ru/invest/bonds/RU000A106DN8/
632,Сбер Банк 001P-SBER25,RU000A102YG7,30.0,907.5,Высокий,32.28,1000.0,2.0,64.56,484.2,7.11,https://www.tinkoff.ru/invest/bonds/RU000A102YG7/
633,ОФЗ 26219,SU26219RMFS4,35.0,900.05,Высокий,33.58,1000.0,2.0,67.16,587.65,7.46,https://www.tinkoff.ru/invest/bonds/SU26219RMFS4/
634,ЕвроХим выпуск 8,RU000A101LJ0,18.0,937.2,Высокий,34.89,1000.0,2.0,69.78,314.01,7.45,https://www.tinkoff.ru/invest/bonds/RU000A101LJ0/
635,ОФЗ 26230,SU26230RMFS1,185.0,710.61,Высокий,33.32,1000.0,2.0,66.64,3082.1,9.38,https://www.tinkoff.ru/invest/bonds/SU26230RMFS1/
636,ВЭБ.РФ ПБО-1 выпуск 22,RU000A102FC5,1.0,991.0,Высокий,25.75,1000.0,2.0,51.5,12.88,5.2,https://www.tinkoff.ru/invest/bonds/RU000A102FC5/
637,ОФЗ 26238,SU26238RMFS4,211.0,653.77,Высокий,30.45,1000.0,2.0,60.9,3212.47,9.32,https://www.tinkoff.ru/invest/bonds/SU26238RMFS4/
638,ЮАИЗ выпуск 1,RU000A1001L5,3.0,997.5,22.01.2024,22.62,1000.0,4.0,90.48,16.96,9.07,https://www.tinkoff.ru/invest/bonds/RU000A1001L5/
639,Нижегородская область выпуск 14,RU000A101665,20.0,655.06,Высокий,10.18,700.0,4.0,40.72,50.9,6.22,https://www.tinkoff.ru/invest/bonds/RU000A101665/
640,ГПБ (АО) БО-17,RU000A0ZYEE5,12.0,964.3,Высокий,35.67,1000.0,2.0,71.34,214.02,7.4,https://www.tinkoff.ru/invest/bonds/RU000A0ZYEE5/
641,Москва выпуск 72,RU000A1030S9,6.0,971.5,Высокий,28.36,1000.0,2.0,56.72,85.08,5.84,https://www.tinkoff.ru/invest/bonds/RU000A1030S9/
642,Волгоградская область выпуск 7,RU000A0JXSD3,7.0,293.25,Высокий,5.13,300.0,4.0,20.52,8.98,7.0,https://www.tinkoff.ru/invest/bonds/RU000A0JXSD3/
643,ОФЗ 46020,SU46020RMFS2,147.0,697.98,Высокий,29.93,1000.0,2.0,59.86,2199.86,8.58,https://www.tinkoff.ru/invest/bonds/SU46020RMFS2/
644,Промсвязьбанк 003P выпуск 4,RU000A102RT4,4.0,982.0,Высокий,27.75,1000.0,2.0,55.5,55.5,5.65,https://www.tinkoff.ru/invest/bonds/RU000A102RT4/
645,Удмуртская республика 35002,RU000A0JWT91,35.0,984.4,Средний,22.62,1000.0,4.0,90.48,197.93,9.19,https://www.tinkoff.ru/invest/bonds/RU000A0JWT91/
646,Красноярский край выпуск 14,RU000A0ZYFB8,12.0,731.25,Высокий,12.7,750.0,4.0,50.8,38.1,6.95,https://www.tinkoff.ru/invest/bonds/RU000A0ZYFB8/
647,Казахстан выпуск 5,RU000A101RT6,32.0,905.0,Средний,32.19,1000.0,2.0,64.38,515.04,7.11,https://www.tinkoff.ru/invest/bonds/RU000A101RT6/
648,РЖД выпуск 32,RU000A0JSGV0,104.0,957.5,Высокий,42.46,1000.0,2.0,84.92,2207.92,8.87,https://www.tinkoff.ru/invest/bonds/RU000A0JSGV0/
649,АФК Система выпуск 1,RU000A0JVUK8,23.0,980.1,Средний,45.5,1000.0,2.0,91.0,523.25,9.28,https://www.tinkoff.ru/invest/bonds/RU000A0JVUK8/
650,МКБ 001Р выпуск 3,RU000A103FP5,22.0,975.5,31.10.2023,36.19,1000.0,2.0,72.38,398.09,7.42,https://www.tinkoff.ru/invest/bonds/RU000A103FP5/
651,Артген выпуск 1,RU000A103DT2,2.0,981.7,Средний,22.62,1000.0,4.0,90.48,11.31,9.22,https://www.tinkoff.ru/invest/bonds/RU000A103DT2/
652,Новосибирская область,RU000A1011Q3,13.0,769.28,Высокий,11.22,800.0,4.0,44.88,36.47,5.83,https://www.tinkoff.ru/invest/bonds/RU000A1011Q3/
653,Novabev Group БО-П03,RU000A1015E0,13.0,728.925,Высокий,26.8,750.0,2.0,53.6,174.2,7.35,https://www.tinkoff.ru/invest/bonds/RU000A1015E0/
654,Краснодарский край выпуск 1,RU000A0JXYS9,10.0,389.6,Средний,7.39,400.0,4.0,29.56,18.47,7.59,https://www.tinkoff.ru/invest/bonds/RU000A0JXYS9/
655,РСХБ выпуск 4,RU000A103N84,5.0,979.4,12.03.2024,33.76,1000.0,2.0,67.52,84.4,6.89,https://www.tinkoff.ru/invest/bonds/RU000A103N84/
656,ДОМ.РФ Социальные облигации 02,RU000A104AQ2,1.0,997.3,Высокий,39.67,1000.0,2.0,79.34,19.84,7.96,https://www.tinkoff.ru/invest/bonds/RU000A104AQ2/
657,ВТБ Б-1-318,RU000A105ZN3,5.0,986.0,Высокий,5.74,1000.0,12.0,68.88,2.39,6.99,https://www.tinkoff.ru/invest/bonds/RU000A105ZN3/
658,РСХБ БO-01 выпуск 2,RU000A105L01,25.0,954.7,Высокий,6.53,1000.0,12.0,78.36,13.6,8.21,https://www.tinkoff.ru/invest/bonds/RU000A105L01/
659,Газпром нефть,RU000A0ZYXV9,4.0,982.8,Высокий,30.45,1000.0,2.0,60.9,60.9,6.2,https://www.tinkoff.ru/invest/bonds/RU000A0ZYXV9/
660,РЕСО-Лизинг БО-П выпуск 19,RU000A103F68,8.0,979.0,Высокий,5.92,1000.0,12.0,71.04,3.95,7.26,https://www.tinkoff.ru/invest/bonds/RU000A103F68/
661,ТрансКонтейнер ПБО выпуск 1,RU000A100YE6,12.0,732.225,Высокий,23.49,750.0,2.0,46.98,140.94,6.42,https://www.tinkoff.ru/invest/bonds/RU000A100YE6/
662,Камчатский край выпуск 1,RU000A0ZZSW4,13.0,689.99,Высокий,13.66,700.0,4.0,54.64,44.4,7.92,https://www.tinkoff.ru/invest/bonds/RU000A0ZZSW4/
663,Асфальтобетонный завод № 1 выпуск 1,RU000A102LW1,2.0,175.21,Высокий,4.52,175.0,4.0,18.08,2.26,10.32,https://www.tinkoff.ru/invest/bonds/RU000A102LW1/
664,Банк Открытие БО-П выпуск 6,RU000A101GR3,4.0,985.4,01.03.2024,36.8,1000.0,2.0,73.6,73.6,7.47,https://www.tinkoff.ru/invest/bonds/RU000A101GR3/
665,ОФЗ 26223,SU26223RMFS6,4.0,981.08,Высокий,28.19,1000.0,2.0,56.38,56.38,5.75,https://www.tinkoff.ru/invest/bonds/SU26223RMFS6/
666,ОФЗ 26243,SU26243RMFS4,175.0,884.47,Высокий,39.24,1000.0,2.0,78.48,3433.5,8.87,https://www.tinkoff.ru/invest/bonds/SU26243RMFS4/
667,Ростелеком 001 выпуск 5,RU000A100881,23.0,947.7,29.09.2025,36.37,1000.0,2.0,72.74,418.25,7.68,https://www.tinkoff.ru/invest/bonds/RU000A100881/
668,Охта Групп выпуск 1,RU000A102HG2,2.0,1001.3,Средний,26.01,1000.0,4.0,104.04,13.01,10.39,https://www.tinkoff.ru/invest/bonds/RU000A102HG2/
669,Газпромбанк 1Р-26P,RU000A1064G3,36.0,964.4,21.10.2026,43.59,1000.0,2.0,87.18,784.62,9.04,https://www.tinkoff.ru/invest/bonds/RU000A1064G3/
670,Свердловская область,RU000A102HF4,2.0,495.0,Высокий,6.35,500.0,4.0,25.4,3.17,5.13,https://www.tinkoff.ru/invest/bonds/RU000A102HF4/
671,Ренессанс Кредит выпуск 6,RU000A102RN7,4.0,989.0,26.02.2024,35.67,1000.0,2.0,71.34,71.34,7.21,https://www.tinkoff.ru/invest/bonds/RU000A102RN7/
672,Газпром нефть 001P-04R,RU000A0ZYLC4,14.0,960.8,Высокий,33.32,1000.0,2.0,66.64,233.24,6.94,https://www.tinkoff.ru/invest/bonds/RU000A0ZYLC4/
673,Сбер Банк 001P-SBER15,RU000A101C89,3.0,986.0,Высокий,27.32,1000.0,2.0,54.64,40.98,5.54,https://www.tinkoff.ru/invest/bonds/RU000A101C89/
674,РЖД 001Р выпуск 14,RU000A1008D7,66.0,910.5,Высокий,39.41,1000.0,2.0,78.82,1300.53,8.66,https://www.tinkoff.ru/invest/bonds/RU000A1008D7/
675,РусГидро БО-П08,RU000A105MW2,14.0,967.1,Высокий,18.18,1000.0,4.0,72.72,63.63,7.52,https://www.tinkoff.ru/invest/bonds/RU000A105MW2/
676,Оренбургская область выпуск 4,RU000A0ZYKH5,49.0,927.0,Высокий,17.66,1000.0,4.0,70.64,216.34,7.62,https://www.tinkoff.ru/invest/bonds/RU000A0ZYKH5/
677,Сбер Банк 001Р-SBER17,RU000A1025U5,20.0,997.0,Высокий,24.71,1000.0,2.0,49.42,247.1,4.96,https://www.tinkoff.ru/invest/bonds/RU000A1025U5/
678,Калининградская область выпуск 4,RU000A104BC0,62.0,954.3,Высокий,20.53,1000.0,4.0,82.12,318.22,8.61,https://www.tinkoff.ru/invest/bonds/RU000A104BC0/
679,Магнит 001Р выпуск 5,RU000A1036M9,7.0,975.0,Высокий,30.54,1000.0,2.0,61.08,106.89,6.26,https://www.tinkoff.ru/invest/bonds/RU000A1036M9/
680,МТС выпуск 21,RU000A104WJ1,32.0,953.2,Высокий,20.88,1000.0,4.0,83.52,167.04,8.76,https://www.tinkoff.ru/invest/bonds/RU000A104WJ1/
681,Красноярский край выпуск 13,RU000A0ZYCM2,11.0,485.45,Высокий,8.44,500.0,4.0,33.76,23.21,6.95,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCM2/
682,МТС выпуск 18,RU000A102VL3,5.0,980.0,Высокий,28.19,1000.0,2.0,56.38,70.48,5.75,https://www.tinkoff.ru/invest/bonds/RU000A102VL3/
683,МТС выпуск 12,RU000A100ZK0,17.0,998.1,Высокий,14.79,1000.0,4.0,59.16,62.86,5.93,https://www.tinkoff.ru/invest/bonds/RU000A100ZK0/
684,ЯТЭК выпуск 1,RU000A102B48,22.0,998.5,Высокий,36.8,1000.0,2.0,73.6,404.8,7.37,https://www.tinkoff.ru/invest/bonds/RU000A102B48/
685,РЖД 001Р выпуск 13,RU000A1007Z2,65.0,923.0,Высокий,39.41,1000.0,2.0,78.82,1280.82,8.54,https://www.tinkoff.ru/invest/bonds/RU000A1007Z2/
686,Сбер Банк 002P выпуск 1,RU000A103YM3,1.0,998.0,Высокий,38.11,1000.0,2.0,76.22,19.05,7.64,https://www.tinkoff.ru/invest/bonds/RU000A103YM3/
687,Европлан БО 07,RU000A0JWVL2,11.0,980.4,04.10.2024,38.11,1000.0,2.0,76.22,209.6,7.77,https://www.tinkoff.ru/invest/bonds/RU000A0JWVL2/
688,ДОМ.РФ 001P-14R,RU000A105SF4,9.0,972.0,Высокий,37.06,1000.0,2.0,74.12,166.77,7.63,https://www.tinkoff.ru/invest/bonds/RU000A105SF4/
689,Глобал Факторинг Нетворк Рус,RU000A105JN7,25.0,1103.0,Низкий,14.27,1000.0,12.0,171.24,29.73,15.52,https://www.tinkoff.ru/invest/bonds/RU000A105JN7/
690,Оренбургская область выпуск 3,RU000A0JVM81,20.0,414.44,Средний,12.09,400.0,4.0,48.36,60.45,11.67,https://www.tinkoff.ru/invest/bonds/RU000A0JVM81/
691,Газпромбанк 001P выпуск 11,RU000A100HH4,8.0,977.0,Высокий,35.93,1000.0,2.0,71.86,143.72,7.36,https://www.tinkoff.ru/invest/bonds/RU000A100HH4/
692,АВТОБАН-Финанс выпуск 4,RU000A106K35,21.0,976.3,25.07.2025,21.66,1000.0,4.0,86.64,113.72,8.87,https://www.tinkoff.ru/invest/bonds/RU000A106K35/
693,Ямало-Ненецкий АО выпуск 2,RU000A0JX0Z8,1.0,49.9,Высокий,1.04,50.0,4.0,4.16,0.26,8.34,https://www.tinkoff.ru/invest/bonds/RU000A0JX0Z8/
694,ВТБ Б-1-231,RU000A103BE8,8.0,978.5,Высокий,15.66,1000.0,4.0,62.64,31.32,6.4,https://www.tinkoff.ru/invest/bonds/RU000A103BE8/
695,Черкизово выпуск БО-001P-03,RU000A1024W4,5.0,981.9,Высокий,13.4,1000.0,4.0,53.6,16.75,5.46,https://www.tinkoff.ru/invest/bonds/RU000A1024W4/
696,Республика Хакасия выпуск 6,RU000A0JWXQ7,24.0,400.28,Высокий,9.57,400.0,4.0,38.28,57.42,9.56,https://www.tinkoff.ru/invest/bonds/RU000A0JWXQ7/
697,Московская область выпуск 12,RU000A100XP4,11.0,491.85,Высокий,7.57,500.0,4.0,30.28,20.82,6.16,https://www.tinkoff.ru/invest/bonds/RU000A100XP4/
698,МТС выпуск 7,RU000A100238,3.0,994.9,Высокий,18.79,1000.0,4.0,75.16,14.09,7.55,https://www.tinkoff.ru/invest/bonds/RU000A100238/
699,Русал Братск БО-001P выпуск 1,RU000A100BB0,16.0,998.5,25.10.2023,41.15,1000.0,2.0,82.3,329.2,8.24,https://www.tinkoff.ru/invest/bonds/RU000A100BB0/
700,Самарская область выпуск 12,RU000A0JWM56,8.0,248.15,Высокий,5.22,250.0,4.0,20.88,10.44,8.41,https://www.tinkoff.ru/invest/bonds/RU000A0JWM56/
701,Автобан-Финанс выпуск 1,RU000A0JXQ51,6.0,997.5,Высокий,43.33,1000.0,2.0,86.66,129.99,8.69,https://www.tinkoff.ru/invest/bonds/RU000A0JXQ51/
702,Самарская область 35015,RU000A1020L5,33.0,644.0,Высокий,8.79,700.0,4.0,35.16,72.52,5.46,https://www.tinkoff.ru/invest/bonds/RU000A1020L5/
703,Урожай выпуск 2,RU000A1037C8,7.0,1005.0,Средний,24.88,1000.0,4.0,99.52,43.54,9.9,https://www.tinkoff.ru/invest/bonds/RU000A1037C8/
704,Нижегородская область,RU000A0ZZUT6,7.0,197.96,Высокий,3.74,200.0,4.0,14.96,6.54,7.56,https://www.tinkoff.ru/invest/bonds/RU000A0ZZUT6/
705,Альфа-Банк 001Р выпуск 7,RU000A106VT7,11.0,1001.0,Средний,9.22,1000.0,12.0,110.64,8.45,11.05,https://www.tinkoff.ru/invest/bonds/RU000A106VT7/
706,РОСБАНК БО-003P-01,RU000A1062L7,30.0,989.9,Высокий,42.89,1000.0,2.0,85.78,643.35,8.67,https://www.tinkoff.ru/invest/bonds/RU000A1062L7/
707,РСГ-Финанс выпуск 1,RU000A0JUAG0,1.0,999.0,16.11.2023,41.15,1000.0,2.0,82.3,20.57,8.24,https://www.tinkoff.ru/invest/bonds/RU000A0JUAG0/
708,Альфа-Банк 002Р выпуск 8,RU000A102A07,21.0,997.4,Высокий,25.66,1000.0,2.0,51.32,269.43,5.15,https://www.tinkoff.ru/invest/bonds/RU000A102A07/
709,Ненецкий АО выпуск 1,RU000A0ZYF61,12.0,97.66,Высокий,1.65,100.0,4.0,6.6,4.95,6.76,https://www.tinkoff.ru/invest/bonds/RU000A0ZYF61/
710,АО Авто Финанс Банк БО-1P выпуск 7,RU000A102960,15.0,998.4,Высокий,27.23,1000.0,2.0,54.46,204.22,5.45,https://www.tinkoff.ru/invest/bonds/RU000A102960/
711,МегаФон БО-001P-06,RU000A1006G4,5.0,995.0,Высокий,38.54,1000.0,2.0,77.08,96.35,7.75,https://www.tinkoff.ru/invest/bonds/RU000A1006G4/
712,ПИК-Корпорация выпуск 5,RU000A105146,37.0,88733.6413,Высокий,2479.41,100491.1,2.0,4958.82,45869.08,5.59,https://www.tinkoff.ru/invest/bonds/RU000A105146/
713,Новосибирская область выпуск 22,RU000A1043E2,61.0,964.7,Высокий,19.57,1000.0,4.0,78.28,298.44,8.11,https://www.tinkoff.ru/invest/bonds/RU000A1043E2/
714,ВТБ Б-1-307,RU000A105HE0,1.0,998.0,Высокий,17.66,1000.0,4.0,70.64,4.42,7.08,https://www.tinkoff.ru/invest/bonds/RU000A105HE0/
715,РЖД 001Р выпуск 12,RU000A1002C2,3.0,996.5,Высокий,37.67,1000.0,2.0,75.34,56.51,7.56,https://www.tinkoff.ru/invest/bonds/RU000A1002C2/
716,КАМАЗ БО-П09,RU000A1043N3,1.0,1000.0,Высокий,21.14,1000.0,4.0,84.56,5.29,8.46,https://www.tinkoff.ru/invest/bonds/RU000A1043N3/
717,Красноярский край выпуск 12,RU000A0JWXF0,16.0,249.95,Средний,10.53,250.0,2.0,21.06,84.24,8.43,https://www.tinkoff.ru/invest/bonds/RU000A0JWXF0/
718,Элемент Лизинг 001P выпуск 3,RU000A102VW0,5.0,248.8,Высокий,4.44,250.0,4.0,17.76,5.55,7.14,https://www.tinkoff.ru/invest/bonds/RU000A102VW0/
719,Республика Коми выпуск 14,RU000A0JXUD9,8.0,745.125,Высокий,13.66,750.0,4.0,54.64,27.32,7.33,https://www.tinkoff.ru/invest/bonds/RU000A0JXUD9/
720,Сбер Банк 001P-SBER19,RU000A102CU4,1.0,995.7,Высокий,24.01,1000.0,2.0,48.02,12.01,4.82,https://www.tinkoff.ru/invest/bonds/RU000A102CU4/
721,РЖД 001Р выпуск 8,RU000A0ZZGT5,57.0,1005.4,Высокий,49.33,1000.0,2.0,98.66,1405.9,9.81,https://www.tinkoff.ru/invest/bonds/RU000A0ZZGT5/
722,Борец Капитал ЗО-2026,RU000A105GN3,35.0,91748.4747911,Высокий,2622.79,100491.1,2.0,5245.58,45898.82,5.72,https://www.tinkoff.ru/invest/bonds/RU000A105GN3/
723,ВЭБ.РФ ПБО-001Р-К400,RU000A104HT1,9.0,999.8,Высокий,80.04,1000.0,1.0,80.04,720.36,8.01,https://www.tinkoff.ru/invest/bonds/RU000A104HT1/
724,КАМАЗ выпуск 9,RU000A0ZZ885,115.0,1001.7,Средний,47.85,1000.0,2.0,95.7,2751.38,9.55,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ885/
725,Центр-Резерв БО-01,RU000A104TG3,24.0,1125.18,Низкий,14.88,950.0,12.0,178.56,29.76,15.87,https://www.tinkoff.ru/invest/bonds/RU000A104TG3/
726,Московская область выпуск 10,RU000A0JX0B9,1.0,350.245,Средний,7.31,350.0,4.0,29.24,1.83,8.35,https://www.tinkoff.ru/invest/bonds/RU000A0JX0B9/
727,ОФЗ 29007,SU29007RMFS0,40.0,1004.47,Высокий,39.93,1000.0,2.0,79.86,798.6,7.95,https://www.tinkoff.ru/invest/bonds/SU29007RMFS0/
728,ОФЗ 29006,SU29006RMFS2,15.0,993.99,Высокий,36.98,1000.0,2.0,73.96,277.35,7.44,https://www.tinkoff.ru/invest/bonds/SU29006RMFS2/
729,РусГидро БО-П10,RU000A106037,53.0,1011.2,Высокий,30.97,1000.0,4.0,123.88,410.35,12.25,https://www.tinkoff.ru/invest/bonds/RU000A106037/
730,Томская область выпуск 62,RU000A0ZYMJ7,14.0,488.7,Средний,8.09,500.0,4.0,32.36,28.31,6.62,https://www.tinkoff.ru/invest/bonds/RU000A0ZYMJ7/
731,Нафтатранс Плюс БО-04,RU000A105CF8,17.0,1029.9,26.10.2023,13.57,1000.0,12.0,162.84,19.22,15.81,https://www.tinkoff.ru/invest/bonds/RU000A105CF8/
732,Новая перевозочная компания ПБО-02,RU000A1004A2,4.0,249.975,Высокий,9.48,250.0,2.0,18.96,18.96,7.58,https://www.tinkoff.ru/invest/bonds/RU000A1004A2/
733,Москва выпуск 73,RU000A1030T7,30.0,952.4,Высокий,30.45,1000.0,2.0,60.9,456.75,6.39,https://www.tinkoff.ru/invest/bonds/RU000A1030T7/
734,ОФЗ 29010,SU29010RMFS4,133.0,1032.69,Высокий,38.19,1000.0,2.0,76.38,2539.63,7.4,https://www.tinkoff.ru/invest/bonds/SU29010RMFS4/
735,ОФЗ 29008,SU29008RMFS8,71.0,1016.52,Высокий,37.67,1000.0,2.0,75.34,1337.29,7.41,https://www.tinkoff.ru/invest/bonds/SU29008RMFS8/
736,ФСК Россети БО-3,RU000A0ZYDH0,12.0,992.1,18.10.2024,10.79,1000.0,4.0,43.16,32.37,4.35,https://www.tinkoff.ru/invest/bonds/RU000A0ZYDH0/
737,ОФЗ 29009,SU29009RMFS6,102.0,1029.62,Высокий,37.76,1000.0,2.0,75.52,1925.76,7.33,https://www.tinkoff.ru/invest/bonds/SU29009RMFS6/
738,РЖД 001Р-28R,RU000A106ZL5,83.0,1003.9,Средний,9.83,1000.0,12.0,117.96,67.99,11.75,https://www.tinkoff.ru/invest/bonds/RU000A106ZL5/
739,Республика Карелия выпуск 18,RU000A0ZYCZ4,6.0,400.0,Средний,5.22,400.0,4.0,20.88,7.83,5.22,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCZ4/
