,Название,Код,Цена,Рейтинг,Срок(месяца),Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
306,ЮАИЗ выпуск 1,RU000A1001L5,994.0,22.01.2024,2.0,24.53,1000.0,4.0,98.12,0.0,9.87,https://www.tinkoff.ru/invest/bonds/RU000A1001L5/
307,АФК Система выпуск 7,RU000A0ZYQY7,894.7,30.07.2025,50.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0ZYQY7/
308,Гарант-Инвест БО 002P-3,RU000A102X18,990.0,Средний,4.0,22.71,1000.0,4.0,90.84,22.71,9.18,https://www.tinkoff.ru/invest/bonds/RU000A102X18/
309,Республика Беларусь выпуск 7,RU000A100D89,928.0,Средний,17.0,36.8,1000.0,2.0,73.6,294.4,7.93,https://www.tinkoff.ru/invest/bonds/RU000A100D89/
310,HENDERSON выпуск 1,RU000A103Q08,729.525,Высокий,16.0,17.05,750.0,4.0,68.2,68.2,9.35,https://www.tinkoff.ru/invest/bonds/RU000A103Q08/
311,ЕвроТранс БО-001P-03,RU000A1061K1,998.4,Средний,40.0,9.66,1000.0,12.0,115.92,28.98,11.61,https://www.tinkoff.ru/invest/bonds/RU000A1061K1/
312,ЕвроТранс БО-001P-02,RU000A105TS5,995.0,Средний,26.0,9.57,1000.0,12.0,114.84,19.14,11.54,https://www.tinkoff.ru/invest/bonds/RU000A105TS5/
313,АФК Система выпуск 18,RU000A102SV8,996.9,30.11.2023,87.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102SV8/
314,ПРОМОМЕД ДМ выпуск 1,RU000A102LB5,994.7,27.11.2023,1.0,41.15,1000.0,2.0,82.3,0.0,8.27,https://www.tinkoff.ru/invest/bonds/RU000A102LB5/
315,ГТЛК выпуск 4,RU000A0JXPG2,967.2,17.04.2026,100.0,26.71,1000.0,4.0,106.84,667.75,11.05,https://www.tinkoff.ru/invest/bonds/RU000A0JXPG2/
316,Балтийский лизинг БО-П06,RU000A1058M3,961.8,Высокий,22.0,47.24,1000.0,2.0,94.48,519.64,9.82,https://www.tinkoff.ru/invest/bonds/RU000A1058M3/
317,АФК Система выпуск 5,RU000A0JWZY6,982.0,21.02.2024,36.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0JWZY6/
318,Сэтл Групп 2Р-02,RU000A105X64,969.0,Высокий,27.0,26.45,1000.0,4.0,105.8,158.7,10.92,https://www.tinkoff.ru/invest/bonds/RU000A105X64/
319,Медси 1P01,RU000A105YA3,952.5,17.03.2025,171.0,21.32,1000.0,4.0,85.28,895.44,8.95,https://www.tinkoff.ru/invest/bonds/RU000A105YA3/
320,ГК Самолет выпуск 11,RU000A104JQ3,985.5,14.02.2025,50.0,55.07,1000.0,2.0,110.14,1376.75,11.18,https://www.tinkoff.ru/invest/bonds/RU000A104JQ3/
321,ПИК-Корпорация выпуск 2,RU000A1016Z3,727.275,Высокий,13.0,13.4,750.0,4.0,53.6,40.2,7.37,https://www.tinkoff.ru/invest/bonds/RU000A1016Z3/
322,Гарант-Инвест 002P-07,RU000A106SK2,992.5,Средний,56.0,10.35,1000.0,12.0,124.2,41.4,12.51,https://www.tinkoff.ru/invest/bonds/RU000A106SK2/
323,Банк ДОМ.РФ СУБ-Т2-1,RU000A105XG2,9750000.0,Высокий,117.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105XG2/
324,Европлан 001Р-02,RU000A1034J0,369.2625,Высокий,6.0,6.26,375.0,4.0,25.04,6.26,6.78,https://www.tinkoff.ru/invest/bonds/RU000A1034J0/
325,Атомстройкомплекс выпуск 1,RU000A100VS2,962.1,Средний,10.0,41.15,1000.0,2.0,82.3,205.75,8.55,https://www.tinkoff.ru/invest/bonds/RU000A100VS2/
326,Росагролизинг выпуск 2,RU000A102TA0,882.0,Высокий,27.0,34.19,1000.0,2.0,68.38,444.47,7.75,https://www.tinkoff.ru/invest/bonds/RU000A102TA0/
327,ГК Самолет выпуск 11,RU000A104JQ3,985.5,14.02.2025,50.0,55.07,1000.0,2.0,110.14,1376.75,11.18,https://www.tinkoff.ru/invest/bonds/RU000A104JQ3/
328,Делимобиль выпуск 1,RU000A1052T1,988.6,Высокий,20.0,28.19,1000.0,4.0,112.76,140.95,11.41,https://www.tinkoff.ru/invest/bonds/RU000A1052T1/
329,HENDERSON выпуск 1,RU000A103Q08,731.1,Высокий,16.0,17.05,750.0,4.0,68.2,68.2,9.33,https://www.tinkoff.ru/invest/bonds/RU000A103Q08/
330,СУЭК-Финанс выпуск 6,RU000A102986,970.0,23.04.2024,83.0,29.06,1000.0,2.0,58.12,1191.46,5.99,https://www.tinkoff.ru/invest/bonds/RU000A102986/
331,ВИС Финанс выпуск 3,RU000A1060Y4,983.2,Высокий,28.0,27.93,1000.0,4.0,111.72,195.51,11.36,https://www.tinkoff.ru/invest/bonds/RU000A1060Y4/
332,Асфальтобетонный завод № 1 выпуск 1,RU000A102LW1,174.615,Высокий,1.0,4.52,175.0,4.0,18.08,0.0,10.35,https://www.tinkoff.ru/invest/bonds/RU000A102LW1/
333,ФЭС-Агро выпуск 2,RU000A1030N0,991.0,Средний,5.0,23.84,1000.0,4.0,95.36,23.84,9.62,https://www.tinkoff.ru/invest/bonds/RU000A1030N0/
334,АФК Система выпуск 23,RU000A104693,927.2,04.03.2026,96.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A104693/
335,ЕАБР 003P-006,RU000A105V90,932.0,Высокий,27.0,44.89,1000.0,2.0,89.78,583.57,9.63,https://www.tinkoff.ru/invest/bonds/RU000A105V90/
336,Домодедово Фьюэл Фасилитис,RU000A105MP6,978.3,Средний,25.0,55.51,1000.0,2.0,111.02,666.12,11.35,https://www.tinkoff.ru/invest/bonds/RU000A105MP6/
337,Газпром капитал выпуск 5,RU000A0JXFS8,988.0,12.02.2024,38.0,38.54,1000.0,2.0,77.08,732.26,7.8,https://www.tinkoff.ru/invest/bonds/RU000A0JXFS8/
338,Ритейл Бел Финанс выпуск 1,RU000A100JH0,494.75,02.07.2024,7.0,11.83,500.0,4.0,47.32,11.83,9.56,https://www.tinkoff.ru/invest/bonds/RU000A100JH0/
339,ИЭК Холдинг 001P-01,RU000A105PR5,981.4,Высокий,25.0,27.49,1000.0,4.0,109.96,164.94,11.2,https://www.tinkoff.ru/invest/bonds/RU000A105PR5/
340,СФО ВТБ РКС Эталон,RU000A105G99,942.0,Высокий,76.0,7.83,1000.0,12.0,93.96,46.98,9.97,https://www.tinkoff.ru/invest/bonds/RU000A105G99/
341,Альфа-Банк выпуск 40,RU000A0ZYU21,978.0,28.02.2024,111.0,26.8,1000.0,2.0,53.6,1474.0,5.48,https://www.tinkoff.ru/invest/bonds/RU000A0ZYU21/
342,Бифорком Тек выпуск 1,RU000A1037L9,982.9,Средний,6.0,22.71,1000.0,4.0,90.84,22.71,9.24,https://www.tinkoff.ru/invest/bonds/RU000A1037L9/
343,МБЭС 1P-01,RU000A100VX2,989.2,06.10.2025,70.0,57.42,1000.0,2.0,114.84,2009.7,11.61,https://www.tinkoff.ru/invest/bonds/RU000A100VX2/
344,ЭР-Телеком Холдинг,RU000A1058K7,985.9,Высокий,13.0,26.62,1000.0,4.0,106.48,79.86,10.8,https://www.tinkoff.ru/invest/bonds/RU000A1058K7/
345,Автодор БО-6 выпуск 1,RU000A106XP1,1003.5,Средний,10.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106XP1/
346,АФК Система выпуск 14,RU000A101XN7,915.0,19.04.2027,80.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101XN7/
347,ЛСР выпуск 8,RU000A106888,981.2,Высокий,30.0,27.58,1000.0,4.0,110.32,193.06,11.24,https://www.tinkoff.ru/invest/bonds/RU000A106888/
348,Софтлайн выпуск 002Р-01,RU000A106A78,976.0,Средний,27.0,26.88,1000.0,4.0,107.52,161.28,11.02,https://www.tinkoff.ru/invest/bonds/RU000A106A78/
349,ЛСР выпуск 4,RU000A100WA8,383.2,Высокий,10.0,7.31,400.0,4.0,29.24,14.62,7.63,https://www.tinkoff.ru/invest/bonds/RU000A100WA8/
350,Европлан 001Р-05,RU000A105518,960.3,Высокий,21.0,22.71,1000.0,4.0,90.84,113.55,9.46,https://www.tinkoff.ru/invest/bonds/RU000A105518/
351,Атомстройкомплекс БО-П01,RU000A102VY6,895.4,Средний,28.0,36.8,1000.0,2.0,73.6,515.2,8.22,https://www.tinkoff.ru/invest/bonds/RU000A102VY6/
352,Брусника выпуск 2,RU000A102Y58,984.8,Средний,4.0,20.79,1000.0,4.0,83.16,20.79,8.44,https://www.tinkoff.ru/invest/bonds/RU000A102Y58/
353,АФК Система выпуск 18,RU000A102SV8,996.9,30.11.2023,87.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102SV8/
354,Синара - Транспортные Машины выпуск 1,RU000A1035D0,971.2,Высокий,6.0,35.06,1000.0,2.0,70.12,105.18,7.22,https://www.tinkoff.ru/invest/bonds/RU000A1035D0/
355,Артген выпуск 1,RU000A103DT2,937.5,Средний,31.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103DT2/
356,Интерлизинг выпуск 2,RU000A103RY2,658.878,Высокий,10.0,14.36,670.0,4.0,57.44,28.72,8.72,https://www.tinkoff.ru/invest/bonds/RU000A103RY2/
357,О'КЕЙ выпуск 2,RU000A1009Z8,950.0,16.04.2025,64.0,21.4,1000.0,4.0,85.6,342.4,9.01,https://www.tinkoff.ru/invest/bonds/RU000A1009Z8/
358,Европлан 001Р-01,RU000A102RU2,976.9,Высокий,9.0,14.79,1000.0,4.0,59.16,29.58,6.06,https://www.tinkoff.ru/invest/bonds/RU000A102RU2/
359,ГТЛК БО-04,RU000A0JVA10,1003.0,Средний,15.0,29.93,1000.0,4.0,119.72,89.79,11.94,https://www.tinkoff.ru/invest/bonds/RU000A0JVA10/
360,ЕвроТранс,RU000A105PP9,1001.4,Средний,25.0,9.57,1000.0,12.0,114.84,19.14,11.47,https://www.tinkoff.ru/invest/bonds/RU000A105PP9/
361,ЕАБР,RU000A1050H0,934.0,Высокий,20.0,40.54,1000.0,2.0,81.08,405.4,8.68,https://www.tinkoff.ru/invest/bonds/RU000A1050H0/
362,Биннофарм Групп выпуск 2,RU000A104Z71,979.3,Высокий,163.0,21.75,1000.0,4.0,87.0,870.0,8.88,https://www.tinkoff.ru/invest/bonds/RU000A104Z71/
363,О'КЕЙ выпуск 3,RU000A1014B9,606.8125,Высокий,12.0,10.61,625.0,4.0,42.44,31.83,6.99,https://www.tinkoff.ru/invest/bonds/RU000A1014B9/
364,АПРИ Флай Плэнинг БО-П4,RU000A102KR3,249.55,Низкий,1.0,6.96,250.0,4.0,27.84,0.0,11.16,https://www.tinkoff.ru/invest/bonds/RU000A102KR3/
365,Автодор БО-3 выпуск 3,RU000A105V82,933.5,Высокий,27.0,44.63,1000.0,2.0,89.26,580.19,9.56,https://www.tinkoff.ru/invest/bonds/RU000A105V82/
366,Самолет БО-П12,RU000A104YT6,995.8,Высокий,20.0,28.71,1000.0,4.0,114.84,143.55,11.53,https://www.tinkoff.ru/invest/bonds/RU000A104YT6/
367,АФК Система выпуск 11,RU000A100N12,919.0,22.07.2027,68.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A100N12/
368,СФО ВТБ РКС Эталон 03,RU000A106ZP6,1003.9,Средний,108.0,15.05,1000.0,12.0,180.6,135.45,17.99,https://www.tinkoff.ru/invest/bonds/RU000A106ZP6/
369,Медси выпуск 001Р-02,RU000A105YB1,937.3,16.03.2026,171.0,21.75,1000.0,4.0,87.0,913.5,9.28,https://www.tinkoff.ru/invest/bonds/RU000A105YB1/
370,Борец Капитал 1P-01,RU000A105ZX2,965.8,Высокий,28.0,25.66,1000.0,4.0,102.64,179.62,10.63,https://www.tinkoff.ru/invest/bonds/RU000A105ZX2/
371,Башкирская содовая компания выпуск 2,RU000A101UR4,922.0,Высокий,19.0,14.27,1000.0,4.0,57.08,57.08,6.19,https://www.tinkoff.ru/invest/bonds/RU000A101UR4/
372,Синара - Транспортные Машины выпуск 3,RU000A105M91,963.8,Высокий,49.0,24.88,1000.0,4.0,99.52,298.56,10.33,https://www.tinkoff.ru/invest/bonds/RU000A105M91/
373,ТГК-14 выпуск 001Р-01,RU000A1066J2,1010.2,Средний,29.0,29.58,1000.0,4.0,118.32,207.06,11.71,https://www.tinkoff.ru/invest/bonds/RU000A1066J2/
374,Ульяновская область,RU000A101U61,875.8,Средний,43.0,28.62,1000.0,2.0,57.24,601.02,6.54,https://www.tinkoff.ru/invest/bonds/RU000A101U61/
375,Газпром нефть выпуск 6,RU000A106565,1001.4,Высокий,53.0,30.97,1000.0,4.0,123.88,402.61,12.37,https://www.tinkoff.ru/invest/bonds/RU000A106565/
376,АФК Система выпуск 16,RU000A102FS1,911.1,03.06.2027,84.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102FS1/
377,Соколов выпуск 1,RU000A105PK0,994.9,Средний,25.0,29.06,1000.0,4.0,116.24,174.36,11.68,https://www.tinkoff.ru/invest/bonds/RU000A105PK0/
378,ДиректЛизинг 002P-01,RU000A106GY8,939.375,Средний,43.0,28.45,937.5,4.0,113.8,284.5,12.11,https://www.tinkoff.ru/invest/bonds/RU000A106GY8/
379,СУЭК-Финанс выпуск 3,RU000A100VG7,960.0,26.03.2024,70.0,8.61,1000.0,2.0,17.22,301.35,1.79,https://www.tinkoff.ru/invest/bonds/RU000A100VG7/
380,Газпромбанк выпуск 18,RU000A102GJ8,992.8,14.12.2023,85.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102GJ8/
381,ГК Самолет выпуск 10,RU000A103L03,969.2,Высокий,9.0,19.84,1000.0,4.0,79.36,39.68,8.19,https://www.tinkoff.ru/invest/bonds/RU000A103L03/
382,КЛВЗ Кристалл выпуск 1,RU000A105Y14,1000.9,Средний,28.0,29.23,1000.0,4.0,116.92,204.61,11.68,https://www.tinkoff.ru/invest/bonds/RU000A105Y14/
383,Автобан-Финанс выпуск 2,RU000A100733,978.7,Высокий,4.0,31.41,1000.0,2.0,62.82,62.82,6.42,https://www.tinkoff.ru/invest/bonds/RU000A100733/
384,РЕСО-Лизинг БО-П выпуск 19,RU000A103F68,968.9,Высокий,7.0,5.92,1000.0,12.0,71.04,0.0,7.33,https://www.tinkoff.ru/invest/bonds/RU000A103F68/
385,Уральская Сталь БО-1Р-2,RU000A1066A1,941.6,Высокий,29.0,22.97,1000.0,4.0,91.88,160.79,9.76,https://www.tinkoff.ru/invest/bonds/RU000A1066A1/
386,ХКФ Банк выпуск 4,RU000A103760,884.9,Средний,30.0,17.31,1000.0,4.0,69.24,121.17,7.82,https://www.tinkoff.ru/invest/bonds/RU000A103760/
387,Новотранс выпуск 1,RU000A1014S3,609.625,Высокий,12.0,11.83,625.0,4.0,47.32,35.49,7.76,https://www.tinkoff.ru/invest/bonds/RU000A1014S3/
388,Европлан выпуск 6,RU000A106F40,957.7,Высокий,19.0,22.18,1000.0,4.0,88.72,88.72,9.26,https://www.tinkoff.ru/invest/bonds/RU000A106F40/
389,ЧТПЗ выпуск 3,RU000A0JXME4,987.0,Высокий,4.0,20.97,1000.0,4.0,83.88,20.97,8.5,https://www.tinkoff.ru/invest/bonds/RU000A0JXME4/
390,Автодор выпуск 1,RU000A103NU9,870.0,Высокий,33.0,34.45,1000.0,2.0,68.9,551.2,7.92,https://www.tinkoff.ru/invest/bonds/RU000A103NU9/
391,ММЦБ выпуск 2,RU000A105054,1008.9,Средний,38.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105054/
392,Аэрофлот выпуск 1,RU000A103943,891.0,Средний,31.0,18.1,1000.0,4.0,72.4,126.7,8.13,https://www.tinkoff.ru/invest/bonds/RU000A103943/
393,Автодор БО-006Р-02,RU000A107043,1009.9,Средний,10.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107043/
394,Медси выпуск 001P-03,RU000A106K27,949.9,15.10.2025,175.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106K27/
395,Автодор БО-3 выпуск 1,RU000A102H91,823.236,Средний,24.0,26.97,930.0,2.0,53.94,323.64,6.55,https://www.tinkoff.ru/invest/bonds/RU000A102H91/
396,Центральная ППК выпуск 3,RU000A103F27,972.2,Высокий,8.0,41.15,1000.0,2.0,82.3,164.6,8.47,https://www.tinkoff.ru/invest/bonds/RU000A103F27/
397,Novabev Group БО-П04,RU000A102GU5,909.4,Высокий,24.0,31.32,1000.0,2.0,62.64,375.84,6.89,https://www.tinkoff.ru/invest/bonds/RU000A102GU5/
398,Росгеология выпуск 1,RU000A103SV6,963.0,Средний,10.0,38.98,1000.0,2.0,77.96,194.9,8.1,https://www.tinkoff.ru/invest/bonds/RU000A103SV6/
399,Завод КЭС выпуск 3,RU000A105AW7,1118.9,Средний,35.0,43.33,1000.0,4.0,173.32,346.64,15.49,https://www.tinkoff.ru/invest/bonds/RU000A105AW7/
400,Почта России,RU000A104W17,927.0,19.06.2026,102.0,44.02,1000.0,2.0,88.04,2245.02,9.5,https://www.tinkoff.ru/invest/bonds/RU000A104W17/
401,МКБ 001Р выпуск 3,RU000A103FP5,965.9,Высокий,8.0,36.19,1000.0,2.0,72.38,144.76,7.49,https://www.tinkoff.ru/invest/bonds/RU000A103FP5/
402,ТМК 001Р выпуск 2,RU000A102SC8,983.7,Высокий,3.0,15.49,1000.0,4.0,61.96,0.0,6.3,https://www.tinkoff.ru/invest/bonds/RU000A102SC8/
403,КАМАЗ,RU000A104ZC9,983.7,24.07.2024,20.0,23.4,1000.0,4.0,93.6,117.0,9.52,https://www.tinkoff.ru/invest/bonds/RU000A104ZC9/
404,Электрорешения выпуск 1,RU000A106HF5,974.0,Средний,31.0,26.62,1000.0,4.0,106.48,186.34,10.93,https://www.tinkoff.ru/invest/bonds/RU000A106HF5/
405,ЧЗПСН-Профнастил БО-П2,RU000A101NJ6,982.5,Средний,17.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101NJ6/
406,Почта России,RU000A101ZH4,949.0,02.08.2024,80.0,25.58,1000.0,2.0,51.16,1023.2,5.39,https://www.tinkoff.ru/invest/bonds/RU000A101ZH4/
407,ТрансмхПБ7,RU000A106CU5,929.9,05.06.2026,30.0,44.2,1000.0,2.0,88.4,663.0,9.51,https://www.tinkoff.ru/invest/bonds/RU000A106CU5/
408,ЭР-Телеком Холдинг выпуск 5,RU000A1030K6,976.7,Высокий,5.0,18.18,1000.0,4.0,72.72,18.18,7.45,https://www.tinkoff.ru/invest/bonds/RU000A1030K6/
409,ВЭБ.РФ ПБО-1 выпуск 22,RU000A102FC5,994.8,Высокий,0.0,25.75,1000.0,2.0,51.5,0.0,5.18,https://www.tinkoff.ru/invest/bonds/RU000A102FC5/
410,Селектел выпуск 3,RU000A106R95,995.0,Высокий,33.0,57.68,1000.0,2.0,115.36,922.88,11.59,https://www.tinkoff.ru/invest/bonds/RU000A106R95/
411,Гидромашсервис выпуск 1,RU000A105Q89,976.7,Высокий,25.0,26.01,1000.0,4.0,104.04,156.06,10.65,https://www.tinkoff.ru/invest/bonds/RU000A105Q89/
412,ИНАРКТИКА выпуск 1,RU000A102TT0,987.5,Высокий,3.0,41.15,1000.0,2.0,82.3,41.15,8.33,https://www.tinkoff.ru/invest/bonds/RU000A102TT0/
413,МСБ-Лизинг 002P выпуск 2,RU000A100DC4,124.802122,Средний,5.0,1.13,125.14,12.0,13.56,0.0,10.87,https://www.tinkoff.ru/invest/bonds/RU000A100DC4/
414,ГК Пионер-001P выпуск 4,RU000A1016F5,174.58,Средний,1.0,3.92,175.0,4.0,15.68,0.0,8.98,https://www.tinkoff.ru/invest/bonds/RU000A1016F5/
415,Первое коллекторское бюро 001Р выпуск 3,RU000A1047S3,891.18,Средний,24.0,23.84,900.0,4.0,95.36,143.04,10.7,https://www.tinkoff.ru/invest/bonds/RU000A1047S3/
416,АФК Система выпуск 12,RU000A101012,947.5,01.11.2024,71.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101012/
417,Европлан БО 06,RU000A100DG5,578.28,22.11.2024,66.0,26.62,600.0,2.0,53.24,878.46,9.21,https://www.tinkoff.ru/invest/bonds/RU000A100DG5/
418,Всеинструменты.ру выпуск 3,RU000A102M86,992.6,Средний,1.0,19.49,1000.0,4.0,77.96,0.0,7.85,https://www.tinkoff.ru/invest/bonds/RU000A102M86/
419,НПФ МИКРАН выпуск 1,RU000A106F08,984.0,Средний,31.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106F08/
420,ГПБ (АО) БО-17,RU000A0ZYEE5,953.1,Высокий,11.0,35.32,1000.0,2.0,70.64,176.6,7.41,https://www.tinkoff.ru/invest/bonds/RU000A0ZYEE5/
421,НКНХ выпуск 1,RU000A0ZZZ17,934.0,16.12.2025,60.0,42.28,1000.0,2.0,84.56,1268.4,9.05,https://www.tinkoff.ru/invest/bonds/RU000A0ZZZ17/
422,ПЮДМ БО-П2,RU000A1020K7,9945.0,Средний,20.0,92.92,10000.0,12.0,1115.04,92.92,11.21,https://www.tinkoff.ru/invest/bonds/RU000A1020K7/
423,РедСофт2P4,RU000A106CR1,1017.8,Средний,30.0,29.58,1000.0,4.0,118.32,207.06,11.63,https://www.tinkoff.ru/invest/bonds/RU000A106CR1/
424,Автодор БО-2 выпуск 5,RU000A1017H9,806.565,Высокий,73.0,35.06,850.0,2.0,70.12,1262.16,8.69,https://www.tinkoff.ru/invest/bonds/RU000A1017H9/
425,ОбъединениеАгроЭлита выпуск 3,RU000A100CG7,437.5875,Средний,6.0,4.44,437.5,12.0,53.28,0.0,12.18,https://www.tinkoff.ru/invest/bonds/RU000A100CG7/
426,Росагролизинг выпуск 1,RU000A101R09,909.9,Высокий,18.0,31.84,1000.0,2.0,63.68,286.56,7.0,https://www.tinkoff.ru/invest/bonds/RU000A101R09/
427,Почта России,RU000A104V75,941.2,07.06.2027,102.0,49.42,1000.0,2.0,98.84,2520.42,10.5,https://www.tinkoff.ru/invest/bonds/RU000A104V75/
428,Банк Открытие БО-П выпуск 6,RU000A101GR3,986.1,01.03.2024,15.0,36.8,1000.0,2.0,73.6,257.6,7.46,https://www.tinkoff.ru/invest/bonds/RU000A101GR3/
429,ВТБ Б-1-320,RU000A106M25,973.0,Высокий,8.0,6.61,1000.0,12.0,79.32,0.0,8.15,https://www.tinkoff.ru/invest/bonds/RU000A106M25/
430,Новотранс выпуск 2,RU000A103133,944.3,Высокий,29.0,19.84,1000.0,4.0,79.36,138.88,8.4,https://www.tinkoff.ru/invest/bonds/RU000A103133/
431,Кировский завод выпуск 1,RU000A101S99,968.9,Средний,18.0,23.84,1000.0,4.0,95.36,95.36,9.84,https://www.tinkoff.ru/invest/bonds/RU000A101S99/
432,ИНК-Капитал выпуск 1,RU000A104A39,919.7,Высокий,37.0,44.46,1000.0,2.0,88.92,800.28,9.67,https://www.tinkoff.ru/invest/bonds/RU000A104A39/
433,ПРОМОМЕД ДМ 2P-01,RU000A1061A2,973.0,Высокий,28.0,52.2,1000.0,2.0,104.4,730.8,10.73,https://www.tinkoff.ru/invest/bonds/RU000A1061A2/
434,Почта России,RU000A1055Y4,879.1,06.09.2027,105.0,40.11,1000.0,2.0,80.22,2085.72,9.13,https://www.tinkoff.ru/invest/bonds/RU000A1055Y4/
435,Восточная Стивидорная Компания выпуск 2,RU000A104362,907.0,Средний,36.0,41.41,1000.0,2.0,82.82,745.38,9.13,https://www.tinkoff.ru/invest/bonds/RU000A104362/
436,ТГК-14 выпуск 2,RU000A106MW0,990.6,Средний,44.0,27.84,1000.0,4.0,111.36,306.24,11.24,https://www.tinkoff.ru/invest/bonds/RU000A106MW0/
437,ТМК выпуск 7,RU000A0JXSF8,960.0,29.05.2025,42.0,45.07,1000.0,2.0,90.14,946.47,9.39,https://www.tinkoff.ru/invest/bonds/RU000A0JXSF8/
438,Группа Продовольствие 001P-01,RU000A103455,995.4,Средний,5.0,8.53,1000.0,12.0,102.36,0.0,10.28,https://www.tinkoff.ru/invest/bonds/RU000A103455/
439,ГТЛК выпуск 6,RU000A0JVWJ6,974.8,Средний,23.0,25.23,1000.0,4.0,100.92,126.15,10.35,https://www.tinkoff.ru/invest/bonds/RU000A0JVWJ6/
440,Сэтл Групп выпуск 3,RU000A1030X9,980.6,Высокий,5.0,18.36,1000.0,4.0,73.44,18.36,7.49,https://www.tinkoff.ru/invest/bonds/RU000A1030X9/
441,АльфаБанк 002Р выпуск 12,RU000A1036E6,967.0,Высокий,6.0,31.15,1000.0,2.0,62.3,93.45,6.44,https://www.tinkoff.ru/invest/bonds/RU000A1036E6/
442,ГК Самолет выпуск 6,RU000A100QA0,986.8,12.08.2024,68.0,24.36,1000.0,4.0,97.44,414.12,9.87,https://www.tinkoff.ru/invest/bonds/RU000A100QA0/
443,Sunlight выпуск 1,RU000A1074Q1,1029.5,Средний,17.0,10.88,1000.0,12.0,130.56,10.88,12.68,https://www.tinkoff.ru/invest/bonds/RU000A1074Q1/
444,СУЭК-Финанс выпуск 5,RU000A101CQ4,930.4,27.01.2025,74.0,29.93,1000.0,2.0,59.86,1107.41,6.43,https://www.tinkoff.ru/invest/bonds/RU000A101CQ4/
445,Восточная Стивидорная Компания выпуск 3,RU000A105KR6,936.0,Высокий,48.0,48.72,1000.0,2.0,97.44,1169.28,10.41,https://www.tinkoff.ru/invest/bonds/RU000A105KR6/
446,Заслон выпуск 1,RU000A1064X8,983.0,12.01.2024,29.0,54.2,1000.0,2.0,108.4,758.8,11.03,https://www.tinkoff.ru/invest/bonds/RU000A1064X8/
447,Автодор БО-3 выпуск 2,RU000A104XR2,925.0,Средний,43.0,46.11,1000.0,2.0,92.22,968.31,9.97,https://www.tinkoff.ru/invest/bonds/RU000A104XR2/
448,Магаданская область 34003,RU000A106YE3,1019.8,Средний,58.0,29.75,1000.0,4.0,119.0,416.5,11.67,https://www.tinkoff.ru/invest/bonds/RU000A106YE3/
449,ВТБ Б-1-318,RU000A105ZN3,982.9,Высокий,4.0,5.22,1000.0,12.0,62.64,0.0,6.37,https://www.tinkoff.ru/invest/bonds/RU000A105ZN3/
450,Альфа-Банк 2Р-21,RU000A105UW5,954.7,Высокий,15.0,40.72,1000.0,2.0,81.44,285.04,8.53,https://www.tinkoff.ru/invest/bonds/RU000A105UW5/
451,Северсталь выпуск 6,RU000A1008W7,982.4,04.04.2024,64.0,37.5,1000.0,2.0,75.0,1200.0,7.63,https://www.tinkoff.ru/invest/bonds/RU000A1008W7/
452,Селигдар выпуск 1,RU000A105CS1,957.5,Высокий,23.0,46.81,1000.0,2.0,93.62,514.91,9.78,https://www.tinkoff.ru/invest/bonds/RU000A105CS1/
453,ДОМ.РФ Социальные облигации 02,RU000A104AQ2,999.3,Высокий,0.0,39.67,1000.0,2.0,79.34,0.0,7.94,https://www.tinkoff.ru/invest/bonds/RU000A104AQ2/
454,РСХБ 08Т1,RU000A0JWV63,1022.2,Средний,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0JWV63/
455,ФПК выпуск 3,RU000A0ZYX69,953.8,02.09.2024,51.0,30.45,1000.0,2.0,60.9,761.25,6.38,https://www.tinkoff.ru/invest/bonds/RU000A0ZYX69/
456,ЛСР выпуск 5,RU000A100ZL8,383.0,Высокий,11.0,7.22,400.0,4.0,28.88,14.44,7.54,https://www.tinkoff.ru/invest/bonds/RU000A100ZL8/
457,Росагролизинг выпуск 3,RU000A103QL1,880.5,Высокий,34.0,36.63,1000.0,2.0,73.26,622.71,8.32,https://www.tinkoff.ru/invest/bonds/RU000A103QL1/
