,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
233,Кармани выпуск 1,RU000A103R98,592.02,Низкий,7.0,2024-02-10,5.39,600.0,12.0,64.68,0.0,10.93,https://www.tinkoff.ru/invest/bonds/RU000A103R98/
234,ВИС Финанс выпуск 1,RU000A102952,997.0,Высокий,44.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102952/
235,Мосрегионлифт БО-01,RU000A105RU5,1029.9,Низкий,23.0,2024-01-19,12.79,1000.0,12.0,153.48,12.79,14.9,https://www.tinkoff.ru/invest/bonds/RU000A105RU5/
236,Интерлизинг выпуск 6,RU000A106SF2,968.0,Высокий,31.0,2024-02-26,29.23,1000.0,4.0,116.92,204.61,12.08,https://www.tinkoff.ru/invest/bonds/RU000A106SF2/
237,Завод КЭС выпуск 2,RU000A102AB8,493.9,Низкий,9.0,2024-01-25,15.14,500.0,4.0,60.56,30.28,12.26,https://www.tinkoff.ru/invest/bonds/RU000A102AB8/
238,ЛК РОДЕЛЕН 001P-04,RU000A105SK4,984.2,Средний,47.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105SK4/
239,Экспобанк 001Р-01,RU000A103RT2,958.9,Средний,8.0,2024-03-26,19.49,1000.0,4.0,77.96,38.98,8.13,https://www.tinkoff.ru/invest/bonds/RU000A103RT2/
240,ГТЛК 001P-20,RU000A1038M5,971.1,Низкий,148.0,2024-03-13,16.96,1000.0,4.0,67.84,627.52,6.99,https://www.tinkoff.ru/invest/bonds/RU000A1038M5/
241,АФК Система выпуск 12,RU000A101012,943.9,Высокий,69.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101012/
242,ГК Пионер-001P выпуск 6,RU000A104735,950.4,Средний,22.0,2024-03-07,25.4,1000.0,4.0,101.6,127.0,10.69,https://www.tinkoff.ru/invest/bonds/RU000A104735/
243,АФК Система выпуск 13,RU000A101Q26,970.4,Высокий,75.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101Q26/
244,ЧЗПСН-Профнастил БО-П2,RU000A101NJ6,959.8,Средний,15.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101NJ6/
245,АФК Система выпуск 19,RU000A102SX4,919.9,Высокий,85.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102SX4/
246,Лизинг-Трейд 001P-05,RU000A1053H4,998.1,Средний,42.0,2024-02-08,10.7,1000.0,12.0,128.4,32.1,12.86,https://www.tinkoff.ru/invest/bonds/RU000A1053H4/
247,Аэрофьюэлз выпуск 2,RU000A103SZ7,963.5,Средний,8.0,2024-03-28,21.4,1000.0,4.0,85.6,42.8,8.88,https://www.tinkoff.ru/invest/bonds/RU000A103SZ7/
248,Сибэнергомаш-БКЗ выпуск 1,RU000A104K37,996.7,Средний,12.0,2024-02-15,32.19,1000.0,4.0,128.76,96.57,12.92,https://www.tinkoff.ru/invest/bonds/RU000A104K37/
249,Агротек БО-02,RU000A1065Y3,992.9,Низкий,42.0,2024-01-25,32.19,1000.0,4.0,128.76,321.9,12.97,https://www.tinkoff.ru/invest/bonds/RU000A1065Y3/
250,Синара - Транспортные Машины выпуск 1,RU000A1035D0,972.0,Высокий,4.0,2024-05-24,35.06,1000.0,2.0,70.12,70.12,7.21,https://www.tinkoff.ru/invest/bonds/RU000A1035D0/
251,АФК Система выпуск 15,RU000A1023K1,945.0,Высокий,79.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1023K1/
252,ХКФ Банк выпуск 4,RU000A103760,856.9,Средний,28.0,2024-03-04,17.31,1000.0,4.0,69.24,121.17,8.08,https://www.tinkoff.ru/invest/bonds/RU000A103760/
253,НПО Химтэк выпуск 1,RU000A103H25,879.03,Средний,18.0,2024-02-01,25.32,900.0,4.0,101.28,101.28,11.52,https://www.tinkoff.ru/invest/bonds/RU000A103H25/
254,ГК ЕКС выпуск 1,RU000A104BU2,978.4,Средний,11.0,2024-03-21,28.19,1000.0,4.0,112.76,56.38,11.52,https://www.tinkoff.ru/invest/bonds/RU000A104BU2/
255,Селектел выпуск 1,RU000A102SG9,992.0,Высокий,1.0,2024-02-22,36.8,1000.0,2.0,73.6,0.0,7.42,https://www.tinkoff.ru/invest/bonds/RU000A102SG9/
256,Аренза-Про 001P-03,RU000A107217,1007.0,Низкий,58.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107217/
257,ДиректЛизинг выпуск 7,RU000A103S30,801.635,Низкий,32.0,2024-03-27,21.14,850.0,4.0,84.56,169.12,10.55,https://www.tinkoff.ru/invest/bonds/RU000A103S30/
258,Глобал Факторинг Нетворк Рус,RU000A105JN7,1001.472,Низкий,21.0,2024-01-25,13.66,960.0,12.0,163.92,13.66,16.37,https://www.tinkoff.ru/invest/bonds/RU000A105JN7/
259,Охта Групп выпуск 2,RU000A1040V2,978.9,Низкий,9.0,2024-02-13,27.06,1000.0,4.0,108.24,54.12,11.06,https://www.tinkoff.ru/invest/bonds/RU000A1040V2/
260,HENDERSON выпуск 1,RU000A103Q08,653.0625,Высокий,14.0,2024-03-26,15.31,675.0,4.0,61.24,45.93,9.38,https://www.tinkoff.ru/invest/bonds/RU000A103Q08/
261,МСБ-Лизинг 002Р-06,RU000A105658,443.64452,Средний,7.0,2024-02-04,4.35,444.4,12.0,52.2,0.0,11.77,https://www.tinkoff.ru/invest/bonds/RU000A105658/
262,Бизнес-Недвижимость выпуск 1,RU000A1022G1,588.24,Средний,7.0,2024-02-23,13.57,600.0,4.0,54.28,13.57,9.23,https://www.tinkoff.ru/invest/bonds/RU000A1022G1/
263,ТрансКонтейнер ПБО выпуск 1,RU000A100YE6,481.0,Высокий,9.0,2024-04-17,15.66,500.0,2.0,31.32,62.64,6.51,https://www.tinkoff.ru/invest/bonds/RU000A100YE6/
264,Росгеология выпуск 1,RU000A103SV6,961.2,Средний,8.0,2024-03-28,38.98,1000.0,2.0,77.96,155.92,8.11,https://www.tinkoff.ru/invest/bonds/RU000A103SV6/
265,АФК Система выпуск 20,RU000A103372,863.5,Средний,87.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103372/
266,АФК Система выпуск 17,RU000A102FT9,894.4,Высокий,82.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102FT9/
267,СГ-транс выпуск 1,RU000A103YP6,962.1,Высокий,33.0,2024-01-29,21.4,1000.0,4.0,85.6,171.2,8.9,https://www.tinkoff.ru/invest/bonds/RU000A103YP6/
268,ЭР-Телеком Холдинг ПБО-02-05,RU000A107BZ4,1007.0,Высокий,13.0,2024-03-07,34.19,1000.0,4.0,136.76,102.57,13.58,https://www.tinkoff.ru/invest/bonds/RU000A107BZ4/
269,Брусника выпуск 2Р-1,RU000A1048A9,969.9,Средний,16.0,2024-03-12,25.66,1000.0,4.0,102.64,102.64,10.58,https://www.tinkoff.ru/invest/bonds/RU000A1048A9/
270,Интерлизинг выпуск 7,RU000A1077X0,1017.3,Высокий,33.0,2024-02-14,11.4,1000.0,12.0,136.8,22.8,13.45,https://www.tinkoff.ru/invest/bonds/RU000A1077X0/
271,Асфальтобетонный завод № 1 выпуск 4,RU000A1065B1,981.5,Средний,27.0,2024-01-23,29.75,1000.0,4.0,119.0,178.5,12.12,https://www.tinkoff.ru/invest/bonds/RU000A1065B1/
272,Тинькофф Ипотечный Агент выпуск 1,RU000A103D37,186.065656,Высокий,122.0,2024-03-23,3.22,188.44,4.0,12.88,96.6,6.92,https://www.tinkoff.ru/invest/bonds/RU000A103D37/
273,О'КЕЙ 001P выпуск 1,RU000A105FM7,931.6,Высокий,105.0,2024-02-12,24.88,1000.0,4.0,99.52,646.88,10.68,https://www.tinkoff.ru/invest/bonds/RU000A105FM7/
274,Ритейл Бел Финанс 001P-02,RU000A102TR4,915.4,Средний,25.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102TR4/
275,ГТЛК выпуск 17,RU000A101QL5,850.1,Средний,135.0,2024-02-26,16.09,1000.0,4.0,64.36,530.97,7.57,https://www.tinkoff.ru/invest/bonds/RU000A101QL5/
276,Тинькофф Ипотечный Агент выпуск 1,RU000A103D37,186.065656,Высокий,122.0,2024-03-23,3.22,188.44,4.0,12.88,96.6,6.92,https://www.tinkoff.ru/invest/bonds/RU000A103D37/
277,О'КЕЙ 001P выпуск 1,RU000A105FM7,931.6,Высокий,105.0,2024-02-12,24.88,1000.0,4.0,99.52,646.88,10.68,https://www.tinkoff.ru/invest/bonds/RU000A105FM7/
278,ГТЛК выпуск 17,RU000A101QL5,850.1,Средний,135.0,2024-02-26,16.09,1000.0,4.0,64.36,530.97,7.57,https://www.tinkoff.ru/invest/bonds/RU000A101QL5/
279,Практика ЛК 001P-02,RU000A1074N8,1011.0,Средний,33.0,2024-01-26,11.57,1000.0,12.0,138.84,23.14,13.73,https://www.tinkoff.ru/invest/bonds/RU000A1074N8/
280,ГК Самолет выпуск 11,RU000A104JQ3,974.9,Высокий,48.0,2024-02-13,55.07,1000.0,2.0,110.14,1321.68,11.3,https://www.tinkoff.ru/invest/bonds/RU000A104JQ3/
281,ВИС Финанс выпуск 1,RU000A102952,1000.0,Высокий,44.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102952/
282,Инкаб выпуск 1,RU000A1049M2,986.9,Средний,11.0,2024-03-27,29.23,1000.0,4.0,116.92,58.46,11.85,https://www.tinkoff.ru/invest/bonds/RU000A1049M2/
283,Европлан 001Р-03,RU000A103KJ8,934.9,Высокий,90.0,2024-02-16,37.06,1000.0,2.0,74.12,1667.7,7.93,https://www.tinkoff.ru/invest/bonds/RU000A103KJ8/
284,КАМАЗ,RU000A104ZC9,979.9,Высокий,18.0,2024-01-19,23.4,1000.0,4.0,93.6,93.6,9.55,https://www.tinkoff.ru/invest/bonds/RU000A104ZC9/
285,ТД РКС-Сочи 002Р-2,RU000A104KS7,999.9,Средний,13.0,2024-02-20,32.19,1000.0,4.0,128.76,96.57,12.88,https://www.tinkoff.ru/invest/bonds/RU000A104KS7/
286,ХК Финанс выпуск 6,RU000A102W68,987.0,Средний,2.0,2024-03-20,15.66,1000.0,4.0,62.64,0.0,6.35,https://www.tinkoff.ru/invest/bonds/RU000A102W68/
287,ММЦБ выпуск 2,RU000A105054,970.0,Средний,36.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105054/
288,Гидромашсервис БО выпуск 3,RU000A1026H0,978.1,Высокий,80.0,2024-03-29,54.2,1000.0,2.0,108.4,2168.0,11.08,https://www.tinkoff.ru/invest/bonds/RU000A1026H0/
289,О'КЕЙ выпуск 3,RU000A1014B9,482.55,Высокий,10.0,2024-02-27,8.44,500.0,4.0,33.76,16.88,7.0,https://www.tinkoff.ru/invest/bonds/RU000A1014B9/
290,ПЮДМ БО-П2,RU000A1020K7,9745.0,Низкий,18.0,2024-01-23,92.92,10000.0,12.0,1115.04,92.92,11.44,https://www.tinkoff.ru/invest/bonds/RU000A1020K7/
291,Почта России,RU000A101ZH4,953.9,Высокий,78.0,2024-01-30,25.58,1000.0,2.0,51.16,997.62,5.36,https://www.tinkoff.ru/invest/bonds/RU000A101ZH4/
292,Синара - Транспортные Машины выпуск 2,RU000A103G00,867.5,Высокий,30.0,2024-01-24,37.67,1000.0,2.0,75.34,565.05,8.68,https://www.tinkoff.ru/invest/bonds/RU000A103G00/
293,ГК Самолет выпуск 9,RU000A102RX6,994.5,Высокий,0.0,2024-02-15,39.24,1000.0,2.0,78.48,0.0,7.89,https://www.tinkoff.ru/invest/bonds/RU000A102RX6/
294,ПРОМОМЕД ДМ выпуск 2,RU000A103G91,971.4,Средний,6.0,2024-01-26,40.98,1000.0,2.0,81.96,122.94,8.44,https://www.tinkoff.ru/invest/bonds/RU000A103G91/
295,Азбука Вкуса выпуск 2,RU000A105WR1,952.0,Средний,109.0,2024-03-01,22.18,1000.0,4.0,88.72,598.86,9.32,https://www.tinkoff.ru/invest/bonds/RU000A105WR1/
296,АФК Система выпуск 21,RU000A103C95,864.9,Высокий,89.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103C95/
297,Светофор Групп выпуск 2,RU000A1020W2,675.5,Средний,18.0,2024-02-08,18.18,700.0,4.0,72.72,72.72,10.77,https://www.tinkoff.ru/invest/bonds/RU000A1020W2/
298,Аренза-Про 001P-01,RU000A105TR7,997.3,Средний,24.0,2024-02-04,10.35,1000.0,12.0,124.2,20.7,12.45,https://www.tinkoff.ru/invest/bonds/RU000A105TR7/
299,ТМК 001Р выпуск 2,RU000A102SC8,993.4,Высокий,1.0,2024-02-17,15.49,1000.0,4.0,61.96,0.0,6.24,https://www.tinkoff.ru/invest/bonds/RU000A102SC8/
300,АФК Система выпуск 18,RU000A102SV8,990.1,Высокий,85.0,2024-02-26,29.49,1000.0,4.0,117.96,619.29,11.91,https://www.tinkoff.ru/invest/bonds/RU000A102SV8/
301,СЕЛЛ-Сервис БО-П02,RU000A106C50,994.0,Средний,28.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106C50/
302,РСХБ выпуск 4,RU000A103N84,990.0,Высокий,31.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103N84/
303,Авто Финанс Банк БО-1P выпуск 9,RU000A103NY1,955.9,Средний,7.0,2024-03-13,34.19,1000.0,2.0,68.38,102.57,7.15,https://www.tinkoff.ru/invest/bonds/RU000A103NY1/
304,ЛСР выпуск 5,RU000A100ZL8,381.44,Высокий,9.0,2024-01-25,7.22,400.0,4.0,28.88,14.44,7.57,https://www.tinkoff.ru/invest/bonds/RU000A100ZL8/
305,ГТЛК выпуск 3,RU000A0JXE06,997.9,Средний,96.0,2024-02-01,23.84,1000.0,4.0,95.36,572.16,9.56,https://www.tinkoff.ru/invest/bonds/RU000A0JXE06/
306,ГК Самолет выпуск 10,RU000A103L03,968.2,Высокий,7.0,2024-02-21,19.84,1000.0,4.0,79.36,19.84,8.2,https://www.tinkoff.ru/invest/bonds/RU000A103L03/
