,Название,Код,Цена,Рейтинг,Срок(месяца),Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
306,Центральная ППК выпуск 3,RU000A103F27,970.5,Высокий,8.0,41.15,1000.0,2.0,82.3,164.6,8.48,https://www.tinkoff.ru/invest/bonds/RU000A103F27/
307,ЛСР выпуск 4,RU000A100WA8,383.24,Высокий,10.0,7.31,400.0,4.0,29.24,14.62,7.63,https://www.tinkoff.ru/invest/bonds/RU000A100WA8/
308,HENDERSON выпуск 1,RU000A103Q08,731.775,Высокий,16.0,17.05,750.0,4.0,68.2,68.2,9.32,https://www.tinkoff.ru/invest/bonds/RU000A103Q08/
309,Вита Лайн 001Р выпуск 1,RU000A102200,973.9,Высокий,9.0,21.66,1000.0,4.0,86.64,43.32,8.9,https://www.tinkoff.ru/invest/bonds/RU000A102200/
310,ХКФ Банк выпуск 4,RU000A103760,881.0,Средний,30.0,17.31,1000.0,4.0,69.24,121.17,7.86,https://www.tinkoff.ru/invest/bonds/RU000A103760/
311,Новотранс выпуск 1,RU000A1014S3,609.25,Высокий,12.0,11.83,625.0,4.0,47.32,35.49,7.77,https://www.tinkoff.ru/invest/bonds/RU000A1014S3/
312,Медси выпуск 001Р-02,RU000A105YB1,936.4,16.03.2026,171.0,21.75,1000.0,4.0,87.0,913.5,9.29,https://www.tinkoff.ru/invest/bonds/RU000A105YB1/
313,Экспобанк 001Р-01,RU000A103RT2,963.0,Высокий,10.0,19.49,1000.0,4.0,77.96,38.98,8.1,https://www.tinkoff.ru/invest/bonds/RU000A103RT2/
314,Азбука Вкуса выпуск 1,RU000A100HE1,984.9,26.06.2024,67.0,23.84,1000.0,4.0,95.36,381.44,9.68,https://www.tinkoff.ru/invest/bonds/RU000A100HE1/
315,Гарант-Инвест БО 001P-05,RU000A1005T9,198.34,Низкий,4.0,5.22,200.0,4.0,20.88,5.22,10.53,https://www.tinkoff.ru/invest/bonds/RU000A1005T9/
316,ЯТЭК 001Р-03,RU000A1070L0,1023.0,16.04.2025,35.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1070L0/
317,Селигдар выпуск 1,RU000A105CS1,949.9,Высокий,23.0,46.81,1000.0,2.0,93.62,514.91,9.86,https://www.tinkoff.ru/invest/bonds/RU000A105CS1/
318,ЛСР выпуск 6,RU000A102T63,927.5,Высокий,27.0,17.31,1000.0,4.0,69.24,103.86,7.47,https://www.tinkoff.ru/invest/bonds/RU000A102T63/
319,ХК Финанс выпуск 6,RU000A102W68,978.7,Средний,4.0,15.66,1000.0,4.0,62.64,15.66,6.4,https://www.tinkoff.ru/invest/bonds/RU000A102W68/
320,ОбъединениеАгроЭлита выпуск 3,RU000A100CG7,438.8125,Средний,6.0,4.44,437.5,12.0,53.28,0.0,12.14,https://www.tinkoff.ru/invest/bonds/RU000A100CG7/
321,ГК Самолет выпуск 10,RU000A103L03,967.0,Высокий,9.0,19.84,1000.0,4.0,79.36,39.68,8.21,https://www.tinkoff.ru/invest/bonds/RU000A103L03/
322,ЭкономЛизинг выпуск 3,RU000A1030U5,991.6,Средний,5.0,24.88,1000.0,4.0,99.52,24.88,10.04,https://www.tinkoff.ru/invest/bonds/RU000A1030U5/
323,Novabev Group БО-П04,RU000A102GU5,907.0,Высокий,24.0,31.32,1000.0,2.0,62.64,375.84,6.91,https://www.tinkoff.ru/invest/bonds/RU000A102GU5/
324,ЛСР выпуск 8,RU000A106888,984.2,Высокий,30.0,27.58,1000.0,4.0,110.32,193.06,11.21,https://www.tinkoff.ru/invest/bonds/RU000A106888/
325,Центр-Резерв БО-02,RU000A1056T2,1070.1,Низкий,33.0,12.79,1000.0,12.0,153.48,25.58,14.34,https://www.tinkoff.ru/invest/bonds/RU000A1056T2/
326,Соколов выпуск 1,RU000A105PK0,996.4,Средний,25.0,29.06,1000.0,4.0,116.24,174.36,11.67,https://www.tinkoff.ru/invest/bonds/RU000A105PK0/
327,Атомстройкомплекс выпуск 1,RU000A100VS2,965.8,Средний,10.0,41.15,1000.0,2.0,82.3,205.75,8.52,https://www.tinkoff.ru/invest/bonds/RU000A100VS2/
328,ММЦБ выпуск 2,RU000A105054,1002.4,Средний,38.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105054/
329,СЕЛЛ-Сервис БО-П02,RU000A106C50,1019.3,Средний,30.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106C50/
330,ЯТЭК выпуск 2,RU000A102ZH2,765.92,Высокий,16.0,31.32,800.0,2.0,62.64,250.56,8.18,https://www.tinkoff.ru/invest/bonds/RU000A102ZH2/
331,Кировский завод выпуск 1,RU000A101S99,965.3,Средний,18.0,23.84,1000.0,4.0,95.36,95.36,9.88,https://www.tinkoff.ru/invest/bonds/RU000A101S99/
332,Автодор БО-6 выпуск 1,RU000A106XP1,1005.0,Средний,10.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106XP1/
333,ЕАБР,RU000A1050H0,934.9,Высокий,20.0,40.54,1000.0,2.0,81.08,405.4,8.67,https://www.tinkoff.ru/invest/bonds/RU000A1050H0/
334,NexTouch выпуск 1,RU000A103WZ9,982.6,Средний,11.0,24.88,1000.0,4.0,99.52,49.76,10.13,https://www.tinkoff.ru/invest/bonds/RU000A103WZ9/
335,ИС петролеум выпуск 1,RU000A1013C9,421.008,Средний,13.0,4.26,420.0,12.0,51.12,4.26,12.14,https://www.tinkoff.ru/invest/bonds/RU000A1013C9/
336,Электрорешения выпуск 1,RU000A106HF5,974.7,Средний,31.0,26.62,1000.0,4.0,106.48,186.34,10.92,https://www.tinkoff.ru/invest/bonds/RU000A106HF5/
337,Whoosh выпуск 1,RU000A104WS2,1000.8,Высокий,19.0,29.23,1000.0,4.0,116.92,116.92,11.68,https://www.tinkoff.ru/invest/bonds/RU000A104WS2/
338,СФО ВТБ РКС Эталон 03,RU000A106ZP6,1006.7,Средний,108.0,15.05,1000.0,12.0,180.6,135.45,17.94,https://www.tinkoff.ru/invest/bonds/RU000A106ZP6/
339,ФЭС-Агро выпуск 2,RU000A1030N0,990.5,Средний,5.0,23.84,1000.0,4.0,95.36,23.84,9.63,https://www.tinkoff.ru/invest/bonds/RU000A1030N0/
340,СФО ВТБ РКС Эталон,RU000A105G99,948.2,Высокий,76.0,7.83,1000.0,12.0,93.96,46.98,9.91,https://www.tinkoff.ru/invest/bonds/RU000A105G99/
341,Селектел выпуск 3,RU000A106R95,992.0,Высокий,33.0,57.68,1000.0,2.0,115.36,922.88,11.63,https://www.tinkoff.ru/invest/bonds/RU000A106R95/
342,Банк ДОМ.РФ СУБ-Т2-1,RU000A105XG2,9750000.0,Высокий,117.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105XG2/
343,ПРОМОМЕД ДМ 2P-01,RU000A1061A2,968.5,Высокий,28.0,52.2,1000.0,2.0,104.4,730.8,10.78,https://www.tinkoff.ru/invest/bonds/RU000A1061A2/
344,О'КЕЙ выпуск 2,RU000A1009Z8,955.2,16.04.2025,64.0,21.4,1000.0,4.0,85.6,342.4,8.96,https://www.tinkoff.ru/invest/bonds/RU000A1009Z8/
345,АФК Система выпуск 7,RU000A0ZYQY7,900.0,30.07.2025,50.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0ZYQY7/
346,РедСофт2P4,RU000A106CR1,1012.5,Средний,30.0,29.58,1000.0,4.0,118.32,207.06,11.69,https://www.tinkoff.ru/invest/bonds/RU000A106CR1/
347,Группа Продовольствие 001P-01,RU000A103455,991.7,Средний,6.0,8.53,1000.0,12.0,102.36,0.0,10.32,https://www.tinkoff.ru/invest/bonds/RU000A103455/
348,ГТЛК БО-04,RU000A0JVA10,1004.8,Средний,15.0,29.93,1000.0,4.0,119.72,89.79,11.91,https://www.tinkoff.ru/invest/bonds/RU000A0JVA10/
349,ЕвроТранс,RU000A105PP9,1004.9,Средний,25.0,9.57,1000.0,12.0,114.84,19.14,11.43,https://www.tinkoff.ru/invest/bonds/RU000A105PP9/
350,ЕвроТранс БО-001P-02,RU000A105TS5,1001.3,Средний,26.0,9.57,1000.0,12.0,114.84,19.14,11.47,https://www.tinkoff.ru/invest/bonds/RU000A105TS5/
351,Европлан 001Р-04,RU000A103S14,580.8,Высокий,16.0,11.4,600.0,4.0,45.6,45.6,7.85,https://www.tinkoff.ru/invest/bonds/RU000A103S14/
352,ГТЛК БО-08,RU000A0JWST1,936.1,07.03.2025,33.0,35.58,1000.0,2.0,71.16,569.28,7.6,https://www.tinkoff.ru/invest/bonds/RU000A0JWST1/
353,АФК Система выпуск 5,RU000A0JWZY6,982.7,21.02.2024,36.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0JWZY6/
354,ФПК выпуск 3,RU000A0ZYX69,951.2,02.09.2024,51.0,30.45,1000.0,2.0,60.9,761.25,6.4,https://www.tinkoff.ru/invest/bonds/RU000A0ZYX69/
355,ПРОМОМЕД ДМ выпуск 1,RU000A102LB5,994.9,27.11.2023,1.0,41.15,1000.0,2.0,82.3,0.0,8.27,https://www.tinkoff.ru/invest/bonds/RU000A102LB5/
356,МСБ-Лизинг 002P выпуск 2,RU000A100DC4,124.989832,Средний,5.0,1.13,125.14,12.0,13.56,0.0,10.85,https://www.tinkoff.ru/invest/bonds/RU000A100DC4/
357,Автодор БО-3 выпуск 3,RU000A105V82,937.9,Высокий,27.0,44.63,1000.0,2.0,89.26,580.19,9.52,https://www.tinkoff.ru/invest/bonds/RU000A105V82/
358,Гидромашсервис выпуск 1,RU000A105Q89,973.5,Высокий,25.0,26.01,1000.0,4.0,104.04,156.06,10.69,https://www.tinkoff.ru/invest/bonds/RU000A105Q89/
359,Уральская Сталь БО-1Р-2,RU000A1066A1,943.8,Высокий,29.0,22.97,1000.0,4.0,91.88,160.79,9.74,https://www.tinkoff.ru/invest/bonds/RU000A1066A1/
360,Росгеология выпуск 1,RU000A103SV6,960.0,Средний,10.0,38.98,1000.0,2.0,77.96,194.9,8.12,https://www.tinkoff.ru/invest/bonds/RU000A103SV6/
361,Медси 1P01,RU000A105YA3,957.9,17.03.2025,171.0,21.32,1000.0,4.0,85.28,895.44,8.9,https://www.tinkoff.ru/invest/bonds/RU000A105YA3/
362,Атомстройкомплекс БО-П01,RU000A102VY6,902.6,Средний,28.0,36.8,1000.0,2.0,73.6,515.2,8.15,https://www.tinkoff.ru/invest/bonds/RU000A102VY6/
363,АФК Система выпуск 4,RU000A0JWYQ5,1010.0,07.05.2025,35.0,58.55,1000.0,2.0,117.1,995.35,11.59,https://www.tinkoff.ru/invest/bonds/RU000A0JWYQ5/
364,ТГК-14 выпуск 001Р-01,RU000A1066J2,1015.0,Средний,29.0,29.58,1000.0,4.0,118.32,207.06,11.66,https://www.tinkoff.ru/invest/bonds/RU000A1066J2/
365,Европлан 001Р-05,RU000A105518,955.0,Высокий,21.0,22.71,1000.0,4.0,90.84,113.55,9.51,https://www.tinkoff.ru/invest/bonds/RU000A105518/
366,КЛВЗ Кристалл выпуск 1,RU000A105Y14,1000.6,Средний,28.0,29.23,1000.0,4.0,116.92,204.61,11.68,https://www.tinkoff.ru/invest/bonds/RU000A105Y14/
367,РСГ-Финанс выпуск 1,RU000A0JUAG0,1008.6,16.05.2024,24.0,41.15,1000.0,2.0,82.3,493.8,8.16,https://www.tinkoff.ru/invest/bonds/RU000A0JUAG0/
368,ИЭК Холдинг 001P-01,RU000A105PR5,989.2,Высокий,25.0,27.49,1000.0,4.0,109.96,164.94,11.12,https://www.tinkoff.ru/invest/bonds/RU000A105PR5/
369,Европлан выпуск 6,RU000A106F40,959.3,Высокий,19.0,22.18,1000.0,4.0,88.72,88.72,9.25,https://www.tinkoff.ru/invest/bonds/RU000A106F40/
370,Республика Беларусь выпуск 7,RU000A100D89,935.0,Средний,17.0,36.8,1000.0,2.0,73.6,294.4,7.87,https://www.tinkoff.ru/invest/bonds/RU000A100D89/
371,Новотранс выпуск 4,RU000A106SP1,977.1,Высокий,33.0,26.54,1000.0,4.0,106.16,212.32,10.86,https://www.tinkoff.ru/invest/bonds/RU000A106SP1/
372,Ульяновская область,RU000A101U61,877.7,Средний,43.0,28.62,1000.0,2.0,57.24,601.02,6.52,https://www.tinkoff.ru/invest/bonds/RU000A101U61/
373,Урожай выпуск 2,RU000A1037C8,987.0,Средний,6.0,24.88,1000.0,4.0,99.52,24.88,10.08,https://www.tinkoff.ru/invest/bonds/RU000A1037C8/
374,АФК Система выпуск 14,RU000A101XN7,925.0,19.04.2027,80.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101XN7/
375,Самолет БО-П12,RU000A104YT6,1000.0,Высокий,20.0,28.71,1000.0,4.0,114.84,143.55,11.48,https://www.tinkoff.ru/invest/bonds/RU000A104YT6/
376,ЭР-Телеком Холдинг,RU000A1058K7,994.4,Высокий,13.0,26.62,1000.0,4.0,106.48,79.86,10.71,https://www.tinkoff.ru/invest/bonds/RU000A1058K7/
377,Домодедово Фьюэл Фасилитис,RU000A105MP6,988.0,Средний,25.0,55.51,1000.0,2.0,111.02,666.12,11.24,https://www.tinkoff.ru/invest/bonds/RU000A105MP6/
378,Кармани выпуск 1,RU000A103R98,594.0,Низкий,9.0,5.39,600.0,12.0,64.68,0.0,10.89,https://www.tinkoff.ru/invest/bonds/RU000A103R98/
379,СДЭК-Глобал выпуск 1,RU000A102SM7,928.3,Средний,39.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102SM7/
380,ЕАБР 003P-006,RU000A105V90,943.4,Высокий,27.0,44.89,1000.0,2.0,89.78,583.57,9.52,https://www.tinkoff.ru/invest/bonds/RU000A105V90/
381,РСХБ выпуск 4,RU000A103N84,980.0,12.03.2024,33.0,33.76,1000.0,2.0,67.52,540.16,6.89,https://www.tinkoff.ru/invest/bonds/RU000A103N84/
382,Европлан БО 06,RU000A100DG5,581.4,22.11.2024,66.0,26.62,600.0,2.0,53.24,878.46,9.16,https://www.tinkoff.ru/invest/bonds/RU000A100DG5/
383,Завод КЭС выпуск 3,RU000A105AW7,1122.0,Средний,35.0,43.33,1000.0,4.0,173.32,346.64,15.45,https://www.tinkoff.ru/invest/bonds/RU000A105AW7/
384,Синара - Транспортные Машины выпуск 1,RU000A1035D0,972.8,Высокий,6.0,35.06,1000.0,2.0,70.12,105.18,7.21,https://www.tinkoff.ru/invest/bonds/RU000A1035D0/
385,Артген выпуск 1,RU000A103DT2,945.6,Средний,32.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103DT2/
386,Синара - Транспортные Машины выпуск 3,RU000A105M91,969.3,Высокий,49.0,24.88,1000.0,4.0,99.52,298.56,10.27,https://www.tinkoff.ru/invest/bonds/RU000A105M91/
387,РЕСО-Лизинг БО-П выпуск 7,RU000A100XU4,959.5,Высокий,11.0,37.5,1000.0,2.0,75.0,187.5,7.82,https://www.tinkoff.ru/invest/bonds/RU000A100XU4/
388,Гарант-Инвест БО 002P-3,RU000A102X18,988.1,Средний,4.0,22.71,1000.0,4.0,90.84,22.71,9.19,https://www.tinkoff.ru/invest/bonds/RU000A102X18/
389,ПЮДМ БО-П2,RU000A1020K7,9952.0,Средний,20.0,92.92,10000.0,12.0,1115.04,92.92,11.2,https://www.tinkoff.ru/invest/bonds/RU000A1020K7/
390,АФК Система выпуск 16,RU000A102FS1,915.0,03.06.2027,84.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102FS1/
391,НПФ МИКРАН выпуск 1,RU000A106F08,984.8,Средний,31.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106F08/
392,ЭР-Телеком Холдинг выпуск 5,RU000A1030K6,978.0,Высокий,5.0,18.18,1000.0,4.0,72.72,18.18,7.44,https://www.tinkoff.ru/invest/bonds/RU000A1030K6/
393,Sunlight выпуск 1,RU000A1074Q1,1027.6,Средний,17.0,10.88,1000.0,12.0,130.56,10.88,12.71,https://www.tinkoff.ru/invest/bonds/RU000A1074Q1/
394,Аэрофлот выпуск 1,RU000A103943,894.5,Средний,31.0,18.1,1000.0,4.0,72.4,126.7,8.09,https://www.tinkoff.ru/invest/bonds/RU000A103943/
395,Автодор БО-2 выпуск 5,RU000A1017H9,806.65,Высокий,73.0,35.06,850.0,2.0,70.12,1262.16,8.69,https://www.tinkoff.ru/invest/bonds/RU000A1017H9/
396,АФК Система выпуск 11,RU000A100N12,928.7,22.07.2027,68.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A100N12/
397,ПИК-Корпорация выпуск 2,RU000A1016Z3,729.45,Высокий,13.0,13.4,750.0,4.0,53.6,40.2,7.35,https://www.tinkoff.ru/invest/bonds/RU000A1016Z3/
398,КАМАЗ выпуск 9,RU000A0ZZ885,999.0,Средний,114.0,47.85,1000.0,2.0,95.7,2727.45,9.58,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ885/
399,Заслон выпуск 1,RU000A1064X8,982.0,12.01.2024,29.0,54.2,1000.0,2.0,108.4,758.8,11.04,https://www.tinkoff.ru/invest/bonds/RU000A1064X8/
400,Росагролизинг выпуск 3,RU000A103QL1,887.0,Высокий,34.0,36.63,1000.0,2.0,73.26,622.71,8.26,https://www.tinkoff.ru/invest/bonds/RU000A103QL1/
401,Биннофарм Групп выпуск 2,RU000A104Z71,981.5,Высокий,163.0,21.75,1000.0,4.0,87.0,870.0,8.86,https://www.tinkoff.ru/invest/bonds/RU000A104Z71/
402,Калужская СК выпуск 1,RU000A0ZZYL5,997.8,Средний,1.0,48.55,1000.0,2.0,97.1,0.0,9.73,https://www.tinkoff.ru/invest/bonds/RU000A0ZZYL5/
403,Ритейл Бел Финанс выпуск 1,RU000A100JH0,495.75,02.07.2024,7.0,11.83,500.0,4.0,47.32,11.83,9.55,https://www.tinkoff.ru/invest/bonds/RU000A100JH0/
404,Магаданская область 34003,RU000A106YE3,1018.9,Средний,58.0,29.75,1000.0,4.0,119.0,416.5,11.68,https://www.tinkoff.ru/invest/bonds/RU000A106YE3/
405,Авто Финанс Банк БО-1P выпуск 9,RU000A103NY1,957.0,Высокий,10.0,34.19,1000.0,2.0,68.38,170.95,7.15,https://www.tinkoff.ru/invest/bonds/RU000A103NY1/
406,АФК Система выпуск 23,RU000A104693,938.0,04.03.2026,96.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A104693/
407,ГТЛК выпуск 19,RU000A101SD8,824.7,05.06.2028,138.0,17.23,1000.0,4.0,68.92,585.82,8.36,https://www.tinkoff.ru/invest/bonds/RU000A101SD8/
408,Европлан 001Р-01,RU000A102RU2,977.8,Высокий,9.0,14.79,1000.0,4.0,59.16,29.58,6.05,https://www.tinkoff.ru/invest/bonds/RU000A102RU2/
409,Борец Капитал 1P-01,RU000A105ZX2,975.0,Высокий,28.0,25.66,1000.0,4.0,102.64,179.62,10.53,https://www.tinkoff.ru/invest/bonds/RU000A105ZX2/
410,РСХБ 08Т1,RU000A0JWV63,1022.1,Средний,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0JWV63/
411,Восточная Стивидорная Компания выпуск 3,RU000A105KR6,938.5,Высокий,48.0,48.72,1000.0,2.0,97.44,1169.28,10.38,https://www.tinkoff.ru/invest/bonds/RU000A105KR6/
412,ГТЛК выпуск 15,RU000A100Z91,372.44,Средний,23.0,6.61,400.0,4.0,26.44,33.05,7.1,https://www.tinkoff.ru/invest/bonds/RU000A100Z91/
413,Европлан БО 03,RU000A100W60,967.5,01.10.2024,70.0,43.33,1000.0,2.0,86.66,1516.55,8.96,https://www.tinkoff.ru/invest/bonds/RU000A100W60/
414,ТГК-14 выпуск 2,RU000A106MW0,995.8,Средний,44.0,27.84,1000.0,4.0,111.36,306.24,11.18,https://www.tinkoff.ru/invest/bonds/RU000A106MW0/
415,Магаданская область 34002,RU000A105NT6,941.0,Средний,49.0,22.97,1000.0,4.0,91.88,275.64,9.76,https://www.tinkoff.ru/invest/bonds/RU000A105NT6/
416,ГТЛК выпуск 7,RU000A0JW1P8,966.0,Средний,25.0,23.75,1000.0,4.0,95.0,142.5,9.83,https://www.tinkoff.ru/invest/bonds/RU000A0JW1P8/
417,Башкирская содовая компания выпуск 3,RU000A106JZ9,952.9,Высокий,32.0,22.97,1000.0,4.0,91.88,183.76,9.64,https://www.tinkoff.ru/invest/bonds/RU000A106JZ9/
418,ХКФ Банк выпуск 7,RU000A102RF3,984.7,14.02.2024,26.0,14.79,1000.0,4.0,59.16,88.74,6.01,https://www.tinkoff.ru/invest/bonds/RU000A102RF3/
419,О'КЕЙ выпуск 3,RU000A1014B9,608.3125,Высокий,12.0,10.61,625.0,4.0,42.44,31.83,6.98,https://www.tinkoff.ru/invest/bonds/RU000A1014B9/
420,Авто Финанс Банк БО-1P выпуск 8,RU000A1030Y7,974.9,Высокий,5.0,32.19,1000.0,2.0,64.38,64.38,6.6,https://www.tinkoff.ru/invest/bonds/RU000A1030Y7/
421,Альфа-Банк 2Р-23,RU000A106AJ2,935.1,Высокий,24.0,41.85,1000.0,2.0,83.7,502.2,8.95,https://www.tinkoff.ru/invest/bonds/RU000A106AJ2/
422,ИНАРКТИКА выпуск 1,RU000A102TT0,986.9,Высокий,3.0,41.15,1000.0,2.0,82.3,41.15,8.34,https://www.tinkoff.ru/invest/bonds/RU000A102TT0/
423,ЛСР выпуск 5,RU000A100ZL8,383.56,Высокий,11.0,7.22,400.0,4.0,28.88,14.44,7.53,https://www.tinkoff.ru/invest/bonds/RU000A100ZL8/
424,ТМК 001Р выпуск 2,RU000A102SC8,984.3,Высокий,3.0,15.49,1000.0,4.0,61.96,0.0,6.29,https://www.tinkoff.ru/invest/bonds/RU000A102SC8/
425,VK выпуск 1,RU000A103QK3,877.7,Высокий,34.0,34.19,1000.0,2.0,68.38,581.23,7.79,https://www.tinkoff.ru/invest/bonds/RU000A103QK3/
426,Почта России,RU000A104V75,951.2,07.06.2027,102.0,49.42,1000.0,2.0,98.84,2520.42,10.39,https://www.tinkoff.ru/invest/bonds/RU000A104V75/
427,Мираторг выпуск 1,RU000A103KA7,964.0,Высокий,9.0,35.93,1000.0,2.0,71.86,143.72,7.45,https://www.tinkoff.ru/invest/bonds/RU000A103KA7/
428,Европлан БО 08,RU000A0ZZBV2,960.0,27.06.2025,55.0,44.89,1000.0,2.0,89.78,1212.03,9.35,https://www.tinkoff.ru/invest/bonds/RU000A0ZZBV2/
429,Ростелеком выпуск 3,RU000A0ZYG52,933.0,14.11.2025,48.0,39.85,1000.0,2.0,79.7,956.4,8.54,https://www.tinkoff.ru/invest/bonds/RU000A0ZYG52/
430,АФК Система выпуск 20,RU000A103372,876.7,11.05.2026,89.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103372/
431,Автобан-Финанс выпуск 3,RU000A103PC2,928.5,Средний,34.0,43.33,1000.0,2.0,86.66,736.61,9.33,https://www.tinkoff.ru/invest/bonds/RU000A103PC2/
432,ИНК-Капитал выпуск 1,RU000A104A39,927.3,Высокий,37.0,44.46,1000.0,2.0,88.92,800.28,9.59,https://www.tinkoff.ru/invest/bonds/RU000A104A39/
433,СУЭК-Финанс выпуск 6,RU000A102986,973.1,23.04.2024,83.0,29.06,1000.0,2.0,58.12,1191.46,5.97,https://www.tinkoff.ru/invest/bonds/RU000A102986/
434,Уральская Сталь выпуск 1,RU000A105Q63,958.7,Высокий,25.0,46.81,1000.0,2.0,93.62,561.72,9.77,https://www.tinkoff.ru/invest/bonds/RU000A105Q63/
435,Восточная Стивидорная Компания выпуск 4,RU000A106P06,962.9,Высокий,56.0,52.03,1000.0,2.0,104.06,1456.84,10.81,https://www.tinkoff.ru/invest/bonds/RU000A106P06/
436,Газпром капитал выпуск 5,RU000A0JXFS8,989.6,12.02.2024,38.0,38.54,1000.0,2.0,77.08,732.26,7.79,https://www.tinkoff.ru/invest/bonds/RU000A0JXFS8/
437,Сэтл Групп выпуск 3,RU000A1030X9,979.2,Высокий,5.0,18.36,1000.0,4.0,73.44,18.36,7.5,https://www.tinkoff.ru/invest/bonds/RU000A1030X9/
438,Всеинструменты.ру выпуск 3,RU000A102M86,994.9,Средний,1.0,19.49,1000.0,4.0,77.96,0.0,7.84,https://www.tinkoff.ru/invest/bonds/RU000A102M86/
439,Альфа-Банк выпуск 40,RU000A0ZYU21,979.8,28.02.2024,111.0,26.8,1000.0,2.0,53.6,1474.0,5.47,https://www.tinkoff.ru/invest/bonds/RU000A0ZYU21/
440,ЧТПЗ выпуск 3,RU000A0JXME4,988.8,Высокий,4.0,20.97,1000.0,4.0,83.88,20.97,8.48,https://www.tinkoff.ru/invest/bonds/RU000A0JXME4/
441,ГК Самолет выпуск 9,RU000A102RX6,989.3,Высокий,3.0,39.24,1000.0,2.0,78.48,39.24,7.93,https://www.tinkoff.ru/invest/bonds/RU000A102RX6/
442,Ростелеком 2P-10R,RU000A105UU9,930.0,Высокий,27.0,19.92,1000.0,4.0,79.68,119.52,8.57,https://www.tinkoff.ru/invest/bonds/RU000A105UU9/
443,Селектел выпуск 2,RU000A105FS4,974.0,Высокий,24.0,49.85,1000.0,2.0,99.7,598.2,10.24,https://www.tinkoff.ru/invest/bonds/RU000A105FS4/
444,Глобал Факторинг Нетворк Рус,RU000A105JN7,1071.6,Низкий,24.0,14.27,1000.0,12.0,171.24,28.54,15.98,https://www.tinkoff.ru/invest/bonds/RU000A105JN7/
445,Банк ВТБ Б-1-319,RU000A106DN8,974.0,Высокий,7.0,6.0,1000.0,12.0,72.0,0.0,7.39,https://www.tinkoff.ru/invest/bonds/RU000A106DN8/
446,Ульяновская область 34005,RU000A106607,949.6,Средний,53.0,22.97,1000.0,4.0,91.88,298.61,9.68,https://www.tinkoff.ru/invest/bonds/RU000A106607/
447,Почта России,RU000A104W17,939.1,19.06.2026,103.0,44.02,1000.0,2.0,88.04,2245.02,9.37,https://www.tinkoff.ru/invest/bonds/RU000A104W17/
448,РЕСО-Лизинг БО-П выпуск 5,RU000A100NS9,930.0,Высокий,21.0,36.8,1000.0,2.0,73.6,368.0,7.91,https://www.tinkoff.ru/invest/bonds/RU000A100NS9/
449,Газпромбанк выпуск 16,RU000A101Z74,984.0,05.02.2024,80.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101Z74/
450,ТД РКС-Сочи 002Р-1,RU000A102KQ5,999.9,Средний,1.0,27.06,1000.0,4.0,108.24,0.0,10.83,https://www.tinkoff.ru/invest/bonds/RU000A102KQ5/
451,ВТБ Б-1-320,RU000A106M25,975.8,Высокий,8.0,6.61,1000.0,12.0,79.32,0.0,8.13,https://www.tinkoff.ru/invest/bonds/RU000A106M25/
452,Novabev Group,RU000A104Y15,945.3,Высокий,43.0,46.98,1000.0,2.0,93.96,986.58,9.94,https://www.tinkoff.ru/invest/bonds/RU000A104Y15/
453,Башкирская содовая компания выпуск 2,RU000A101UR4,930.0,Высокий,19.0,14.27,1000.0,4.0,57.08,57.08,6.14,https://www.tinkoff.ru/invest/bonds/RU000A101UR4/
454,Новые технологии,RU000A105DL4,1009.0,Высокий,47.0,58.55,1000.0,2.0,117.1,1346.65,11.61,https://www.tinkoff.ru/invest/bonds/RU000A105DL4/
455,Карачаево-Черкесская республика выпуск 1,RU000A0ZYL22,732.975,Высокий,13.0,14.09,750.0,4.0,56.36,42.27,7.69,https://www.tinkoff.ru/invest/bonds/RU000A0ZYL22/
456,Альфа-Банк выпуск 18,RU000A0JX5W4,960.0,Высокий,97.0,40.28,1000.0,2.0,80.56,1933.44,8.39,https://www.tinkoff.ru/invest/bonds/RU000A0JX5W4/
457,Газпромбанк 001P выпуск 14,RU000A101350,942.8,Высокий,12.0,30.19,1000.0,2.0,60.38,181.14,6.4,https://www.tinkoff.ru/invest/bonds/RU000A101350/
