,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
410,Ульяновская область выпуск 3,RU000A102CX8,262.44,Средний,21.0,2024-02-14 00:00:00,4.0,300.0,4.0,16.0,20.0,6.1,https://www.tinkoff.ru/invest/bonds/RU000A102CX8/
411,ГТЛК выпуск 16,RU000A101GD3,548.5625,Средний,49.0,2024-02-22 00:00:00,9.4,625.0,4.0,37.6,112.8,6.85,https://www.tinkoff.ru/invest/bonds/RU000A101GD3/
412,ЕвроТранс,RU000A105PP9,992.2,Средний,22.0,2024-01-21 00:00:00,9.57,1000.0,12.0,114.84,9.57,11.57,https://www.tinkoff.ru/invest/bonds/RU000A105PP9/
413,Борец Капитал 1P-01,RU000A105ZX2,957.1,Высокий,26.0,2024-03-21 00:00:00,25.66,1000.0,4.0,102.64,153.96,10.72,https://www.tinkoff.ru/invest/bonds/RU000A105ZX2/
414,Лайфстрим выпуск 1,RU000A102QX8,995.9,Средний,0.0,2024-02-06 00:00:00,21.66,1000.0,4.0,86.64,0.0,8.7,https://www.tinkoff.ru/invest/bonds/RU000A102QX8/
415,ГТЛК выпуск 4,RU000A0JXPG2,966.0,Средний,98.0,2024-01-16 00:00:00,26.71,1000.0,4.0,106.84,641.04,11.06,https://www.tinkoff.ru/invest/bonds/RU000A0JXPG2/
416,Делимобиль 1Р-03,RU000A106UW3,992.9,Высокий,43.0,2024-02-05 00:00:00,9.74,1000.0,12.0,116.88,29.22,11.77,https://www.tinkoff.ru/invest/bonds/RU000A106UW3/
417,ВТБ Б-1-320,RU000A106M25,975.5,Высокий,6.0,2024-01-27 00:00:00,6.61,1000.0,12.0,79.32,0.0,8.13,https://www.tinkoff.ru/invest/bonds/RU000A106M25/
418,ЕвроТранс БО-001P-03,RU000A1061K1,991.9,Средний,37.0,2024-01-29 00:00:00,9.66,1000.0,12.0,115.92,28.98,11.69,https://www.tinkoff.ru/invest/bonds/RU000A1061K1/
419,ИНАРКТИКА выпуск 1,RU000A102TT0,993.3,Высокий,1.0,2024-03-06 00:00:00,41.15,1000.0,2.0,82.3,0.0,8.29,https://www.tinkoff.ru/invest/bonds/RU000A102TT0/
420,Урожай серия 3,RU000A106J04,1035.5,Низкий,29.0,2024-04-09 00:00:00,34.63,1000.0,4.0,138.52,242.41,13.38,https://www.tinkoff.ru/invest/bonds/RU000A106J04/
421,Уральская Сталь БО-1Р-2,RU000A1066A1,932.7,Высокий,27.0,2024-01-26 00:00:00,22.97,1000.0,4.0,91.88,137.82,9.85,https://www.tinkoff.ru/invest/bonds/RU000A1066A1/
422,Росагролизинг выпуск 2,RU000A102TA0,885.0,Высокий,25.0,2024-02-28 00:00:00,34.19,1000.0,2.0,68.38,410.28,7.73,https://www.tinkoff.ru/invest/bonds/RU000A102TA0/
423,СЭЗ им. Серго Орджоникидзе выпуск 2,RU000A102556,905.3,Средний,43.0,2024-03-19 00:00:00,22.62,1000.0,4.0,90.48,226.2,9.99,https://www.tinkoff.ru/invest/bonds/RU000A102556/
424,Сбер Банк,RU000A101QW2,969.4,Высокий,4.0,2024-05-31 00:00:00,24.45,1000.0,2.0,48.9,48.9,5.04,https://www.tinkoff.ru/invest/bonds/RU000A101QW2/
425,Совкомбанк БО-П4,RU000A103NZ8,960.0,Высокий,7.0,2024-03-08 00:00:00,17.49,1000.0,4.0,69.96,17.49,7.29,https://www.tinkoff.ru/invest/bonds/RU000A103NZ8/
426,ТомскАдм 8,RU000A102LR1,556.86,Средний,23.0,2024-03-01 00:00:00,8.7,600.0,4.0,34.8,43.5,6.25,https://www.tinkoff.ru/invest/bonds/RU000A102LR1/
427,Москва выпуск 72,RU000A1030S9,980.0,Высокий,3.0,2024-04-23 00:00:00,28.36,1000.0,2.0,56.72,28.36,5.79,https://www.tinkoff.ru/invest/bonds/RU000A1030S9/
428,АльфаБанк 002Р выпуск 12,RU000A1036E6,972.6,Высокий,4.0,2024-06-04 00:00:00,31.15,1000.0,2.0,62.3,62.3,6.41,https://www.tinkoff.ru/invest/bonds/RU000A1036E6/
429,Биннофарм Групп выпуск 1,RU000A1043Z7,999.5,Высокий,153.0,2024-02-21 00:00:00,29.58,1000.0,4.0,118.32,1124.04,11.84,https://www.tinkoff.ru/invest/bonds/RU000A1043Z7/
430,Автодор БО-005P-05,RU000A1078L3,1000.0,Высокий,10.0,2024-02-20 00:00:00,30.45,1000.0,4.0,121.8,60.9,12.18,https://www.tinkoff.ru/invest/bonds/RU000A1078L3/
431,Кировский завод выпуск 1,RU000A101S99,956.5,Средний,16.0,2024-03-05 00:00:00,23.84,1000.0,4.0,95.36,95.36,9.97,https://www.tinkoff.ru/invest/bonds/RU000A101S99/
432,Медси 1P01,RU000A105YA3,952.7,Высокий,169.0,2024-03-14 00:00:00,21.32,1000.0,4.0,85.28,895.44,8.95,https://www.tinkoff.ru/invest/bonds/RU000A105YA3/
433,Альфа-Банк выпуск 18,RU000A0JX5W4,955.5,Высокий,95.0,2024-07-15 00:00:00,40.28,1000.0,2.0,80.56,1893.16,8.43,https://www.tinkoff.ru/invest/bonds/RU000A0JX5W4/
434,ИКС 5 Финанс выпуск 12,RU000A101UQ6,954.8,Высокий,136.0,2024-06-25 00:00:00,38.8,1000.0,2.0,77.6,2638.4,8.13,https://www.tinkoff.ru/invest/bonds/RU000A101UQ6/
435,Медси выпуск 001Р-02,RU000A105YB1,932.2,Высокий,169.0,2024-03-14 00:00:00,21.75,1000.0,4.0,87.0,913.5,9.33,https://www.tinkoff.ru/invest/bonds/RU000A105YB1/
436,Сбер Банк 001P-SBER15,RU000A101C89,998.1,Высокий,0.0,2024-01-22 00:00:00,27.32,1000.0,2.0,54.64,0.0,5.47,https://www.tinkoff.ru/invest/bonds/RU000A101C89/
437,РСХБ 08Т1,RU000A0JWV63,999.8,Средний,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWV63/
438,ЛСР выпуск 8,RU000A106888,975.8,Высокий,27.0,2024-02-14 00:00:00,27.58,1000.0,4.0,110.32,165.48,11.31,https://www.tinkoff.ru/invest/bonds/RU000A106888/
439,Башкирская содовая компания выпуск 2,RU000A101UR4,928.5,Высокий,17.0,2024-03-26 00:00:00,14.27,1000.0,4.0,57.08,57.08,6.15,https://www.tinkoff.ru/invest/bonds/RU000A101UR4/
440,Европлан БО 08,RU000A0ZZBV2,950.0,Высокий,53.0,2024-06-25 00:00:00,44.89,1000.0,2.0,89.78,1167.14,9.45,https://www.tinkoff.ru/invest/bonds/RU000A0ZZBV2/
441,Южуралзолото ГК оббП03,RU000A106656,937.0,Высокий,21.0,2024-04-25 00:00:00,43.59,1000.0,2.0,87.18,435.9,9.3,https://www.tinkoff.ru/invest/bonds/RU000A106656/
442,НКНХ выпуск 1,RU000A0ZZZ17,926.2,Высокий,58.0,2024-06-13 00:00:00,42.28,1000.0,2.0,84.56,1226.12,9.13,https://www.tinkoff.ru/invest/bonds/RU000A0ZZZ17/
443,Газпром Капитал БО-001P-02,RU000A100LL8,970.2,Высокий,5.0,2024-07-11 00:00:00,33.76,1000.0,2.0,67.52,67.52,6.96,https://www.tinkoff.ru/invest/bonds/RU000A100LL8/
444,ЕвроТранс БО-001P-02,RU000A105TS5,993.0,Средний,24.0,2024-02-04 00:00:00,9.57,1000.0,12.0,114.84,19.14,11.56,https://www.tinkoff.ru/invest/bonds/RU000A105TS5/
445,Тойота Банк выпуск 5,RU000A104L36,969.3,Высокий,13.0,2024-02-27 00:00:00,47.85,1000.0,2.0,95.7,287.1,9.87,https://www.tinkoff.ru/invest/bonds/RU000A104L36/
446,ТМК выпуск 7,RU000A0JXSF8,954.9,Высокий,40.0,2024-05-24 00:00:00,45.07,1000.0,2.0,90.14,901.4,9.44,https://www.tinkoff.ru/invest/bonds/RU000A0JXSF8/
447,СДЭК-Глобал выпуск 1,RU000A102SM7,926.8,Средний,37.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A102SM7/
448,Банк ВТБ Б-1-319,RU000A106DN8,976.3,Высокий,4.0,2024-01-16 00:00:00,6.0,1000.0,12.0,72.0,0.0,7.37,https://www.tinkoff.ru/invest/bonds/RU000A106DN8/
449,ДОМ.РФ Социальные облигации выпуск 1,RU000A103RD6,953.0,Высокий,9.0,2024-05-15 00:00:00,34.63,1000.0,2.0,69.26,138.52,7.27,https://www.tinkoff.ru/invest/bonds/RU000A103RD6/
450,Банк Открытие БО-П выпуск 7,RU000A102R73,994.9,Высокий,24.0,2024-02-09 00:00:00,27.06,1000.0,2.0,54.12,324.72,5.44,https://www.tinkoff.ru/invest/bonds/RU000A102R73/
451,КАМАЗ выпуск 9,RU000A0ZZ885,994.8,Средний,111.0,2024-05-21 00:00:00,54.9,1000.0,2.0,109.8,3019.5,11.04,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ885/
452,МТС выпуск 7,RU000A100238,999.0,Высокий,0.0,2024-01-23 00:00:00,18.79,1000.0,4.0,75.16,0.0,7.52,https://www.tinkoff.ru/invest/bonds/RU000A100238/
453,Автодор БО-6 выпуск 1,RU000A106XP1,1000.8,Высокий,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A106XP1/
454,ГТЛК выпуск 7,RU000A0JW1P8,948.0,Средний,23.0,2024-03-19 00:00:00,23.75,1000.0,4.0,95.0,118.75,10.02,https://www.tinkoff.ru/invest/bonds/RU000A0JW1P8/
455,ГТЛК 1P-08,RU000A0ZYR91,930.0,Средний,108.0,2024-01-30 00:00:00,24.53,1000.0,4.0,98.12,662.31,10.55,https://www.tinkoff.ru/invest/bonds/RU000A0ZYR91/
456,ГТЛК БО-08,RU000A0JWST1,940.0,Средний,31.0,2024-03-05 00:00:00,35.58,1000.0,2.0,71.16,533.7,7.57,https://www.tinkoff.ru/invest/bonds/RU000A0JWST1/
457,Селигдар выпуск 1,RU000A105CS1,948.9,Высокий,21.0,2024-05-01 00:00:00,46.81,1000.0,2.0,93.62,468.1,9.87,https://www.tinkoff.ru/invest/bonds/RU000A105CS1/
458,АФК Система выпуск 11,RU000A100N12,913.9,Высокий,66.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A100N12/
459,КАМАЗ БО-10,RU000A0ZZ877,995.0,Средний,111.0,2024-05-21 00:00:00,54.9,1000.0,2.0,109.8,3019.5,11.04,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ877/
460,ЯТЭК 001Р-03,RU000A1070L0,1016.8,Высокий,32.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1070L0/
461,СУЭК-Финанс выпуск 5,RU000A101CQ4,934.0,Высокий,72.0,2024-01-24 00:00:00,29.93,1000.0,2.0,59.86,1077.48,6.41,https://www.tinkoff.ru/invest/bonds/RU000A101CQ4/
462,Карачаево-Черкесская республика выпуск 1,RU000A0ZYL22,484.05,Высокий,11.0,2024-03-13 00:00:00,9.4,500.0,4.0,37.6,18.8,7.77,https://www.tinkoff.ru/invest/bonds/RU000A0ZYL22/
463,Славнефть,RU000A104WF9,953.8,Высокий,100.0,2024-03-22 00:00:00,22.01,1000.0,4.0,88.04,550.25,9.23,https://www.tinkoff.ru/invest/bonds/RU000A104WF9/
464,ИЭК Холдинг 001P-01,RU000A105PR5,981.4,Высокий,23.0,2024-03-26 00:00:00,27.49,1000.0,4.0,109.96,137.45,11.2,https://www.tinkoff.ru/invest/bonds/RU000A105PR5/
465,Норильский Никель БО-001Р выпуск 1,RU000A100VQ6,956.1,Высокий,8.0,2024-03-26 00:00:00,30.45,1000.0,2.0,60.9,121.8,6.37,https://www.tinkoff.ru/invest/bonds/RU000A100VQ6/
466,Whoosh выпуск 1,RU000A104WS2,995.9,Высокий,17.0,2024-03-27 00:00:00,29.23,1000.0,4.0,116.92,116.92,11.74,https://www.tinkoff.ru/invest/bonds/RU000A104WS2/
467,Банк ДОМ.РФ СУБ-Т2-1,RU000A105XG2,9650000.0,Средний,115.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A105XG2/
468,РЕСО-Лизинг БО-П выпуск 8,RU000A102K39,1009.5,Высокий,82.0,2024-06-17 00:00:00,65.86,1000.0,2.0,131.72,2700.26,13.05,https://www.tinkoff.ru/invest/bonds/RU000A102K39/
469,Мираторг выпуск 1,RU000A103KA7,968.9,Высокий,6.0,2024-02-15 00:00:00,35.93,1000.0,2.0,71.86,107.79,7.42,https://www.tinkoff.ru/invest/bonds/RU000A103KA7/
470,Восточная Стивидорная Компания выпуск 1,RU000A102G50,880.2,Высокий,22.0,2024-06-05 00:00:00,28.36,1000.0,2.0,56.72,311.96,6.44,https://www.tinkoff.ru/invest/bonds/RU000A102G50/
471,АФК Система выпуск 16,RU000A102FS1,907.0,Средний,82.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A102FS1/
472,Домодедово Фьюэл Фасилитис,RU000A105MP6,979.9,Средний,23.0,2024-06-18 00:00:00,55.51,1000.0,2.0,111.02,610.61,11.33,https://www.tinkoff.ru/invest/bonds/RU000A105MP6/
473,ГТЛК выпуск 6,RU000A0JVWJ6,967.0,Средний,21.0,2024-01-22 00:00:00,25.23,1000.0,4.0,100.92,126.15,10.44,https://www.tinkoff.ru/invest/bonds/RU000A0JVWJ6/
474,Завод КЭС выпуск 3,RU000A105AW7,1101.1,Средний,32.0,2024-01-16 00:00:00,43.33,1000.0,4.0,173.32,346.64,15.74,https://www.tinkoff.ru/invest/bonds/RU000A105AW7/
475,РЕСО-Лизинг БО-П выпуск 5,RU000A100NS9,923.3,Высокий,19.0,2024-02-29 00:00:00,36.8,1000.0,2.0,73.6,331.2,7.97,https://www.tinkoff.ru/invest/bonds/RU000A100NS9/
476,Банк Открытие БО-П выпуск 7,RU000A102R73,995.0,Высокий,24.0,2024-02-09 00:00:00,27.06,1000.0,2.0,54.12,324.72,5.44,https://www.tinkoff.ru/invest/bonds/RU000A102R73/
477,Славнефть,RU000A104WF9,953.8,Высокий,100.0,2024-03-22 00:00:00,22.01,1000.0,4.0,88.04,550.25,9.23,https://www.tinkoff.ru/invest/bonds/RU000A104WF9/
478,Соколов выпуск 1,RU000A105PK0,994.7,Высокий,23.0,2024-03-26 00:00:00,29.06,1000.0,4.0,116.24,145.3,11.69,https://www.tinkoff.ru/invest/bonds/RU000A105PK0/
479,Делимобиль выпуск 1,RU000A1052T1,989.9,Высокий,18.0,2024-02-07 00:00:00,28.19,1000.0,4.0,112.76,112.76,11.39,https://www.tinkoff.ru/invest/bonds/RU000A1052T1/
480,Сбербанк,RU000A103WV8,962.0,Высокий,9.0,2024-05-17 00:00:00,38.98,1000.0,2.0,77.96,155.92,8.1,https://www.tinkoff.ru/invest/bonds/RU000A103WV8/
481,ТГК-14 выпуск 001Р-01,RU000A1066J2,1005.8,Средний,27.0,2024-02-01 00:00:00,29.58,1000.0,4.0,118.32,177.48,11.76,https://www.tinkoff.ru/invest/bonds/RU000A1066J2/
482,Электрорешения выпуск 1,RU000A106HF5,970.9,Средний,29.0,2024-04-08 00:00:00,26.62,1000.0,4.0,106.48,186.34,10.97,https://www.tinkoff.ru/invest/bonds/RU000A106HF5/
483,ВТБ Б-1-309,RU000A107613,1004.2,Высокий,9.0,2024-02-07 00:00:00,30.88,1000.0,4.0,123.52,61.76,12.3,https://www.tinkoff.ru/invest/bonds/RU000A107613/
484,Альфа-Банк 2Р-21,RU000A105UW5,954.9,Высокий,13.0,2024-02-17 00:00:00,40.72,1000.0,2.0,81.44,244.32,8.53,https://www.tinkoff.ru/invest/bonds/RU000A105UW5/
485,Новотранс выпуск 3,RU000A105CM4,953.1,Высокий,45.0,2024-01-30 00:00:00,25.32,1000.0,4.0,101.28,278.52,10.63,https://www.tinkoff.ru/invest/bonds/RU000A105CM4/
486,VK выпуск 1,RU000A103QK3,869.5,Средний,31.0,2024-03-19 00:00:00,34.19,1000.0,2.0,68.38,512.85,7.86,https://www.tinkoff.ru/invest/bonds/RU000A103QK3/
0,Европлан БО 03,RU000A100W60,972.7,Высокий,68.0,2024-03-28 00:00:00,43.33,1000.0,2.0,86.66,1473.22,8.91,https://www.tinkoff.ru/invest/bonds/RU000A100W60/
0,Восточная Стивидорная Компания выпуск 1,RU000A102G50,880.3,Высокий,22.0,2024-06-05 00:00:00,28.36,1000.0,2.0,56.72,311.96,6.44,https://www.tinkoff.ru/invest/bonds/RU000A102G50/
0,Делимобиль выпуск 1,RU000A1052T1,989.7,Высокий,18.0,2024-02-07 00:00:00,28.19,1000.0,4.0,112.76,112.76,11.39,https://www.tinkoff.ru/invest/bonds/RU000A1052T1/
0,Новотранс выпуск 3,RU000A105CM4,952.2,Высокий,45.0,2024-01-30 00:00:00,25.32,1000.0,4.0,101.28,278.52,10.64,https://www.tinkoff.ru/invest/bonds/RU000A105CM4/
0,Соколов выпуск 1,RU000A105PK0,994.6,Высокий,23.0,2024-03-26 00:00:00,29.06,1000.0,4.0,116.24,145.3,11.69,https://www.tinkoff.ru/invest/bonds/RU000A105PK0/
0,Всеинструменты.ру выпуск 4,RU000A1034M4,987.0,Средний,4.0,2024-02-19 00:00:00,21.23,1000.0,4.0,84.92,21.23,8.6,https://www.tinkoff.ru/invest/bonds/RU000A1034M4/
0,Москва выпуск 72,RU000A1030S9,980.8,Высокий,3.0,2024-04-23 00:00:00,28.36,1000.0,2.0,56.72,28.36,5.78,https://www.tinkoff.ru/invest/bonds/RU000A1030S9/
0,РЕСО-Лизинг БО-П выпуск 5,RU000A100NS9,923.3,Высокий,19.0,2024-02-29 00:00:00,36.8,1000.0,2.0,73.6,331.2,7.97,https://www.tinkoff.ru/invest/bonds/RU000A100NS9/
0,Электрорешения выпуск 1,RU000A106HF5,970.9,Средний,29.0,2024-04-08 00:00:00,26.62,1000.0,4.0,106.48,186.34,10.97,https://www.tinkoff.ru/invest/bonds/RU000A106HF5/
0,Автодор БО-3 выпуск 3,RU000A105V82,936.1,Высокий,24.0,2024-02-15 00:00:00,44.63,1000.0,2.0,89.26,535.56,9.54,https://www.tinkoff.ru/invest/bonds/RU000A105V82/
0,VK выпуск 1,RU000A103QK3,869.2,Средний,31.0,2024-03-19 00:00:00,34.19,1000.0,2.0,68.38,512.85,7.87,https://www.tinkoff.ru/invest/bonds/RU000A103QK3/
0,ТГК-14 выпуск 001Р-01,RU000A1066J2,1005.8,Средний,27.0,2024-02-01 00:00:00,29.58,1000.0,4.0,118.32,177.48,11.76,https://www.tinkoff.ru/invest/bonds/RU000A1066J2/
0,Славнефть,RU000A104WF9,952.3,Высокий,100.0,2024-03-22 00:00:00,22.01,1000.0,4.0,88.04,550.25,9.24,https://www.tinkoff.ru/invest/bonds/RU000A104WF9/
0,РедСофт2P4,RU000A106CR1,1006.7,Средний,28.0,2024-03-08 00:00:00,29.58,1000.0,4.0,118.32,207.06,11.75,https://www.tinkoff.ru/invest/bonds/RU000A106CR1/
0,АФК Система выпуск 16,RU000A102FS1,906.5,Средний,82.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102FS1/
0,РЖД выпуск 19,RU000A0JQ7Z2,972.8,Высокий,5.0,2024-07-08 00:00:00,34.02,1000.0,2.0,68.04,68.04,6.99,https://www.tinkoff.ru/invest/bonds/RU000A0JQ7Z2/
0,Краснодарский край выпуск 2,RU000A0ZZ8X4,472.55,Высокий,16.0,2024-02-27 00:00:00,8.27,500.0,4.0,33.08,33.08,7.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ8X4/
0,Аэрофлот выпуск 1,RU000A103943,892.9,Средний,28.0,2024-03-14 00:00:00,18.1,1000.0,4.0,72.4,126.7,8.11,https://www.tinkoff.ru/invest/bonds/RU000A103943/
0,Истринская Сыроварня выпуск 2,RU000A106SL0,1002.7,Средний,30.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106SL0/
0,Ульяновская область выпуск 4,RU000A1040S8,704.925,Средний,33.0,2024-03-14 00:00:00,15.49,750.0,4.0,61.96,123.92,8.79,https://www.tinkoff.ru/invest/bonds/RU000A1040S8/
0,ВТБ Б-1-309,RU000A107613,1004.5,Высокий,9.0,2024-02-07 00:00:00,30.88,1000.0,4.0,123.52,61.76,12.3,https://www.tinkoff.ru/invest/bonds/RU000A107613/
0,Черкизово выпуск БО-001Р-05,RU000A105C28,943.0,Высокий,21.0,2024-01-25 00:00:00,21.58,1000.0,4.0,86.32,107.9,9.15,https://www.tinkoff.ru/invest/bonds/RU000A105C28/
0,Элемент Лизинг 001P выпуск 3,RU000A102VW0,123.8625,Высокий,2.0,2024-03-19 00:00:00,2.17,125.0,4.0,8.68,0.0,7.01,https://www.tinkoff.ru/invest/bonds/RU000A102VW0/
0,Московская область выпуск 12,RU000A100XP4,238.75,Высокий,8.0,2024-04-09 00:00:00,3.74,250.0,4.0,14.96,7.48,6.27,https://www.tinkoff.ru/invest/bonds/RU000A100XP4/
0,Артген выпуск 1,RU000A103DT2,935.2,Средний,29.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103DT2/
0,ВТБ Б-1-231,RU000A103BE8,974.9,Высокий,5.0,2024-03-29 00:00:00,15.66,1000.0,4.0,62.64,15.66,6.43,https://www.tinkoff.ru/invest/bonds/RU000A103BE8/
0,Росагролизинг выпуск 3,RU000A103QL1,882.9,Средний,32.0,2024-03-20 00:00:00,36.63,1000.0,2.0,73.26,586.08,8.3,https://www.tinkoff.ru/invest/bonds/RU000A103QL1/
0,Селектел выпуск 2,RU000A105FS4,963.0,Высокий,21.0,2024-05-14 00:00:00,49.85,1000.0,2.0,99.7,498.5,10.35,https://www.tinkoff.ru/invest/bonds/RU000A105FS4/
0,Ростелеком 001 выпуск 5,RU000A100881,919.9,Высокий,62.0,2024-03-27 00:00:00,36.37,1000.0,2.0,72.74,1127.47,7.91,https://www.tinkoff.ru/invest/bonds/RU000A100881/
0,Завод КЭС выпуск 3,RU000A105AW7,1105.2,Средний,32.0,2024-01-16 00:00:00,43.33,1000.0,4.0,173.32,346.64,15.68,https://www.tinkoff.ru/invest/bonds/RU000A105AW7/
0,ГТЛК БО-04,RU000A0JVA10,1002.7,Средний,13.0,2024-03-07 00:00:00,29.93,1000.0,4.0,119.72,89.79,11.94,https://www.tinkoff.ru/invest/bonds/RU000A0JVA10/
0,Газпром выпуск 23,RU000A0ZZET0,924.9,Высокий,293.0,2024-01-23 00:00:00,35.06,1000.0,2.0,70.12,5118.76,7.58,https://www.tinkoff.ru/invest/bonds/RU000A0ZZET0/
0,Новотранс выпуск 4,RU000A106SP1,972.9,Высокий,31.0,2024-02-27 00:00:00,26.54,1000.0,4.0,106.16,185.78,10.91,https://www.tinkoff.ru/invest/bonds/RU000A106SP1/
0,Татнефтехим 001P выпуск 1,RU000A103UL3,1009.6,Средний,31.0,2024-01-29 00:00:00,21.4,1000.0,6.0,128.4,107.0,12.72,https://www.tinkoff.ru/invest/bonds/RU000A103UL3/
0,Автодор БO-004P-04,RU000A106C92,927.7,Средний,52.0,2024-06-04 00:00:00,44.11,1000.0,2.0,88.22,1146.86,9.51,https://www.tinkoff.ru/invest/bonds/RU000A106C92/
0,Норильский Никель БО-001Р выпуск 2,RU000A105A61,939.1,Высокий,44.0,2024-04-09 00:00:00,42.28,1000.0,2.0,84.56,930.16,9.0,https://www.tinkoff.ru/invest/bonds/RU000A105A61/
0,Саратовская область выпуск 1,RU000A0ZYG60,382.64,Высокий,10.0,2024-02-21 00:00:00,6.96,400.0,4.0,27.84,13.92,7.28,https://www.tinkoff.ru/invest/bonds/RU000A0ZYG60/
0,Почта России,RU000A104W17,927.0,Высокий,100.0,2024-06-18 00:00:00,44.02,1000.0,2.0,88.04,2201.0,9.5,https://www.tinkoff.ru/invest/bonds/RU000A104W17/
0,Европлан 001Р-05,RU000A105518,965.6,Высокий,19.0,2024-02-28 00:00:00,22.71,1000.0,4.0,90.84,90.84,9.41,https://www.tinkoff.ru/invest/bonds/RU000A105518/
0,Сбер Банк 001P-SBER42,RU000A105SD9,949.4,Средний,13.0,2024-03-03 00:00:00,38.11,1000.0,2.0,76.22,228.66,8.03,https://www.tinkoff.ru/invest/bonds/RU000A105SD9/
0,Краснодар,RU000A102KT9,553.44,Высокий,23.0,2024-03-21 00:00:00,8.7,600.0,4.0,34.8,43.5,6.29,https://www.tinkoff.ru/invest/bonds/RU000A102KT9/
0,Белгородская область выпуск 14,RU000A101PA0,701.025,Высокий,16.0,2024-02-16 00:00:00,9.57,750.0,4.0,38.28,38.28,5.46,https://www.tinkoff.ru/invest/bonds/RU000A101PA0/
0,Газпром капитал БО-001Р выпуск 3,RU000A101QM3,902.0,Высокий,16.0,2024-05-28 00:00:00,24.71,1000.0,2.0,49.42,197.68,5.48,https://www.tinkoff.ru/invest/bonds/RU000A101QM3/
0,Курская область выпуск 1,RU000A0ZYCD1,282.78,Высокий,20.0,2024-04-12 00:00:00,5.13,300.0,4.0,20.52,25.65,7.26,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCD1/
0,Почта России,RU000A1055Y4,872.3,Высокий,103.0,2024-03-06 00:00:00,40.11,1000.0,2.0,80.22,2045.61,9.2,https://www.tinkoff.ru/invest/bonds/RU000A1055Y4/
0,СФО ВТБ РКС Эталон 03,RU000A106ZP6,1004.3,Высокий,106.0,2024-02-03 00:00:00,9.92,1000.0,12.0,119.04,79.36,11.85,https://www.tinkoff.ru/invest/bonds/RU000A106ZP6/
0,МТС 001P-23,RU000A105NA6,955.8,Высокий,11.0,2024-03-20 00:00:00,18.18,1000.0,4.0,72.72,36.36,7.61,https://www.tinkoff.ru/invest/bonds/RU000A105NA6/
0,ИЭК Холдинг 001P-02,RU000A107E08,1025.6,Высокий,10.0,2024-02-13 00:00:00,11.57,1000.0,12.0,138.84,0.0,13.54,https://www.tinkoff.ru/invest/bonds/RU000A107E08/
0,Магаданская область 34003,RU000A106YE3,1008.0,Средний,56.0,2024-03-27 00:00:00,29.75,1000.0,4.0,119.0,416.5,11.81,https://www.tinkoff.ru/invest/bonds/RU000A106YE3/
0,ФСК Россети 001P-07R,RU000A105PH6,939.8,Высокий,166.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105PH6/
0,Авто Финанс Банк выпуск 10,RU000A105HN1,950.0,Средний,22.0,2024-05-31 00:00:00,46.2,1000.0,2.0,92.4,508.2,9.73,https://www.tinkoff.ru/invest/bonds/RU000A105HN1/
0,ЕвроХим выпуск 8,RU000A101LJ0,937.1,Высокий,14.0,2024-04-16 00:00:00,34.89,1000.0,2.0,69.78,244.23,7.45,https://www.tinkoff.ru/invest/bonds/RU000A101LJ0/
0,Почта России,RU000A104V75,939.7,Высокий,100.0,2024-06-05 00:00:00,49.42,1000.0,2.0,98.84,2471.0,10.52,https://www.tinkoff.ru/invest/bonds/RU000A104V75/
0,Альфа-Банк 2Р-21,RU000A105UW5,957.4,Высокий,13.0,2024-02-17 00:00:00,40.72,1000.0,2.0,81.44,244.32,8.51,https://www.tinkoff.ru/invest/bonds/RU000A105UW5/
0,Нижегородская область выпуск 15,RU000A102DS6,898.0,Высокий,28.0,2024-02-20 00:00:00,13.22,1000.0,4.0,52.88,92.54,5.89,https://www.tinkoff.ru/invest/bonds/RU000A102DS6/
0,Омская область выпуск 4,RU000A102DR8,910.5,Высокий,22.0,2024-02-20 00:00:00,13.92,1000.0,4.0,55.68,69.6,6.12,https://www.tinkoff.ru/invest/bonds/RU000A102DR8/
