,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,НКД,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Осталось выплат,Доходность(% в год),Доходность(все время),Ссылка,Статус квал. инвестора
121,ТЕХНО Лизинг выпуск 3,RU000A102234,946.8,Низкий,16.0,2024-04-07,8.0,8.87,1000.0,12.0,106.44,16.0,11.24,142.0,https://www.tinkoff.ru/invest/bonds/RU000A102234/,Не важен / Неизвестно
122,КЛС-Трейд БО-02,RU000A105QL6,1000.8,Низкий,9.0,2024-04-09,40.0,38.98,1000.0,4.0,155.92,3.0,15.58,117.0,https://www.tinkoff.ru/invest/bonds/RU000A105QL6/,Не важен / Неизвестно
123,СЕЛЛ-Сервис БО-01,RU000A107GT6,1018.0,Средний,44.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107GT6/,Не важен / Неизвестно
124,Бизнес Альянс 1Р-01,RU000A105YQ9,950.1,Низкий,23.0,2024-06-13,7.0,32.19,1000.0,4.0,128.76,8.0,13.55,258.0,https://www.tinkoff.ru/invest/bonds/RU000A105YQ9/,Не важен / Неизвестно
125,Мой самокат БО-01,RU000A107PE9,1037.2,Низкий,21.0,2024-04-28,1.0,14.27,1000.0,12.0,171.24,21.0,16.51,300.0,https://www.tinkoff.ru/invest/bonds/RU000A107PE9/,Не важен / Неизвестно
126,БЭЛТИ-ГРАНД БО-П05,RU000A105427,771.12,Низкий,24.0,2024-04-13,5.0,8.0,800.0,12.0,96.0,24.0,12.45,192.0,https://www.tinkoff.ru/invest/bonds/RU000A105427/,Не важен / Неизвестно
127,МаксимаТелеком выпуск 1,RU000A101XD8,937.7,Средний,27.0,2024-07-16,19.0,41.15,1000.0,2.0,82.3,4.0,8.78,165.0,https://www.tinkoff.ru/invest/bonds/RU000A101XD8/,Не важен / Неизвестно
128,РКК выпуск 2,RU000A105ZW4,1004.2,Средний,35.0,2024-06-20,5.0,38.98,1000.0,4.0,155.92,12.0,15.53,468.0,https://www.tinkoff.ru/invest/bonds/RU000A105ZW4/,Не важен / Неизвестно
129,Моторные технологии 001Р-04,RU000A107TD3,1007.8,Средний,58.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107TD3/,Не важен / Неизвестно
130,Аквилон-Лизинг БО-03-001P,RU000A107M32,999.5,Низкий,33.0,2024-04-23,33.0,38.37,1000.0,4.0,153.48,11.0,15.36,422.0,https://www.tinkoff.ru/invest/bonds/RU000A107M32/,Не важен / Неизвестно
131,КИФА выпуск 1,RU000A106EV9,958.9,Средний,26.0,2024-06-24,2.0,31.41,1000.0,4.0,125.64,9.0,13.1,283.0,https://www.tinkoff.ru/invest/bonds/RU000A106EV9/,Не важен / Неизвестно
132,Электрощит-Стройсистема выпуск 2,RU000A101UD4,947.0,Низкий,14.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101UD4/,Не важен / Неизвестно
133,КАМАЗ БО-10,RU000A0ZZ877,990.2,Средний,109.0,2024-05-21,45.0,54.9,1000.0,2.0,109.8,18.0,11.09,988.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ877/,Не важен / Неизвестно
134,КАМАЗ выпуск 9,RU000A0ZZ885,992.3,Средний,109.0,2024-05-21,45.0,54.9,1000.0,2.0,109.8,18.0,11.07,988.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ885/,Не важен / Неизвестно
135,СОБИЛИЗ1Р2,RU000A106AK0,765.905,Низкий,25.0,2024-04-24,2.0,8.0,790.0,12.0,96.0,25.0,12.53,200.0,https://www.tinkoff.ru/invest/bonds/RU000A106AK0/,Не важен / Неизвестно
136,Гарант-Инвест 002P-07,RU000A106SK2,990.3,Средний,52.0,2024-04-25,2.0,10.35,1000.0,12.0,124.2,52.0,12.54,538.0,https://www.tinkoff.ru/invest/bonds/RU000A106SK2/,Не важен / Неизвестно
137,Лизинг-Трейд выпуск 2,RU000A1029F8,573.98895,Низкий,6.0,2024-04-04,4.0,4.44,583.5,12.0,53.28,6.0,9.28,27.0,https://www.tinkoff.ru/invest/bonds/RU000A1029F8/,Не важен / Неизвестно
138,Трейдберри БО-01,RU000A106VN0,1002.5,Средний,28.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106VN0/,Не важен / Неизвестно
139,ЛК РОДЕЛЕН 001P-03,RU000A105M59,984.6,Средний,43.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105M59/,Не важен / Неизвестно
140,ГазТрансСнаб 001Р-01,RU000A1075D6,1049.5,Средний,54.0,2024-04-30,34.0,43.33,1000.0,4.0,173.32,18.0,16.51,780.0,https://www.tinkoff.ru/invest/bonds/RU000A1075D6/,Не важен / Неизвестно
141,СибАвтоТранс выпуск 1,RU000A105SZ2,1004.0,Низкий,33.0,2024-05-02,29.0,38.98,1000.0,4.0,155.92,11.0,15.53,429.0,https://www.tinkoff.ru/invest/bonds/RU000A105SZ2/,Не важен / Неизвестно
142,ПР-Лизинг выпуск 3,RU000A100Q35,962.6,Средний,27.0,2024-04-18,3.0,7.83,1000.0,12.0,93.96,27.0,9.76,211.0,https://www.tinkoff.ru/invest/bonds/RU000A100Q35/,Не важен / Неизвестно
143,Электроаппарат БО-01,RU000A104WZ7,996.1,Низкий,26.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A104WZ7/,Не важен / Неизвестно
144,Глоракс 001P-02,RU000A108132,997.9,Средний,23.0,2024-04-14,8.0,12.27,1000.0,12.0,147.24,23.0,14.75,282.0,https://www.tinkoff.ru/invest/bonds/RU000A108132/,Не важен / Неизвестно
145,Энергоника 001Р-04,RU000A106R79,967.5,Средний,52.0,2024-05-16,20.0,34.63,1000.0,4.0,138.52,17.0,14.32,589.0,https://www.tinkoff.ru/invest/bonds/RU000A106R79/,Не важен / Неизвестно
146,СПМК БО-01,RU000A105BW5,1003.8,Низкий,18.0,2024-04-25,33.0,38.98,1000.0,4.0,155.92,6.0,15.53,234.0,https://www.tinkoff.ru/invest/bonds/RU000A105BW5/,Не важен / Неизвестно
147,ДиректЛизинг 002P-01,RU000A106GY8,833.175,Низкий,39.0,2024-04-04,29.0,26.54,875.0,4.0,106.16,13.0,12.74,345.0,https://www.tinkoff.ru/invest/bonds/RU000A106GY8/,Не важен / Неизвестно
148,Роял Капитал БО-П10,RU000A1079H9,1006.9,Низкий,31.0,2024-05-28,18.0,43.33,1000.0,4.0,173.32,10.0,17.21,433.0,https://www.tinkoff.ru/invest/bonds/RU000A1079H9/,Не важен / Неизвестно
149,ГЛОРАКС 01,RU000A1053W3,955.7,Средний,16.0,2024-05-20,16.0,29.58,1000.0,4.0,118.32,5.0,12.38,148.0,https://www.tinkoff.ru/invest/bonds/RU000A1053W3/,Не важен / Неизвестно
150,Вита Лайн 001Р выпуск 2,RU000A102B97,957.8,Средний,18.0,2024-04-30,16.0,21.14,1000.0,4.0,84.56,6.0,8.83,127.0,https://www.tinkoff.ru/invest/bonds/RU000A102B97/,Не важен / Неизвестно
151,Лизинг-Трейд 1P-08,RU000A106987,933.0,Низкий,48.0,2024-04-17,5.0,10.35,1000.0,12.0,124.2,48.0,13.31,497.0,https://www.tinkoff.ru/invest/bonds/RU000A106987/,Не важен / Неизвестно
152,Лизинг-Трейд выпуск 9,RU000A106GB6,922.1,Низкий,50.0,2024-03-30,0.0,10.0,1000.0,12.0,120.0,50.0,13.01,500.0,https://www.tinkoff.ru/invest/bonds/RU000A106GB6/,Не важен / Неизвестно
153,МФК Фордевинд,RU000A105849,731.376,Низкий,17.0,2024-04-13,7.0,10.18,720.0,12.0,122.16,17.0,16.7,173.0,https://www.tinkoff.ru/invest/bonds/RU000A105849/,Не важен / Неизвестно
154,АйДи Коллект выпуск 4,RU000A106XT3,986.2,Низкий,29.0,2024-04-22,4.0,11.74,1000.0,12.0,140.88,29.0,14.29,340.0,https://www.tinkoff.ru/invest/bonds/RU000A106XT3/,Не важен / Неизвестно
155,Альфа Дон Транс выпуск 1,RU000A106Y70,1010.9,Средний,41.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106Y70/,Не важен / Неизвестно
156,Бизнес Альянс 001Р-04,RU000A107QM0,1007.0,Низкий,33.0,2024-04-05,14.0,14.27,1000.0,12.0,171.24,33.0,17.0,471.0,https://www.tinkoff.ru/invest/bonds/RU000A107QM0/,Не важен / Неизвестно
157,Охта Групп выпуск 2,RU000A1040V2,971.8,Низкий,7.0,2024-05-14,16.0,27.06,1000.0,4.0,108.24,2.0,11.14,54.0,https://www.tinkoff.ru/invest/bonds/RU000A1040V2/,Не важен / Неизвестно
158,ЖКХ Якутии выпуск 1,RU000A100PB0,986.7,Средний,27.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A100PB0/,Не важен / Неизвестно
159,ЭкономЛизинг 001Р-05,RU000A106R12,964.0,Средний,28.0,2024-05-15,20.0,33.58,1000.0,4.0,134.32,9.0,13.93,302.0,https://www.tinkoff.ru/invest/bonds/RU000A106R12/,Не важен / Неизвестно
160,ПЗ Пушкинское выпуск 1,RU000A104JF6,970.7,Низкий,22.0,2024-05-13,18.0,29.58,1000.0,4.0,118.32,7.0,12.19,207.0,https://www.tinkoff.ru/invest/bonds/RU000A104JF6/,Не важен / Неизвестно
161,Истринская Сыроварня выпуск 2,RU000A106SL0,998.3,Средний,28.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106SL0/,Не важен / Неизвестно
162,Лизинг-Трейд 1P-07,RU000A105WZ4,940.8,Низкий,46.0,2024-03-31,0.0,10.35,1000.0,12.0,124.2,46.0,13.2,476.0,https://www.tinkoff.ru/invest/bonds/RU000A105WZ4/,Не важен / Неизвестно
163,МСБ-Лизинг 003Р-02,RU000A107C91,1003.3,Средний,31.0,2024-04-06,12.0,12.79,1000.0,12.0,153.48,31.0,15.3,396.0,https://www.tinkoff.ru/invest/bonds/RU000A107C91/,Не важен / Неизвестно
164,ГТЛК 001 выпуск 6,RU000A0ZYAP9,674.26632,Средний,101.0,2024-06-12,6.0,25.23,671.58,4.0,100.92,34.0,14.97,858.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYAP9/,Не важен / Неизвестно
165,Саммит 001P-02,RU000A107AZ6,997.2,Низкий,31.0,2024-03-30,1.0,14.96,1000.0,12.0,179.52,31.0,18.0,464.0,https://www.tinkoff.ru/invest/bonds/RU000A107AZ6/,Не важен / Неизвестно
166,СУЭК-Финанс выпуск 6,RU000A102986,993.1,Средний,78.0,2024-04-18,30.0,29.06,1000.0,2.0,58.12,13.0,5.85,378.0,https://www.tinkoff.ru/invest/bonds/RU000A102986/,Не важен / Неизвестно
167,АПРИ Флай Плэнинг,RU000A105DS9,1020.0,Средний,31.0,2024-05-07,31.0,45.5,1000.0,4.0,182.0,10.0,17.84,455.0,https://www.tinkoff.ru/invest/bonds/RU000A105DS9/,Не важен / Неизвестно
168,ЭконЛиз1Р4,RU000A1067T9,935.7,Низкий,25.0,2024-05-14,18.0,29.58,1000.0,4.0,118.32,8.0,12.65,237.0,https://www.tinkoff.ru/invest/bonds/RU000A1067T9/,Не важен / Неизвестно
169,Мосрегионлифт БО-01,RU000A105RU5,1008.0,Низкий,21.0,2024-04-18,6.0,12.79,1000.0,12.0,153.48,21.0,15.23,269.0,https://www.tinkoff.ru/invest/bonds/RU000A105RU5/,Не важен / Неизвестно
170,Проект 111 001Р-01,RU000A106U90,945.9,Средний,29.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106U90/,Не важен / Неизвестно
171,Айди Коллект выпуск 2,RU000A104JV3,996.5,Низкий,10.0,2024-04-06,11.0,11.74,1000.0,12.0,140.88,10.0,14.14,117.0,https://www.tinkoff.ru/invest/bonds/RU000A104JV3/,Не важен / Неизвестно
172,Сибстекло БО-П04,RU000A107209,999.9,Средний,41.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107209/,Не важен / Неизвестно
173,Лизинг-Трейд 001P-06,RU000A105RF6,946.0,Низкий,44.0,2024-04-13,7.0,10.35,1000.0,12.0,124.2,44.0,13.13,455.0,https://www.tinkoff.ru/invest/bonds/RU000A105RF6/,Не важен / Неизвестно
174,ВИС Финанс выпуск 1,RU000A102952,988.8,Высокий,42.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102952/,Не важен / Неизвестно
175,МК Лизинг БО-01,RU000A107720,1011.1,Средний,31.0,2024-04-17,7.0,12.96,1000.0,12.0,155.52,31.0,15.38,402.0,https://www.tinkoff.ru/invest/bonds/RU000A107720/,Не важен / Неизвестно
176,Транс-Миссия БО-02,RU000A107FG5,1022.0,Низкий,44.0,2024-04-19,6.0,14.44,1000.0,12.0,173.28,44.0,16.95,635.0,https://www.tinkoff.ru/invest/bonds/RU000A107FG5/,Не важен / Неизвестно
177,Солид-Лизинг БО-001-07,RU000A105P07,825.69,Низкий,20.0,2024-04-16,5.0,8.79,850.0,12.0,105.48,20.0,12.77,176.0,https://www.tinkoff.ru/invest/bonds/RU000A105P07/,Не важен / Неизвестно
178,Мосгорломбард выпуск 3,RU000A106FW4,971.8,Низкий,38.0,2024-06-28,1.0,34.63,1000.0,4.0,138.52,13.0,14.25,450.0,https://www.tinkoff.ru/invest/bonds/RU000A106FW4/,Не важен / Неизвестно
179,РКС2Р3,RU000A106DV1,965.7,Средний,26.0,2024-06-17,5.0,33.06,1000.0,4.0,132.24,9.0,13.69,298.0,https://www.tinkoff.ru/invest/bonds/RU000A106DV1/,Не важен / Неизвестно
180,Завод КЭС выпуск 3,RU000A105AW7,1040.8,Низкий,30.0,2024-04-16,41.0,43.33,1000.0,4.0,173.32,10.0,16.65,433.0,https://www.tinkoff.ru/invest/bonds/RU000A105AW7/,Не важен / Неизвестно
181,Газпром Капитал 001Б-02,RU000A1039A8,860000.0,Средний,,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1039A8/,Не важен / Неизвестно
182,Агротек БО-03,RU000A106YL8,992.6,Низкий,38.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106YL8/,Не важен / Неизвестно
183,Россети Центр 001Р-03,RU000A107AG6,1000.0,Средний,37.0,2024-04-03,13.0,12.01,1000.0,12.0,144.12,37.0,14.41,444.0,https://www.tinkoff.ru/invest/bonds/RU000A107AG6/,Не важен / Неизвестно
184,Бизнес-Недвижимость выпуск 1,RU000A1022G1,390.0,Средний,4.0,2024-05-24,4.0,9.05,400.0,4.0,36.2,1.0,9.28,9.0,https://www.tinkoff.ru/invest/bonds/RU000A1022G1/,Не важен / Неизвестно
185,ДАРС-Девелопмент выпуск 1,RU000A106UM4,973.9,Средний,17.0,2024-06-06,10.0,32.19,1000.0,4.0,128.76,6.0,13.22,193.0,https://www.tinkoff.ru/invest/bonds/RU000A106UM4/,Не важен / Неизвестно
186,КОНТРОЛ лизинг выпуск 1,RU000A106T85,987.4,Средний,52.0,2024-04-27,1.0,11.57,1000.0,12.0,138.84,52.0,14.06,602.0,https://www.tinkoff.ru/invest/bonds/RU000A106T85/,Не важен / Неизвестно
187,Центр-Резерв БО-02,RU000A1056T2,915.93,Низкий,28.0,2024-04-07,10.0,11.57,900.0,12.0,138.84,28.0,15.16,324.0,https://www.tinkoff.ru/invest/bonds/RU000A1056T2/,Не важен / Неизвестно
188,МСБ-Лизинг 002P выпуск 5,RU000A103VD8,817.61445,Средний,29.0,2024-04-01,,7.48,861.1,12.0,89.76,29.0,10.98,217.0,https://www.tinkoff.ru/invest/bonds/RU000A103VD8/,Не важен / Неизвестно
189,Элит Строй 1P-01,RU000A105YF2,959.5,Средний,22.0,2024-04-09,8.0,10.35,1000.0,12.0,124.2,22.0,12.94,228.0,https://www.tinkoff.ru/invest/bonds/RU000A105YF2/,Не важен / Неизвестно
190,Аренза-Про 001P-03,RU000A107217,981.9,Низкий,55.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107217/,Не важен / Неизвестно
191,ЭкономЛизинг выпуск 3,RU000A1030U5,997.1,Средний,0.0,2024-04-18,23.0,24.88,1000.0,4.0,99.52,0.0,9.98,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1030U5/,Не важен / Неизвестно
192,ЭкономЛизинг выпуск 3,RU000A1030U5,997.1,Средний,0.0,2024-04-18,23.0,24.88,1000.0,4.0,99.52,0.0,9.98,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1030U5/,Не важен / Неизвестно
193,Центральная ППК выпуск 3,RU000A103F27,978.0,Средний,3.0,2024-07-17,19.0,41.15,1000.0,2.0,82.3,0.0,8.42,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103F27/,Не важен / Неизвестно
194,Глобал Факторинг Нетворк Рус БО-02-001P,RU000A1060U2,997.5,Низкий,29.0,2024-04-21,4.0,11.74,1000.0,12.0,140.88,29.0,14.12,340.0,https://www.tinkoff.ru/invest/bonds/RU000A1060U2/,Не важен / Неизвестно
195,ЛК РОДЕЛЕН 001P-04,RU000A105SK4,968.7,Средний,45.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105SK4/,Не важен / Неизвестно
196,ЗАС Корпсан БО-П01,RU000A107G22,1001.1,Средний,32.0,2024-06-21,5.0,41.15,1000.0,4.0,164.6,11.0,16.44,453.0,https://www.tinkoff.ru/invest/bonds/RU000A107G22/,Не важен / Неизвестно
197,Синара - Транспортные Машины выпуск 1,RU000A1035D0,987.0,Высокий,1.0,2024-05-24,28.0,35.06,1000.0,2.0,70.12,0.0,7.1,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1035D0/,Не важен / Неизвестно
198,Азбука Вкуса выпуск 2,RU000A105WR1,944.5,Средний,106.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105WR1/,Не важен / Неизвестно
199,АйДи Коллект выпуск 1,RU000A103HG0,985.8,Низкий,3.0,2024-04-26,1.0,8.53,1000.0,12.0,102.36,3.0,10.38,26.0,https://www.tinkoff.ru/invest/bonds/RU000A103HG0/,Не важен / Неизвестно
200,Сбербанк 002СУБ-03R,RU000A103Q24,8130000.0,Средний,91.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103Q24/,Не важен / Неизвестно
201,Мосгорломбард выпуск 4,RU000A106MV2,975.0,Низкий,45.0,2024-04-30,27.0,34.63,1000.0,4.0,138.52,15.0,14.21,519.0,https://www.tinkoff.ru/invest/bonds/RU000A106MV2/,Не важен / Неизвестно
202,СФО ВТБ РКС-1 выпуск 1,RU000A1032P1,891.4,Высокий,80.0,2024-04-01,,5.83,1000.0,12.0,69.96,80.0,7.85,466.0,https://www.tinkoff.ru/invest/bonds/RU000A1032P1/,Не важен / Неизвестно
203,Фармфорвард БО-01,RU000A107BD1,1039.7,Низкий,31.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107BD1/,Не важен / Неизвестно
204,Соби-Лизинг 001P-01,RU000A105CL6,577.274,Низкий,18.0,2024-04-24,1.0,6.61,580.0,12.0,79.32,18.0,13.74,119.0,https://www.tinkoff.ru/invest/bonds/RU000A105CL6/,Не важен / Неизвестно
205,Аренза-Про выпуск 2,RU000A106GC4,952.5,Средний,26.0,2024-03-30,0.0,9.22,1000.0,12.0,110.64,26.0,11.62,240.0,https://www.tinkoff.ru/invest/bonds/RU000A106GC4/,Не важен / Неизвестно
206,НПО Химтэк выпуск 1,RU000A103H25,770.8,Средний,16.0,2024-05-02,17.0,22.53,800.0,4.0,90.12,5.0,11.69,113.0,https://www.tinkoff.ru/invest/bonds/RU000A103H25/,Не важен / Неизвестно
207,Лизинг-Трейд 001P-11,RU000A107NJ3,1007.9,Низкий,57.0,2024-04-25,3.0,14.27,1000.0,12.0,171.24,57.0,16.99,813.0,https://www.tinkoff.ru/invest/bonds/RU000A107NJ3/,Не важен / Неизвестно
208,ГТЛК 002Р-03,RU000A107TT9,1001.5,Высокий,178.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107TT9/,Не важен / Неизвестно
209,Сибстекло БО-П03,RU000A105C93,1002.7,Низкий,18.0,2024-04-20,5.0,12.09,1000.0,12.0,145.08,18.0,14.47,218.0,https://www.tinkoff.ru/invest/bonds/RU000A105C93/,Не важен / Неизвестно
210,Феррони БО-01,RU000A1053R3,1037.0,Низкий,16.0,2024-04-09,12.0,14.27,1000.0,12.0,171.24,16.0,16.51,228.0,https://www.tinkoff.ru/invest/bonds/RU000A1053R3/,Не важен / Неизвестно
211,ПЮДМ БО-П2,RU000A1020K7,9579.0,Низкий,15.0,2024-04-22,32.0,92.92,10000.0,12.0,1115.04,15.0,11.64,1394.0,https://www.tinkoff.ru/invest/bonds/RU000A1020K7/,Не важен / Неизвестно
212,Т.Г. Шевченко выпуск 2,RU000A101P92,973.6,Средний,13.0,2024-05-16,16.0,28.19,1000.0,4.0,112.76,4.0,11.58,113.0,https://www.tinkoff.ru/invest/bonds/RU000A101P92/,Не важен / Неизвестно
